event_date,fighter1,fighter2,outcome,weight_class,fighter1_curr_height,fighter1_reach,fighter1_stance,fighter1_sig_strikes_landed_pm,fighter1_sig_strikes_accuracy,fighter1_sig_strikes_absorbed_pm,fighter1_sig_strikes_defended,fighter1_takedown_avg_per15m,fighter1_takedown_accuracy,fighter1_takedown_defence,fighter1_submission_avg_attempted_per15m,fighter1_age,fighter2_curr_height,fighter2_reach,fighter2_stance,fighter2_sig_strikes_landed_pm,fighter2_sig_strikes_accuracy,fighter2_sig_strikes_absorbed_pm,fighter2_sig_strikes_defended,fighter2_takedown_avg_per15m,fighter2_takedown_accuracy,fighter2_takedown_defence,fighter2_submission_avg_attempted_per15m,fighter2_age
2020-02-22,Jimmy Crute,Michal Oleksiejczuk,fighter1,Light Heavyweight,187.96,187.96,Orthodox,3.68,0.54,3.04,0.44,4.84,0.57,0.6,2.0,24.0,182.88,187.96,Southpaw,5.12,0.5,4.17,0.62,0.76,0.44,0.48,0.0,25.0
2020-02-22,Yan Xiaonan,Karolina Kowalkiewicz,fighter1,Women's Strawweight,165.1,160.02,Orthodox,5.55,0.44,3.56,0.61,0.86,0.66,0.7,0.0,31.0,160.02,162.56,Orthodox,5.65,0.42,5.47,0.58,0.31,0.3,0.76,0.2,35.0
2020-02-22,Ben Sosoli,Marcos Rogerio de Lima,fighter2,Heavyweight,182.88,182.88,Southpaw,2.31,0.31,4.3,0.47,0.0,0.0,0.0,0.0,31.0,185.42000000000002,190.5,Orthodox,3.61,0.56,2.96,0.51,1.34,0.47,0.59,0.5,35.0
2020-02-22,Brad Riddell,Magomed Mustafaev,fighter1,Lightweight,170.18,180.34,Orthodox,4.71,0.53,3.53,0.53,1.77,0.36,0.63,0.0,29.0,172.72,180.34,Orthodox,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4,32.0
2020-02-22,Zubaira Tukhugov,Kevin Aguilar,fighter1,Featherweight,172.72,172.72,Orthodox,3.17,0.39,3.07,0.63,2.13,0.39,1.0,0.0,29.0,170.18,185.42000000000002,Orthodox,3.96,0.4,4.81,0.52,0.16,0.16,0.78,0.0,32.0
2020-02-22,Josh Culibao,Jalin Turner,fighter2,Lightweight,177.8,185.42000000000002,Orthodox,2.68,0.42,3.29,0.56,0.0,0.0,0.72,0.4,26.0,190.5,195.58,Southpaw,5.82,0.48,4.61,0.41,0.91,0.55,0.75,1.3,25.0
2020-02-22,Jake Matthews,Emil Meek,fighter1,Welterweight,180.34,185.42000000000002,Orthodox,3.27,0.45,2.33,0.6,1.71,0.41,0.61,0.7,26.0,180.34,187.96,Switch,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1.0,32.0
2020-02-22,Song Kenan,Callan Potter,fighter1,Welterweight,182.88,180.34,Orthodox,4.4,0.47,5.86,0.52,0.41,0.66,0.62,0.0,30.0,182.88,182.88,Orthodox,3.18,0.5,4.72,0.58,3.29,0.66,1.0,0.0,36.0
2020-02-22,Kai Kara-France,Tyson Nam,fighter1,Flyweight,162.56,175.26,Orthodox,4.57,0.39,3.24,0.65,0.63,0.33,0.88,0.0,27.0,170.18,172.72,Orthodox,3.87,0.33,4.97,0.65,0.0,0.0,0.87,0.0,37.0
2020-02-22,Loma Lookboonmee,Angela Hill,fighter2,Women's Strawweight,154.94,154.94,Orthodox,4.14,0.58,2.58,0.52,2.04,0.5,0.74,0.2,24.0,160.02,162.56,Orthodox,5.46,0.49,4.97,0.61,0.54,0.29,0.76,0.1,35.0
2020-02-22,Shana Dobson,Priscila Cachoeira,fighter2,Women's Flyweight,167.64000000000001,175.26,Orthodox,3.34,0.37,5.2,0.5,0.84,0.5,0.14,0.0,31.0,170.18,165.1,Orthodox,4.12,0.43,7.13,0.45,0.18,0.33,0.65,0.0,32.0
2020-02-15,Jan Blachowicz,Corey Anderson,fighter1,Light Heavyweight,187.96,198.12,Orthodox,3.41,0.5,2.91,0.53,1.09,0.5,0.68,0.3,37.0,190.5,200.66,Orthodox,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0.0,31.0
2020-02-15,Diego Sanchez,Michel Pereira,fighter1,Welterweight,177.8,182.88,Southpaw,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,39.0,185.42000000000002,185.42000000000002,Orthodox,5.09,0.54,3.78,0.58,1.58,0.55,0.94,0.6,27.0
2020-02-15,Montana De La Rosa,Mara Romero Borella,fighter1,Women's Flyweight,170.18,172.72,Orthodox,2.47,0.37,3.06,0.42,1.94,0.31,0.64,0.9,25.0,167.64000000000001,175.26,Orthodox,2.54,0.37,2.48,0.71,1.83,0.44,0.66,0.2,34.0
2020-02-15,Brok Weaver,Kazula Vargas,fighter1,Lightweight,182.88,185.42000000000002,Southpaw,4.78,0.64,4.35,0.46,0.41,0.1,0.66,0.4,29.0,172.72,180.34,Southpaw,3.65,0.53,1.77,0.57,0.4,0.25,0.3,0.4,35.0
2020-02-15,Ray Borg,Rogerio Bontorin,fighter1,Flyweight,162.56,160.02,Orthodox,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,27.0,165.1,170.18,Orthodox,2.63,0.52,3.27,0.5,2.9,0.6,0.51,1.0,28.0
2020-02-15,Lando Vannata,Yancy Medeiros,fighter1,Lightweight,175.26,180.34,Orthodox,4.52,0.45,4.76,0.55,1.09,0.37,0.69,0.3,28.0,177.8,190.5,Orthodox,4.36,0.37,5.67,0.47,0.33,0.5,0.73,0.7,33.0
2020-02-15,Tim Means,Daniel Rodriguez,fighter2,Welterweight,187.96,190.5,Orthodox,4.93,0.47,3.61,0.6,1.21,0.44,0.65,0.2,36.0,185.42000000000002,187.96,Southpaw,7.3,0.5,5.28,0.56,0.62,0.5,0.63,0.1,34.0
2020-02-15,John Dodson,Nathaniel Wood,fighter1,Bantamweight,160.02,167.64000000000001,Orthodox,3.2,0.4,3.58,0.61,0.71,0.28,0.82,0.0,36.0,167.64000000000001,175.26,Orthodox,6.24,0.49,4.35,0.57,1.7,0.54,0.76,0.5,27.0
2020-02-15,Scott Holtzman,Jim Miller,fighter1,Lightweight,175.26,175.26,Orthodox,4.32,0.47,3.66,0.55,1.88,0.56,0.67,0.2,37.0,172.72,180.34,Southpaw,2.86,0.41,3.08,0.58,1.56,0.43,0.48,1.8,37.0
2020-02-15,Devin Clark,Dequan Townsend,fighter1,Light Heavyweight,182.88,190.5,Orthodox,2.99,0.55,2.95,0.43,2.35,0.33,0.6,0.1,30.0,190.5,200.66,Orthodox,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0,34.0
2020-02-15,Merab Dvalishvili,Casey Kenney,fighter1,Bantamweight,167.64000000000001,172.72,Orthodox,4.46,0.41,2.41,0.56,6.55,0.36,0.78,0.3,29.0,170.18,172.72,Southpaw,4.85,0.42,4.67,0.58,1.09,0.35,0.61,0.4,29.0
2020-02-15,Macy Chiasson,Shanna Young,fighter1,Women's Bantamweight,180.34,182.88,Orthodox,3.64,0.44,2.61,0.46,2.17,0.34,0.64,0.3,29.0,170.18,165.1,Orthodox,3.18,0.47,4.88,0.43,0.0,0.0,0.53,0.6,29.0
2020-02-15,Mark De La Rosa,Raulian Paiva,fighter2,Flyweight,167.64000000000001,165.1,Orthodox,3.13,0.35,5.0,0.48,0.54,0.13,0.4,0.2,26.0,172.72,175.26,Orthodox,4.14,0.42,5.01,0.48,0.65,0.23,0.77,0.2,25.0
2020-02-08,Jon Jones,Dominick Reyes,fighter1,Light Heavyweight,193.04,213.36,Orthodox,4.29,0.57,2.22,0.64,1.93,0.45,0.95,0.5,33.0,193.04,195.58,Southpaw,4.75,0.5,3.77,0.48,0.36,0.28,0.8,0.4,31.0
2020-02-08,Valentina Shevchenko,Katlyn Chookagian,fighter1,Women's Flyweight,165.1,167.64000000000001,Southpaw,3.28,0.52,2.11,0.62,2.56,0.63,0.71,0.4,32.0,175.26,172.72,Orthodox,4.59,0.34,4.41,0.63,0.27,0.15,0.54,0.3,32.0
2020-02-08,Juan Adams,Justin Tafa,fighter2,Heavyweight,195.58,203.2,Orthodox,7.09,0.55,4.06,0.34,0.91,0.66,0.57,0.0,28.0,182.88,187.96,Southpaw,5.13,0.55,5.93,0.49,0.0,0.0,1.0,0.0,27.0
2020-02-08,Mirsad Bektic,Dan Ige,fighter2,Featherweight,172.72,177.8,Orthodox,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,29.0,170.18,180.34,Orthodox,3.96,0.45,3.69,0.57,1.15,0.26,0.56,0.3,29.0
2020-02-08,Ilir Latifi,Derrick Lewis,fighter2,Heavyweight,177.8,185.42000000000002,Orthodox,2.05,0.45,2.93,0.56,2.11,0.35,1.0,0.3,38.0,190.5,200.66,Orthodox,2.6,0.5,2.59,0.41,0.59,0.28,0.52,0.0,35.0
2020-02-08,Trevin Giles,James Krause,fighter1,Middleweight,182.88,187.96,Orthodox,2.97,0.53,2.09,0.59,1.27,0.55,0.71,0.3,28.0,187.96,185.42000000000002,Orthodox,4.79,0.49,4.11,0.61,0.96,0.18,0.59,0.9,34.0
2020-02-08,Lauren Murphy,Andrea Lee,fighter1,Women's Flyweight,165.1,170.18,Orthodox,4.05,0.39,5.25,0.55,1.03,0.25,0.69,0.1,37.0,167.64000000000001,175.26,Orthodox,4.91,0.47,3.69,0.63,1.84,0.57,0.54,0.6,31.0
2020-02-08,Alex Morono,Khaos Williams,fighter2,Welterweight,180.34,182.88,Orthodox,5.2,0.42,4.14,0.57,0.29,0.2,0.5,0.4,30.0,182.88,195.58,Orthodox,5.77,0.39,5.33,0.42,0.0,0.0,0.8,0.0,26.0
2020-02-08,Miles Johns,Mario Bautista,fighter2,Bantamweight,170.18,167.64000000000001,Orthodox,3.63,0.48,2.85,0.69,0.86,0.19,0.92,0.0,26.0,175.26,175.26,Switch,5.32,0.51,4.2,0.53,2.72,0.5,0.56,1.3,27.0
2020-02-08,Jonathan Martinez,Andre Ewell,fighter2,Bantamweight,172.72,177.8,Southpaw,4.63,0.49,3.81,0.57,0.46,0.41,0.69,0.1,26.0,172.72,190.5,Southpaw,4.28,0.4,4.87,0.51,0.36,0.75,0.72,0.1,32.0
2020-02-08,Youssef Zalal,Austin Lingo,fighter1,Featherweight,177.8,182.88,Switch,2.75,0.48,1.75,0.64,2.14,0.31,0.6,1.1,24.0,177.8,177.8,Orthodox,3.86,0.37,4.86,0.57,0.43,0.66,0.75,0.0,26.0
2020-01-25,Junior Dos Santos,Curtis Blaydes,fighter2,Heavyweight,193.04,195.58,Orthodox,4.49,0.47,3.33,0.56,0.3,0.5,0.81,0.1,36.0,193.04,203.2,Orthodox,3.56,0.49,1.89,0.59,5.93,0.53,0.33,0.0,29.0
2020-01-25,Rafael Dos Anjos,Michael Chiesa,fighter2,Welterweight,172.72,177.8,Southpaw,3.52,0.47,3.19,0.6,2.01,0.35,0.56,0.6,36.0,185.42000000000002,190.5,Southpaw,1.87,0.4,1.7,0.54,3.33,0.5,0.6,1.0,33.0
2020-01-25,Alex Perez,Jordan Espinosa,fighter1,Flyweight,167.64000000000001,165.1,Orthodox,4.67,0.48,3.14,0.6,2.84,0.44,0.77,1.3,28.0,167.64000000000001,175.26,Orthodox,4.22,0.52,2.94,0.57,0.75,0.28,0.7,0.2,31.0
2020-01-25,Hannah Cifers,Angela Hill,fighter2,Women's Strawweight,154.94,157.48,Orthodox,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3,28.0,160.02,162.56,Orthodox,5.46,0.49,4.97,0.61,0.54,0.29,0.76,0.1,35.0
2020-01-25,Jamahal Hill,Darko Stosic,fighter1,Light Heavyweight,193.04,200.66,Southpaw,7.31,0.54,3.35,0.47,0.0,0.0,0.73,0.0,29.0,182.88,193.04,Orthodox,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0,28.0
2020-01-25,Dequan Townsend,Bevon Lewis,fighter2,Middleweight,190.5,200.66,Orthodox,1.23,0.34,3.92,0.38,0.0,0.0,0.46,0.0,34.0,190.5,200.66,Orthodox,3.73,0.43,2.67,0.54,0.0,0.0,0.66,0.0,29.0
2020-01-25,Nik Lentz,Arnold Allen,fighter2,Featherweight,172.72,172.72,Orthodox,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,36.0,172.72,177.8,Southpaw,3.34,0.4,2.86,0.61,1.12,0.5,0.76,0.3,26.0
2020-01-25,Justine Kish,Lucie Pudilova,fighter1,Women's Flyweight,165.1,162.56,Orthodox,4.51,0.48,4.59,0.57,0.87,0.33,0.5,0.1,32.0,172.72,170.18,Orthodox,3.97,0.37,3.95,0.51,0.62,0.27,0.63,0.6,26.0
2020-01-25,Felipe Colares,Montel Jackson,fighter2,Bantamweight,172.72,175.26,Orthodox,2.17,0.45,4.65,0.36,1.88,0.24,0.43,0.5,26.0,177.8,190.5,Southpaw,3.36,0.53,1.41,0.64,3.42,0.71,0.69,0.3,28.0
2020-01-25,Lina Lansberg,Sara McMann,fighter2,Women's Bantamweight,170.18,165.1,Orthodox,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1,38.0,167.64000000000001,167.64000000000001,Orthodox,2.26,0.46,1.92,0.47,4.38,0.65,0.5,0.5,40.0
2020-01-25,Tony Gravely,Brett Johns,fighter2,Bantamweight,165.1,175.26,Orthodox,3.82,0.48,4.47,0.44,5.4,0.41,0.52,0.3,29.0,170.18,180.34,Orthodox,2.86,0.49,3.84,0.53,4.92,0.49,0.58,1.0,28.0
2020-01-25,Nate Landwehr,Herbert Burns,fighter2,Featherweight,175.26,182.88,Orthodox,6.14,0.46,5.58,0.55,1.07,0.41,0.86,1.1,32.0,175.26,185.42000000000002,Orthodox,1.61,0.51,4.74,0.3,3.92,0.75,0.6,3.3,32.0
2020-01-18,Conor McGregor,Donald Cerrone,fighter1,Welterweight,175.26,187.96,Southpaw,5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1,32.0,185.42000000000002,185.42000000000002,Orthodox,4.41,0.46,4.48,0.53,1.16,0.33,0.73,1.2,37.0
2020-01-18,Holly Holm,Raquel Pennington,fighter1,Women's Bantamweight,172.72,175.26,Southpaw,3.21,0.4,2.79,0.56,0.9,0.3,0.78,0.1,39.0,170.18,170.18,Orthodox,4.02,0.5,3.34,0.62,0.93,0.27,0.63,0.6,32.0
2020-01-18,Aleksei Oleinik,Maurice Greene,fighter1,Heavyweight,187.96,203.2,Orthodox,3.29,0.48,3.8,0.44,1.82,0.46,0.37,1.9,43.0,200.66,203.2,Orthodox,3.28,0.45,3.61,0.45,0.0,0.0,0.27,0.4,34.0
2020-01-18,Brian Kelleher,Ode Osbourne,fighter1,Bantamweight,167.64000000000001,167.64000000000001,Switch,3.36,0.41,4.61,0.54,1.79,0.42,0.6,0.7,34.0,170.18,185.42000000000002,Southpaw,3.74,0.39,4.41,0.45,1.37,0.27,0.68,0.3,28.0
2020-01-18,Anthony Pettis,Diego Ferreira,fighter2,Lightweight,177.8,182.88,Orthodox,3.05,0.47,3.44,0.54,0.61,0.5,0.6,1.1,33.0,175.26,187.96,Orthodox,4.66,0.37,3.42,0.56,0.71,0.22,0.63,0.7,35.0
2020-01-18,Maycee Barber,Roxanne Modafferi,fighter2,Women's Flyweight,165.1,165.1,Switch,4.6,0.52,2.72,0.54,1.14,0.35,0.45,0.1,22.0,170.18,175.26,Orthodox,3.35,0.3,5.7,0.51,1.35,0.23,0.3,0.1,38.0
2020-01-18,Sodiq Yusuff,Andre Fili,fighter1,Featherweight,175.26,180.34,Orthodox,5.29,0.49,3.65,0.57,0.18,0.12,0.7,0.6,27.0,180.34,187.96,Orthodox,3.83,0.37,4.13,0.51,2.22,0.47,0.69,0.3,30.0
2020-01-18,Askar Askarov,Tim Elliott,fighter1,Flyweight,167.64000000000001,170.18,Orthodox,3.05,0.54,2.8,0.57,2.6,0.24,0.66,0.4,28.0,170.18,167.64000000000001,Southpaw,3.47,0.44,2.76,0.56,3.88,0.47,0.6,0.9,34.0
2020-01-18,Nasrat Haqparast,Drew Dober,fighter2,Lightweight,177.8,182.88,Southpaw,5.73,0.44,5.26,0.64,0.32,0.2,0.78,0.0,25.0,172.72,177.8,Southpaw,4.48,0.39,4.5,0.51,0.69,0.17,0.56,0.1,32.0
2020-01-18,Justin Ledet,Aleksa Camur,fighter2,Light Heavyweight,193.04,203.2,Orthodox,3.35,0.39,4.82,0.49,0.23,0.5,0.42,0.2,32.0,185.42000000000002,187.96,Orthodox,4.73,0.57,4.26,0.54,0.46,0.22,0.5,0.0,25.0
2020-01-18,Sabina Mazo,JJ Aldrich,fighter1,Women's Flyweight,170.18,177.8,Orthodox,6.1,0.43,4.35,0.57,0.65,0.8,0.59,0.2,23.0,165.1,170.18,Southpaw,4.02,0.46,4.54,0.6,0.77,0.25,0.65,0.0,28.0
2019-12-21,Chan Sung Jung,Frankie Edgar,fighter1,Featherweight,170.18,182.88,Orthodox,3.93,0.41,4.52,0.52,0.7,0.44,0.72,0.6,32.0,167.64000000000001,172.72,Orthodox,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,38.0
2019-12-21,Volkan Oezdemir,Aleksandar Rakic,fighter1,Light Heavyweight,187.96,190.5,Orthodox,4.59,0.47,3.92,0.55,0.57,0.33,0.8,0.1,30.0,193.04,198.12,Orthodox,4.01,0.5,2.3,0.53,0.82,0.25,0.9,0.2,27.0
2019-12-21,Charles Jourdain,Dooho Choi,fighter1,Featherweight,175.26,175.26,Switch,5.78,0.49,4.3,0.57,0.1,0.16,0.48,0.4,24.0,177.8,177.8,Orthodox,4.74,0.53,4.91,0.54,0.29,0.2,0.5,0.0,28.0
2019-12-21,Da Woon Jung,Mike Rodriguez,fighter1,Light Heavyweight,193.04,198.12,Orthodox,3.49,0.43,3.89,0.51,1.9,0.5,0.77,0.2,26.0,193.04,208.28,Southpaw,4.35,0.53,4.24,0.41,0.0,0.0,0.37,0.0,31.0
2019-12-21,JunYong Park,Marc-Andre Barriault,fighter1,Middleweight,177.8,185.42000000000002,Orthodox,4.94,0.51,3.66,0.53,2.1,0.5,0.69,1.2,28.0,185.42000000000002,187.96,Orthodox,5.95,0.47,5.22,0.53,0.24,0.25,0.67,0.1,29.0
2019-12-21,Pingyuan Liu,Kyung Ho Kang,fighter2,Bantamweight,167.64000000000001,182.88,Orthodox,2.36,0.33,2.99,0.54,0.25,0.2,0.56,1.0,26.0,175.26,185.42000000000002,Orthodox,3.09,0.49,2.91,0.58,2.07,0.57,0.7,0.9,32.0
2019-12-21,Ciryl Gane,Tanner Boser,fighter1,Heavyweight,193.04,205.74,Orthodox,5.49,0.6,2.19,0.63,0.58,0.21,0.5,0.5,29.0,187.96,190.5,Orthodox,4.7,0.52,2.75,0.58,0.0,0.0,0.63,0.0,28.0
2019-12-21,Suman Mokhtarian,SeungWoo Choi,fighter2,Featherweight,172.72,182.88,Orthodox,2.21,0.43,6.85,0.48,0.0,0.0,0.0,0.0,27.0,182.88,187.96,Orthodox,3.48,0.38,3.02,0.47,0.87,0.54,0.69,0.0,27.0
2019-12-21,Dong Hyun Ma,Omar Morales,fighter2,Lightweight,180.34,177.8,Orthodox,2.84,0.41,4.1,0.54,1.27,0.53,0.33,0.0,31.0,180.34,185.42000000000002,Orthodox,3.42,0.4,3.18,0.58,0.46,1.0,0.63,0.0,34.0
2019-12-21,Matt Schnell,Alexandre Pantoja,fighter2,Flyweight,172.72,177.8,Orthodox,4.24,0.39,4.46,0.55,0.63,0.44,0.46,1.1,29.0,165.1,170.18,Orthodox,4.41,0.48,3.81,0.51,1.75,0.44,0.66,1.0,29.0
2019-12-21,Said Nurmagomedov,Raoni Barcelos,fighter2,Bantamweight,172.72,177.8,Orthodox,3.54,0.47,2.15,0.56,1.03,0.16,0.65,1.2,27.0,170.18,170.18,Orthodox,5.38,0.51,5.03,0.61,1.8,0.37,0.9,0.4,32.0
2019-12-21,Miranda Granger,Amanda Lemos,fighter2,Women's Strawweight,170.18,172.72,Orthodox,2.79,0.47,2.57,0.57,0.0,0.0,0.33,0.0,27.0,162.56,165.1,Southpaw,3.54,0.55,4.66,0.42,0.82,0.55,0.55,0.8,32.0
2019-12-21,Alatengheili,Ryan Benoit,fighter1,Bantamweight,165.1,167.64000000000001,Orthodox,2.94,0.33,4.58,0.61,1.78,0.39,0.72,0.0,28.0,165.1,172.72,Orthodox,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4,30.0
2019-12-14,Colby Covington,Kamaru Usman,fighter2,Welterweight,180.34,182.88,Orthodox,4.1,0.39,3.05,0.55,4.05,0.45,0.72,0.2,31.0,182.88,193.04,Switch,4.46,0.52,2.75,0.54,2.96,0.45,0.97,0.1,32.0
2019-12-14,Alexander Volkanovski,Max Holloway,fighter1,Featherweight,167.64000000000001,180.34,Orthodox,6.25,0.56,3.36,0.58,1.86,0.37,0.69,0.2,31.0,180.34,175.26,Orthodox,7.17,0.47,4.75,0.59,0.27,0.53,0.84,0.3,28.0
2019-12-14,Germaine de Randamie,Amanda Nunes,fighter2,Women's Bantamweight,175.26,180.34,Orthodox,2.72,0.46,2.14,0.65,0.0,0.0,0.69,0.4,35.0,172.72,175.26,Orthodox,4.55,0.51,2.62,0.57,2.73,0.54,0.82,0.7,31.0
2019-12-14,Jose Aldo,Marlon Moraes,fighter2,Bantamweight,170.18,177.8,Orthodox,3.57,0.46,3.74,0.6,0.49,0.54,0.91,0.1,33.0,167.64000000000001,170.18,Orthodox,3.37,0.4,4.53,0.54,0.87,0.41,0.46,0.3,31.0
2019-12-14,Petr Yan,Urijah Faber,fighter1,Bantamweight,170.18,170.18,Switch,5.03,0.53,4.26,0.59,1.71,0.52,0.85,0.1,26.0,167.64000000000001,170.18,Orthodox,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,40.0
2019-12-14,Geoff Neal,Mike Perry,fighter1,Welterweight,180.34,190.5,Southpaw,5.22,0.5,5.6,0.58,0.51,0.44,0.87,0.1,29.0,177.8,180.34,Orthodox,4.32,0.47,5.16,0.52,0.81,0.4,0.78,0.2,28.0
2019-12-14,Ketlen Vieira,Irene Aldana,fighter2,Women's Bantamweight,172.72,172.72,Orthodox,3.04,0.41,3.92,0.51,1.51,0.44,0.92,0.6,28.0,175.26,172.72,Orthodox,4.86,0.39,5.71,0.59,0.17,0.5,0.75,0.3,31.0
2019-12-14,Omari Akhmedov,Ian Heinisch,fighter1,Middleweight,182.88,185.42000000000002,Orthodox,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2,32.0,180.34,182.88,Orthodox,3.25,0.5,2.98,0.59,1.02,0.17,0.59,0.7,31.0
2019-12-14,Ben Saunders,Matt Brown,fighter2,Welterweight,187.96,195.58,Orthodox,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,36.0,182.88,190.5,Orthodox,3.76,0.55,2.92,0.55,1.68,0.46,0.63,1.3,38.0
2019-12-14,Daniel Teymur,Chase Hooper,fighter2,Featherweight,165.1,175.26,Orthodox,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3,31.0,185.42000000000002,187.96,Southpaw,5.0,0.51,3.67,0.36,1.47,0.22,0.5,2.1,20.0
2019-12-14,Brandon Moreno,Kai Kara-France,fighter1,Flyweight,170.18,177.8,Orthodox,3.8,0.43,3.4,0.56,1.73,0.45,0.64,0.5,26.0,162.56,175.26,Orthodox,4.57,0.39,3.24,0.65,0.63,0.33,0.88,0.0,26.0
2019-12-14,Viviane Araujo,Jessica Eye,fighter2,Women's Flyweight,162.56,172.72,Orthodox,4.63,0.47,5.45,0.55,1.81,0.48,0.82,0.6,33.0,167.64000000000001,167.64000000000001,Orthodox,3.86,0.37,4.19,0.55,0.58,0.4,0.57,0.5,33.0
2019-12-14,Punahele Soriano,Oskar Piechota,fighter1,Middleweight,180.34,182.88,Southpaw,4.04,0.45,4.22,0.48,0.9,0.4,0.3,0.0,27.0,182.88,193.04,Southpaw,3.3,0.52,3.93,0.51,0.61,0.4,0.38,1.5,29.0
2019-12-07,Alistair Overeem,Jairzinho Rozenstruik,fighter2,Heavyweight,193.04,203.2,Orthodox,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,39.0,187.96,198.12,Orthodox,2.81,0.45,3.15,0.45,0.0,0.0,0.73,0.0,31.0
2019-12-07,Stefan Struve,Ben Rothwell,fighter2,Heavyweight,210.82,213.36,Orthodox,3.12,0.47,4.04,0.46,0.56,0.46,0.55,1.7,31.0,193.04,198.12,Orthodox,3.71,0.42,4.63,0.47,0.68,0.34,0.7,0.4,38.0
2019-12-07,Aspen Ladd,Yana Santos,fighter1,Women's Bantamweight,167.64000000000001,167.64000000000001,Orthodox,3.78,0.47,4.65,0.47,1.56,0.47,0.62,0.6,24.0,167.64000000000001,172.72,Orthodox,4.16,0.56,3.03,0.5,1.11,0.53,0.42,0.1,30.0
2019-12-07,Ricky Simon,Rob Font,fighter2,Bantamweight,167.64000000000001,175.26,Orthodox,3.01,0.44,3.23,0.62,5.84,0.5,0.75,0.4,27.0,172.72,180.34,Orthodox,5.71,0.45,3.7,0.57,0.96,0.37,0.46,0.4,32.0
2019-12-07,Thiago Alves,Tim Means,fighter2,Welterweight,175.26,177.8,Orthodox,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,36.0,187.96,190.5,Orthodox,4.93,0.47,3.61,0.6,1.21,0.44,0.65,0.2,35.0
2019-12-07,Billy Quarantillo,Jacob Kilburn,fighter1,Featherweight,177.8,177.8,Orthodox,7.71,0.57,5.61,0.43,1.31,0.23,0.63,1.2,31.0,175.26,182.88,Orthodox,2.56,0.33,6.78,0.35,0.51,0.05,0.2,0.5,24.0
2019-12-07,Matt Sayles,Bryce Mitchell,fighter2,Featherweight,170.18,172.72,Orthodox,4.83,0.41,2.81,0.61,0.36,0.16,0.81,0.7,25.0,177.8,177.8,Southpaw,2.48,0.59,1.71,0.57,3.26,0.44,0.33,1.7,25.0
2019-12-07,Matt Wiman,Joe Solecki,fighter2,Lightweight,177.8,172.72,Orthodox,3.17,0.5,3.57,0.51,2.13,0.37,0.56,1.5,36.0,175.26,177.8,Orthodox,2.24,0.55,1.53,0.52,2.51,0.5,0.5,1.6,26.0
2019-12-07,Mallory Martin,Virna Jandiroba,fighter2,Women's Strawweight,162.56,160.02,Orthodox,4.42,0.48,6.64,0.55,2.28,0.43,0.25,0.3,25.0,160.02,162.56,Orthodox,2.34,0.4,3.03,0.56,2.42,0.39,0.73,1.0,31.0
2019-12-07,Trevor Smith,Makhmud Muradov,fighter2,Middleweight,190.5,190.5,Orthodox,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,38.0,187.96,190.5,Orthodox,4.21,0.43,2.56,0.61,3.04,0.66,0.77,0.2,29.0
2019-11-16,Jan Blachowicz,Jacare Souza,fighter1,Light Heavyweight,187.96,198.12,Orthodox,3.41,0.5,2.91,0.53,1.09,0.5,0.68,0.3,36.0,185.42000000000002,182.88,Orthodox,2.53,0.47,2.83,0.62,2.57,0.39,0.57,1.3,40.0
2019-11-16,Charles Oliveira,Jared Gordon,fighter1,Lightweight,177.8,187.96,Orthodox,3.54,0.53,3.19,0.51,2.32,0.4,0.55,2.7,30.0,175.26,172.72,Orthodox,5.32,0.57,3.28,0.58,2.01,0.4,0.62,0.0,31.0
2019-11-16,Andre Muniz,Antonio Arroyo,fighter1,Middleweight,185.42000000000002,198.12,Southpaw,2.17,0.5,2.03,0.53,2.97,0.4,0.35,1.5,29.0,190.5,185.42000000000002,Orthodox,2.82,0.66,2.02,0.5,1.14,0.41,0.41,0.2,30.0
2019-11-16,Markus Perez,Wellington Turman,fighter2,Middleweight,185.42000000000002,185.42000000000002,Orthodox,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1.0,31.0,182.88,182.88,Orthodox,3.04,0.49,3.87,0.46,1.49,0.19,0.45,0.8,23.0
