event_date,fighter1,fighter2,outcome,weight_class,fighter1_curr_height,fighter1_reach,fighter1_stance,fighter1_sig_strikes_landed_pm,fighter1_sig_strikes_accuracy,fighter1_sig_strikes_absorbed_pm,fighter1_sig_strikes_defended,fighter1_takedown_avg_per15m,fighter1_takedown_accuracy,fighter1_takedown_defence,fighter1_submission_avg_attempted_per15m,fighter1_age,fighter2_curr_height,fighter2_reach,fighter2_stance,fighter2_sig_strikes_landed_pm,fighter2_sig_strikes_accuracy,fighter2_sig_strikes_absorbed_pm,fighter2_sig_strikes_defended,fighter2_takedown_avg_per15m,fighter2_takedown_accuracy,fighter2_takedown_defence,fighter2_submission_avg_attempted_per15m,fighter2_age
2023-04-08,Cynthia Calvillo,Loopy Godinez,fighter2,Women's Strawweight,162.56,162.56,Orthodox,4.41,0.38,4.12,0.64,1.8,0.44,0.77,0.8,36.0,157.48,154.94,Orthodox,4.03,0.5,3.52,0.62,3.82,0.47,0.82,1.3,30.0
2023-04-08,Trey Ogden,Ignacio Bahamondes,fighter2,Catch Weight,180.34,182.88,Orthodox,3.42,0.41,4.89,0.54,0.67,0.14,1.0,0.7,34.0,190.5,190.5,Orthodox,6.97,0.46,4.36,0.57,0.0,0.0,0.85,0.4,26.0
2023-04-08,Steve Garcia,Shayilan Nuerdanbieke,fighter1,Featherweight,182.88,190.5,Southpaw,4.85,0.56,2.61,0.46,1.51,0.44,0.94,0.4,31.0,172.72,175.26,Orthodox,2.28,0.45,2.94,0.5,2.9,0.33,0.4,0.0,29.0
2023-04-08,Sam Hughes,Jaqueline Amorim,fighter1,Women's Strawweight,165.1,162.56,Orthodox,3.79,0.46,4.23,0.54,1.12,0.41,0.57,0.0,31.0,160.02,172.72,Orthodox,3.42,0.52,1.81,0.62,1.57,0.23,0.0,3.7,28.0
2023-03-25,Cory Sandhagen,Marlon Vera,fighter1,Bantamweight,180.34,177.8,Switch,5.33,0.44,3.4,0.58,1.36,0.33,0.64,0.3,31.0,172.72,177.8,Switch,4.37,0.5,5.16,0.51,0.58,0.39,0.7,0.9,31.0
2023-03-25,Holly Holm,Yana Santos,fighter1,Women's Bantamweight,172.72,175.26,Southpaw,3.21,0.4,2.79,0.56,0.9,0.3,0.78,0.1,42.0,167.64000000000001,172.72,Orthodox,4.16,0.56,3.03,0.5,1.11,0.53,0.42,0.1,34.0
2023-03-25,Nate Landwehr,Austin Lingo,fighter1,Featherweight,175.26,182.88,Orthodox,6.14,0.46,5.58,0.55,1.07,0.41,0.86,1.1,35.0,177.8,177.8,Orthodox,3.86,0.37,4.86,0.57,0.43,0.66,0.75,0.0,29.0
2023-03-25,Maycee Barber,Andrea Lee,fighter1,Women's Flyweight,165.1,165.1,Switch,4.6,0.52,2.72,0.54,1.14,0.35,0.45,0.1,25.0,167.64000000000001,175.26,Orthodox,4.91,0.47,3.69,0.63,1.84,0.57,0.54,0.6,34.0
2023-03-25,Albert Duraev,Chidi Njokuani,fighter1,Middleweight,180.34,190.5,Orthodox,2.99,0.4,3.01,0.59,1.97,0.29,0.66,0.6,34.0,190.5,203.2,Orthodox,4.04,0.6,3.19,0.53,0.0,0.0,0.67,0.3,35.0
2023-03-25,Daniel Pineda,Tucker Lutz,fighter1,Featherweight,170.18,175.26,Orthodox,3.09,0.49,3.18,0.46,1.71,0.25,0.48,1.7,38.0,172.72,182.88,Orthodox,3.74,0.46,3.25,0.44,1.99,0.44,0.69,0.2,29.0
2023-03-25,Lucas Alexander,Steven Peterson,fighter1,Featherweight,180.34,185.42000000000002,Orthodox,5.05,0.53,1.76,0.72,0.0,0.0,0.66,0.0,28.0,177.8,177.8,Orthodox,4.76,0.4,5.94,0.53,1.42,0.26,0.64,0.7,33.0
2023-03-25,Preston Parsons,Trevin Giles,fighter2,Welterweight,180.34,180.34,Orthodox,4.14,0.56,3.76,0.49,3.11,0.33,1.0,3.5,28.0,182.88,187.96,Orthodox,2.97,0.53,2.09,0.59,1.27,0.55,0.71,0.3,31.0
2023-03-25,CJ Vergara,Daniel Lacerda,fighter1,Flyweight,167.64000000000001,172.72,Orthodox,6.01,0.57,5.01,0.53,0.0,0.0,0.74,0.2,32.0,167.64000000000001,177.8,Switch,4.16,0.47,8.7,0.34,1.91,0.42,0.0,1.3,27.0
2023-03-25,Vinicius Salvador,Victor Altamirano,fighter2,Flyweight,170.18,177.8,Southpaw,5.44,0.42,6.05,0.49,0.38,0.11,0.86,0.0,27.0,172.72,177.8,Switch,5.0,0.57,3.99,0.53,2.12,0.25,0.63,0.0,32.0
2023-03-18,Leon Edwards,Kamaru Usman,fighter1,Welterweight,187.96,187.96,Southpaw,2.8,0.53,2.4,0.53,1.26,0.33,0.69,0.3,32.0,182.88,193.04,Switch,4.46,0.52,2.75,0.54,2.96,0.45,0.97,0.1,36.0
2023-03-18,Justin Gaethje,Rafael Fiziev,fighter1,Lightweight,180.34,177.8,Orthodox,7.35,0.6,7.5,0.53,0.13,0.25,0.75,0.0,35.0,172.72,180.34,Switch,5.06,0.51,5.17,0.48,0.31,0.4,0.9,0.0,30.0
2023-03-18,Bryan Barberena,Gunnar Nelson,fighter2,Welterweight,182.88,182.88,Southpaw,5.53,0.48,4.74,0.44,0.14,0.22,0.49,0.3,34.0,180.34,182.88,Switch,1.84,0.61,3.0,0.49,1.9,0.59,0.66,1.0,35.0
2023-03-18,Casey O'Neill,Jennifer Maia,fighter2,Women's Flyweight,167.64000000000001,175.26,Orthodox,8.77,0.55,5.9,0.58,1.96,0.42,0.71,0.7,26.0,162.56,162.56,Orthodox,4.5,0.38,4.78,0.55,0.27,0.21,0.57,0.1,35.0
2023-03-18,Roman Dolidze,Marvin Vettori,fighter2,Middleweight,187.96,193.04,Orthodox,3.02,0.44,3.01,0.55,1.72,0.5,0.33,1.7,35.0,182.88,187.96,Southpaw,4.56,0.45,4.24,0.56,1.66,0.45,0.69,0.5,30.0
2023-03-18,Makwan Amirkhani,Jack Shore,fighter2,Featherweight,177.8,182.88,Southpaw,1.33,0.44,2.98,0.46,3.96,0.43,0.35,1.1,35.0,172.72,180.34,Orthodox,3.84,0.58,2.2,0.57,3.42,0.4,0.79,0.7,28.0
2023-03-18,Chris Duncan,Omar Morales,fighter1,Lightweight,177.8,180.34,Orthodox,5.08,0.46,3.74,0.49,3.63,0.39,1.0,0.0,30.0,180.34,185.42000000000002,Orthodox,3.42,0.4,3.18,0.58,0.46,1.0,0.63,0.0,38.0
2023-03-18,Sam Patterson,Yanal Ashmouz,fighter2,Lightweight,190.5,198.12,Orthodox,2.56,0.36,3.98,0.44,0.0,0.0,0.33,2.8,27.0,175.26,172.72,Orthodox,3.08,0.42,5.35,0.59,0.92,0.5,0.5,0.0,28.0
2023-03-18,Jafel Filho,Muhammad Mokaev,fighter2,Flyweight,170.18,172.72,Orthodox,2.0,0.37,2.31,0.45,1.53,0.27,0.55,2.0,30.0,170.18,177.8,Orthodox,1.14,0.54,0.87,0.61,7.34,0.53,0.0,1.3,23.0
2023-03-18,Lerone Murphy,Gabriel Santos,fighter1,Featherweight,175.26,185.42000000000002,Orthodox,3.65,0.5,2.4,0.56,1.29,0.46,0.46,0.9,32.0,175.26,177.8,Orthodox,4.46,0.55,6.03,0.44,4.34,0.46,0.66,1.2,27.0
2023-03-18,Christian Leroy Duncan,Dusko Todorovic,fighter1,Middleweight,187.96,200.66,Switch,4.03,0.5,5.51,0.42,0.0,0.0,0.5,0.0,28.0,185.42000000000002,187.96,Orthodox,5.54,0.57,4.55,0.46,0.96,0.12,0.45,0.0,29.0
2023-03-18,Malcolm Gordon,Jake Hadley,fighter2,Flyweight,170.18,180.34,Switch,1.93,0.42,2.26,0.42,1.61,0.3,0.09,0.8,33.0,170.18,177.8,Southpaw,3.42,0.44,3.2,0.6,0.32,0.25,0.35,2.2,27.0
2023-03-18,Luana Carolina,Joanne Wood,fighter2,Women's Flyweight,167.64000000000001,175.26,Orthodox,4.65,0.5,4.0,0.47,0.15,0.25,0.76,0.7,30.0,167.64000000000001,165.1,Orthodox,6.93,0.51,4.72,0.51,1.57,0.54,0.59,0.3,38.0
2023-03-18,Juliana Miller,Veronica Hardy,fighter2,Women's Flyweight,170.18,167.64000000000001,Orthodox,3.31,0.45,4.75,0.32,1.84,0.44,0.0,1.8,27.0,162.56,162.56,Southpaw,3.35,0.46,4.38,0.45,1.34,0.4,0.55,0.5,28.0
2023-03-11,Merab Dvalishvili,Petr Yan,fighter1,Bantamweight,167.64000000000001,172.72,Orthodox,4.46,0.41,2.41,0.56,6.55,0.36,0.78,0.3,32.0,170.18,170.18,Switch,5.03,0.53,4.26,0.59,1.71,0.52,0.85,0.1,30.0
2023-03-11,Alexandr Romanov,Alexander Volkov,fighter2,Heavyweight,187.96,190.5,Southpaw,4.06,0.52,2.2,0.5,4.32,0.54,0.2,0.9,33.0,200.66,203.2,Orthodox,5.1,0.57,3.0,0.54,0.49,0.63,0.73,0.2,35.0
2023-03-11,Ryan Spann,Nikita Krylov,fighter2,Catch Weight,195.58,200.66,Orthodox,3.42,0.4,3.91,0.45,1.29,0.35,0.47,1.5,32.0,190.5,195.58,Orthodox,4.38,0.55,2.47,0.44,2.29,0.38,0.53,1.4,31.0
2023-03-11,Said Nurmagomedov,Jonathan Martinez,fighter2,Bantamweight,172.72,177.8,Orthodox,3.54,0.47,2.15,0.56,1.03,0.16,0.65,1.2,31.0,172.72,177.8,Southpaw,4.63,0.49,3.81,0.57,0.46,0.41,0.69,0.1,29.0
2023-03-11,Mario Bautista,Guido Cannetti,fighter1,Bantamweight,175.26,175.26,Switch,5.32,0.51,4.2,0.53,2.72,0.5,0.56,1.3,30.0,167.64000000000001,172.72,Southpaw,3.44,0.55,2.84,0.51,2.27,0.55,0.64,0.4,44.0
2023-03-11,Anton Turkalj,Vitor Petrino,fighter2,Light Heavyweight,193.04,198.12,Orthodox,1.72,0.53,2.48,0.49,6.55,0.51,0.16,0.0,27.0,187.96,195.58,Orthodox,3.35,0.5,2.84,0.43,4.42,0.73,0.68,1.2,26.0
2023-03-11,Karl Williams,Lukasz Brzeski,fighter1,Heavyweight,190.5,200.66,Orthodox,2.93,0.49,1.8,0.62,4.0,0.46,1.0,0.0,33.0,193.04,198.12,Orthodox,5.08,0.48,3.46,0.57,0.64,0.5,0.42,0.6,31.0
2023-03-11,Raphael Assuncao,Davey Grant,fighter2,Bantamweight,165.1,167.64000000000001,Orthodox,3.22,0.42,2.5,0.66,1.65,0.39,0.78,0.2,41.0,172.72,175.26,Orthodox,4.77,0.42,3.82,0.55,1.26,0.41,0.61,0.2,38.0
2023-03-11,Sedriques Dumas,Josh Fremd,fighter2,Middleweight,187.96,200.66,Orthodox,1.64,0.56,1.56,0.5,0.63,0.5,0.33,0.6,28.0,193.04,193.04,Orthodox,2.93,0.43,2.63,0.47,0.84,0.25,0.31,1.4,29.0
2023-03-11,Victor Henry,Tony Gravely,fighter1,Bantamweight,170.18,172.72,Switch,8.67,0.54,5.98,0.48,0.0,0.0,0.79,0.7,36.0,165.1,175.26,Orthodox,3.82,0.48,4.47,0.44,5.4,0.41,0.52,0.3,32.0
2023-03-11,Ariane Lipski,JJ Aldrich,fighter1,Women's Flyweight,167.64000000000001,170.18,Orthodox,3.94,0.39,4.2,0.51,0.54,0.5,0.78,0.3,29.0,165.1,170.18,Southpaw,4.02,0.46,4.54,0.6,0.77,0.25,0.65,0.0,31.0
2023-03-11,Jared Gooden,Carlston Harris,fighter2,Welterweight,182.88,195.58,Orthodox,4.73,0.47,6.76,0.48,0.49,1.0,0.68,0.0,30.0,182.88,193.04,Orthodox,2.93,0.49,2.44,0.53,2.05,0.29,0.55,0.8,36.0
2023-03-04,Ciryl Gane,Jon Jones,fighter2,Heavyweight,193.04,205.74,Orthodox,5.49,0.6,2.19,0.63,0.58,0.21,0.5,0.5,33.0,193.04,213.36,Orthodox,4.29,0.57,2.22,0.64,1.93,0.45,0.95,0.5,36.0
2023-03-04,Valentina Shevchenko,Alexa Grasso,fighter2,Women's Flyweight,165.1,167.64000000000001,Southpaw,3.28,0.52,2.11,0.62,2.56,0.63,0.71,0.4,35.0,165.1,167.64000000000001,Orthodox,4.67,0.43,3.95,0.58,0.41,0.45,0.59,0.6,30.0
2023-03-04,Geoff Neal,Shavkat Rakhmonov,fighter2,Welterweight,180.34,190.5,Southpaw,5.22,0.5,5.6,0.58,0.51,0.44,0.87,0.1,33.0,185.42000000000002,195.58,Orthodox,4.45,0.59,2.61,0.53,1.49,0.33,1.0,1.5,29.0
2023-03-04,Mateusz Gamrot,Jalin Turner,fighter1,Lightweight,177.8,177.8,Southpaw,3.03,0.51,3.23,0.6,4.54,0.31,0.9,0.2,33.0,190.5,195.58,Southpaw,5.82,0.48,4.61,0.41,0.91,0.55,0.75,1.3,28.0
2023-03-04,Bo Nickal,Jamie Pickett,fighter1,Middleweight,185.42000000000002,193.04,Southpaw,2.76,0.62,0.55,0.75,11.04,0.5,0.0,13.8,27.0,187.96,203.2,Orthodox,2.84,0.48,3.92,0.49,1.44,0.4,0.69,0.1,35.0
2023-03-04,Cody Garbrandt,Trevin Jones,fighter1,Bantamweight,172.72,165.1,Orthodox,3.0,0.4,3.89,0.61,1.13,0.34,0.78,0.0,32.0,170.18,177.8,Southpaw,2.13,0.37,4.29,0.39,0.62,0.15,0.6,0.2,33.0
2023-03-04,Dricus Du Plessis,Derek Brunson,fighter1,Middleweight,185.42000000000002,193.04,Switch,6.95,0.55,3.79,0.53,2.72,0.5,0.4,1.1,29.0,185.42000000000002,195.58,Southpaw,3.51,0.47,3.05,0.51,3.14,0.33,0.85,0.6,39.0
2023-03-04,Viviane Araujo,Amanda Ribas,fighter2,Women's Flyweight,162.56,172.72,Orthodox,4.63,0.47,5.45,0.55,1.81,0.48,0.82,0.6,37.0,160.02,167.64000000000001,Orthodox,4.73,0.42,3.24,0.64,2.27,0.53,0.88,0.9,30.0
2023-03-04,Marc-Andre Barriault,Julian Marquez,fighter1,Middleweight,185.42000000000002,187.96,Orthodox,5.95,0.47,5.22,0.53,0.24,0.25,0.67,0.1,33.0,187.96,182.88,Orthodox,4.86,0.44,4.99,0.51,0.0,0.0,0.53,2.6,33.0
2023-03-04,Ian Garry,Song Kenan,fighter1,Welterweight,190.5,187.96,Orthodox,6.67,0.56,3.58,0.53,0.67,0.75,0.69,0.0,26.0,182.88,180.34,Orthodox,4.4,0.47,5.86,0.52,0.41,0.66,0.62,0.0,33.0
2023-03-04,Mana Martinez,Cameron Saaiman,fighter2,Bantamweight,177.8,177.8,Orthodox,4.33,0.48,4.94,0.5,0.72,0.42,0.25,0.5,27.0,172.72,170.18,Southpaw,5.41,0.48,2.48,0.59,1.33,0.66,0.41,0.7,23.0
2023-03-04,Jessica Penne,Tabatha Ricci,fighter2,Women's Strawweight,165.1,170.18,Orthodox,2.52,0.31,4.75,0.46,1.32,0.21,0.36,0.6,40.0,154.94,154.94,Orthodox,4.12,0.37,4.45,0.61,4.23,0.48,0.66,0.2,28.0
2023-03-04,Da'Mon Blackshear,Farid Basharat,fighter2,Bantamweight,177.8,182.88,Switch,4.28,0.47,4.09,0.48,2.34,0.37,0.66,0.8,29.0,172.72,180.34,Orthodox,5.2,0.63,2.34,0.58,3.5,0.53,0.83,0.4,26.0
2023-03-04,Esteban Ribovics,Loik Radzhabov,fighter2,Lightweight,177.8,175.26,Orthodox,6.16,0.52,3.4,0.52,0.95,0.66,0.6,0.5,27.0,180.34,175.26,Orthodox,2.61,0.42,5.31,0.46,7.3,0.52,0.5,0.0,33.0
2023-02-25,Brendan Allen,Andre Muniz,fighter1,Middleweight,187.96,190.5,Orthodox,3.96,0.53,3.89,0.46,1.22,0.42,0.55,1.6,28.0,185.42000000000002,198.12,Southpaw,2.17,0.5,2.03,0.53,2.97,0.4,0.35,1.5,33.0
2023-02-25,Don'Tale Mayes,Augusto Sakai,fighter2,Heavyweight,198.12,205.74,Orthodox,3.39,0.43,3.73,0.44,0.89,0.46,0.56,0.0,31.0,190.5,195.58,Orthodox,4.6,0.49,3.83,0.48,0.23,0.4,0.56,0.0,32.0
2023-02-25,Montana De La Rosa,Tatiana Suarez,fighter2,Women's Flyweight,170.18,172.72,Orthodox,2.47,0.37,3.06,0.42,1.94,0.31,0.64,0.9,28.0,165.1,167.64000000000001,Southpaw,4.27,0.63,1.38,0.51,6.2,0.61,1.0,0.9,33.0
2023-02-25,Mike Malott,Yohan Lainesse,fighter1,Welterweight,185.42000000000002,185.42000000000002,Orthodox,4.21,0.42,3.07,0.56,2.53,0.55,0.0,1.5,32.0,185.42000000000002,193.04,Orthodox,2.34,0.42,3.44,0.59,1.0,0.28,0.8,0.5,31.0
2023-02-25,Erick Gonzalez,Trevor Peek,fighter2,Lightweight,180.34,190.5,Orthodox,2.4,0.36,8.08,0.4,6.0,0.55,0.5,0.0,31.0,175.26,177.8,Switch,5.65,0.53,5.18,0.4,0.54,0.33,0.53,0.0,28.0
2023-02-25,Gabriella Fernandes,Jasmine Jasudavicius,fighter2,Women's Flyweight,167.64000000000001,167.64000000000001,Southpaw,1.63,0.47,2.7,0.47,0.0,0.0,0.61,0.0,30.0,170.18,172.72,Orthodox,3.54,0.4,4.41,0.51,2.17,0.37,0.8,0.0,34.0
2023-02-25,Jordan Leavitt,Victor Martinez,fighter1,Lightweight,175.26,180.34,Southpaw,2.64,0.6,1.93,0.56,2.31,0.26,0.3,1.2,28.0,172.72,177.8,Orthodox,8.65,0.5,7.45,0.54,0.86,0.5,0.8,0.0,32.0
2023-02-25,Charles Johnson,Ode Osbourne,fighter2,Catch Weight,175.26,177.8,Switch,4.23,0.52,3.75,0.54,0.23,0.14,0.54,0.2,32.0,170.18,185.42000000000002,Southpaw,3.74,0.39,4.41,0.45,1.37,0.27,0.68,0.3,31.0
2023-02-25,Joe Solecki,Carl Deaton,fighter1,Lightweight,175.26,177.8,Orthodox,2.24,0.55,1.53,0.52,2.51,0.5,0.5,1.6,30.0,170.18,175.26,Orthodox,1.53,0.31,1.85,0.61,0.0,0.0,0.5,0.0,34.0
2023-02-25,Rafael Alves,Nurullo Aliev,fighter2,Lightweight,172.72,172.72,Orthodox,1.85,0.48,3.3,0.58,0.29,0.25,0.44,1.5,33.0,177.8,182.88,Orthodox,2.5,0.51,0.46,0.59,3.06,0.44,0.0,0.0,23.0
2023-02-18,Jessica Andrade,Erin Blanchfield,fighter2,Women's Flyweight,154.94,157.48,Orthodox,6.68,0.5,5.34,0.54,2.54,0.54,0.7,0.4,32.0,162.56,167.64000000000001,Orthodox,5.58,0.52,3.32,0.62,2.86,0.36,0.83,1.2,24.0
2023-02-18,Zac Pauga,Jordan Wright,fighter1,Light Heavyweight,187.96,193.04,Orthodox,4.44,0.62,2.72,0.57,0.42,0.09,1.0,0.0,35.0,187.96,195.58,Orthodox,4.1,0.56,6.03,0.31,2.09,0.45,1.0,0.4,32.0
2023-02-18,Jamal Pogues,Josh Parisian,fighter1,Heavyweight,190.5,195.58,Orthodox,3.12,0.42,4.25,0.52,3.0,0.48,0.66,0.0,28.0,193.04,200.66,Orthodox,4.54,0.48,4.81,0.41,0.99,0.33,0.46,0.2,34.0
2023-02-18,Marcin Prachnio,William Knight,fighter1,Light Heavyweight,190.5,187.96,Orthodox,5.39,0.55,3.25,0.53,0.0,0.0,0.54,0.0,35.0,177.8,185.42000000000002,Orthodox,2.62,0.56,3.3,0.35,1.78,0.4,0.48,0.4,35.0
2023-02-18,Jim Miller,Alexander Hernandez,fighter2,Lightweight,172.72,180.34,Southpaw,2.86,0.41,3.08,0.58,1.56,0.43,0.48,1.8,40.0,175.26,182.88,Orthodox,4.57,0.4,4.53,0.56,1.38,0.32,0.63,0.1,31.0
2023-02-18,Evan Elder,Nazim Sadykhov,fighter2,Lightweight,177.8,182.88,Switch,4.75,0.48,5.0,0.57,0.74,0.22,0.28,0.4,26.0,177.8,175.26,Southpaw,4.35,0.52,3.72,0.56,0.52,1.0,0.75,0.5,29.0
2023-02-18,Lina Lansberg,Mayra Bueno Silva,fighter2,Women's Bantamweight,170.18,165.1,Orthodox,2.69,0.55,3.87,0.44,0.52,0.27,0.47,0.1,41.0,167.64000000000001,167.64000000000001,Orthodox,4.16,0.54,4.71,0.57,0.35,0.5,0.68,1.6,32.0
2023-02-18,Jamall Emmers,Khusein Askhabov,fighter1,Featherweight,177.8,187.96,Orthodox,4.95,0.47,3.79,0.57,1.98,0.4,0.9,0.2,34.0,172.72,175.26,Orthodox,2.0,0.26,4.13,0.56,0.0,0.0,0.66,0.0,28.0
2023-02-18,Ovince Saint Preux,Philipe Lins,fighter2,Light Heavyweight,190.5,203.2,Southpaw,2.71,0.47,3.14,0.46,1.15,0.38,0.66,0.5,40.0,187.96,198.12,Orthodox,3.59,0.46,3.73,0.44,1.55,0.35,1.0,0.0,38.0
2023-02-18,Themba Gorimbo,AJ Fletcher,fighter2,Welterweight,185.42000000000002,195.58,Orthodox,1.8,0.59,1.71,0.42,3.47,0.5,0.66,0.0,32.0,177.8,170.18,Switch,3.54,0.49,4.59,0.47,1.92,0.41,0.28,1.1,26.0
2023-02-18,Juancamilo Ronderos,Clayton Carpenter,fighter2,Flyweight,160.02,162.56,Southpaw,2.18,0.3,2.18,0.63,2.72,0.33,0.0,0.0,28.0,167.64000000000001,167.64000000000001,Orthodox,4.5,0.51,2.85,0.6,2.47,0.5,0.0,2.5,27.0
2023-02-11,Islam Makhachev,Alexander Volkanovski,fighter1,Lightweight,177.8,177.8,Southpaw,2.35,0.59,1.27,0.61,3.24,0.62,0.9,1.1,32.0,167.64000000000001,180.34,Orthodox,6.25,0.56,3.36,0.58,1.86,0.37,0.69,0.2,35.0
2023-02-11,Josh Emmett,Yair Rodriguez,fighter2,Featherweight,167.64000000000001,177.8,Orthodox,4.07,0.36,4.66,0.61,0.92,0.37,0.46,0.1,38.0,180.34,180.34,Orthodox,4.63,0.46,4.07,0.51,0.73,0.28,0.59,0.7,31.0
2023-02-11,Randy Brown,Jack Della Maddalena,fighter2,Welterweight,190.5,198.12,Orthodox,4.38,0.47,3.33,0.54,0.8,0.39,0.74,0.5,33.0,180.34,185.42000000000002,Switch,7.2,0.53,4.83,0.67,0.27,0.2,0.82,0.3,27.0
2023-02-11,Justin Tafa,Parker Porter,fighter1,Heavyweight,182.88,187.96,Southpaw,5.13,0.55,5.93,0.49,0.0,0.0,1.0,0.0,30.0,182.88,190.5,Orthodox,6.55,0.5,6.32,0.51,1.35,0.26,0.66,0.5,38.0
2023-02-11,Modestas Bukauskas,Tyson Pedro,fighter1,Light Heavyweight,190.5,198.12,Switch,3.46,0.4,4.13,0.48,0.0,0.0,0.75,0.0,29.0,190.5,200.66,Orthodox,3.11,0.61,2.53,0.54,0.94,0.36,0.52,0.9,32.0
2023-02-11,Melsik Baghdasaryan,Josh Culibao,fighter2,Featherweight,175.26,177.8,Southpaw,5.28,0.61,3.06,0.58,0.0,0.0,0.72,0.0,31.0,177.8,185.42000000000002,Orthodox,2.68,0.42,3.29,0.56,0.0,0.0,0.72,0.4,29.0
2023-02-11,Shannon Ross,Kleydson Rodrigues,fighter2,Flyweight,167.64000000000001,167.64000000000001,Switch,6.58,0.38,8.93,0.52,0.0,0.0,1.0,0.0,34.0,165.1,170.18,Orthodox,5.48,0.62,2.75,0.48,0.85,0.25,0.63,0.8,28.0
2023-02-11,Francisco Prado,Jamie Mullarkey,fighter2,Lightweight,177.8,175.26,Orthodox,3.46,0.5,3.83,0.46,0.0,0.0,0.25,0.8,21.0,182.88,187.96,Orthodox,4.46,0.47,4.41,0.54,2.46,0.34,0.76,0.1,29.0
2023-02-11,Don Shainis,Jack Jenkins,fighter2,Featherweight,167.64000000000001,170.18,Orthodox,3.42,0.5,5.87,0.31,0.97,0.25,0.2,1.9,33.0,170.18,172.72,Switch,4.43,0.61,3.07,0.59,2.56,0.69,0.75,0.0,30.0
2023-02-11,Loma Lookboonmee,Elise Reed,fighter1,Women's Strawweight,154.94,154.94,Orthodox,4.14,0.58,2.58,0.52,2.04,0.5,0.74,0.2,27.0,160.02,160.02,Orthodox,2.66,0.49,3.06,0.52,0.58,0.6,0.42,0.0,31.0
2023-02-11,Blake Bilder,Shane Young,fighter1,Featherweight,172.72,172.72,Switch,4.96,0.5,4.54,0.56,0.45,0.1,1.0,0.9,33.0,172.72,182.88,Orthodox,5.19,0.4,5.46,0.52,0.63,0.18,0.64,0.0,30.0
2023-02-11,Elves Brener,Zubaira Tukhugov,fighter1,Lightweight,177.8,182.88,Orthodox,4.74,0.46,5.48,0.53,1.06,0.2,0.85,0.0,26.0,172.72,172.72,Orthodox,3.17,0.39,3.07,0.63,2.13,0.39,1.0,0.0,32.0
2023-02-04,Serghei Spivac,Derrick Lewis,fighter1,Heavyweight,190.5,198.12,Orthodox,3.54,0.49,3.79,0.49,4.56,0.64,0.7,0.5,28.0,190.5,200.66,Orthodox,2.6,0.5,2.59,0.41,0.59,0.28,0.52,0.0,38.0
2023-02-04,Devin Clark,Da Woon Jung,fighter1,Light Heavyweight,182.88,190.5,Orthodox,2.99,0.55,2.95,0.43,2.35,0.33,0.6,0.1,33.0,193.04,198.12,Orthodox,3.49,0.43,3.89,0.51,1.9,0.5,0.77,0.2,30.0
2023-02-04,Blagoy Ivanov,Marcin Tybura,fighter2,Heavyweight,180.34,185.42000000000002,Southpaw,3.25,0.4,4.2,0.53,0.69,0.4,0.61,0.1,37.0,190.5,198.12,Orthodox,3.55,0.48,3.35,0.55,1.39,0.33,0.79,0.1,38.0
2023-02-04,Yusaku Kinoshita,Adam Fugitt,fighter2,Welterweight,182.88,180.34,Southpaw,4.65,0.5,5.12,0.51,0.0,0.0,0.5,0.0,23.0,185.42000000000002,195.58,Southpaw,4.3,0.54,5.13,0.48,3.43,0.33,0.5,0.0,34.0
2023-02-04,Jeka Saragih,Anshul Jubli,fighter2,Lightweight,172.72,175.26,Orthodox,2.77,0.51,2.56,0.42,1.89,1.0,0.6,0.6,28.0,182.88,175.26,Switch,5.69,0.42,4.8,0.53,1.26,0.33,0.6,0.6,28.0
2023-02-04,Toshiomi Kazama,Rinya Nakamura,fighter2,Bantamweight,170.18,175.26,Orthodox,2.22,0.54,3.94,0.45,1.51,0.13,0.66,0.0,26.0,170.18,172.72,Southpaw,4.23,0.54,1.78,0.7,4.23,0.85,1.0,2.8,28.0
2023-02-04,SeungGuk Choi,HyunSung Park,fighter2,Flyweight,167.64000000000001,162.56,Orthodox,2.69,0.42,2.69,0.65,1.02,0.27,0.74,0.0,27.0,170.18,167.64000000000001,Orthodox,3.51,0.48,2.62,0.59,2.23,0.3,1.0,3.7,28.0
2023-02-04,Denis Tiuliulin,JunYong Park,fighter2,Middleweight,185.42000000000002,195.58,Orthodox,5.04,0.41,5.83,0.4,0.0,0.0,0.69,0.0,35.0,177.8,185.42000000000002,Orthodox,4.94,0.51,3.66,0.53,2.1,0.5,0.69,1.2,32.0
2023-02-04,Jesus Aguilar,Tatsuro Taira,fighter2,Flyweight,162.56,157.48,Orthodox,1.69,0.49,1.03,0.63,2.72,0.37,0.0,1.8,27.0,170.18,177.8,Orthodox,3.23,0.69,1.26,0.47,2.41,0.41,0.6,2.8,23.0
2023-01-21,Jamahal Hill,Glover Teixeira,fighter1,Light Heavyweight,193.04,200.66,Southpaw,7.31,0.54,3.35,0.47,0.0,0.0,0.73,0.0,32.0,187.96,193.04,Orthodox,3.73,0.49,4.43,0.51,2.11,0.33,0.6,0.9,44.0
2023-01-21,Brandon Moreno,Deiveson Figueiredo,fighter1,Flyweight,170.18,177.8,Orthodox,3.8,0.43,3.4,0.56,1.73,0.45,0.64,0.5,30.0,165.1,172.72,Orthodox,3.09,0.55,3.5,0.51,1.44,0.42,0.57,1.8,36.0
