,event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp
6647,UFC 67: All or Nothing,February 03 2007,"Las Vegas, Nevada, USA",Lightweight,Roger Huerta,John Halverson,fighter1,0                                  0,13                                  1,1                                  0,0                                  0,KO/TKO              Punches,1,0:19,2023-09-21 02:02:55.178363
6648,UFC 67: All or Nothing,February 03 2007,"Las Vegas, Nevada, USA",Light Heavyweight,Quinton Jackson,Marvin Eastman,fighter1,1                                  0,45                                  15,0                                  0,0                                  0,KO/TKO              Punches,2,3:49,2023-09-21 02:02:55.178363
6649,UFC 67: All or Nothing,February 03 2007,"Las Vegas, Nevada, USA",Middleweight,Patrick Cote,Scott Smith,fighter1,0                                  0,50                                  34,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6650,UFC 67: All or Nothing,February 03 2007,"Las Vegas, Nevada, USA",Middleweight,Terry Martin,Jorge Rivera,fighter1,1                                  0,4                                  1,0                                  0,0                                  0,KO/TKO              Punch,1,0:14,2023-09-21 02:02:55.178363
6651,UFC 67: All or Nothing,February 03 2007,"Las Vegas, Nevada, USA",Lightweight,Frankie Edgar,Tyson Griffin,fighter1,0                                  0,55                                  38,8                                  3,0                                  4,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6652,UFC 67: All or Nothing,February 03 2007,"Las Vegas, Nevada, USA",Light Heavyweight,Lyoto Machida,Sam Hoger,fighter1,1                                  0,62                                  11,4                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6653,UFC 67: All or Nothing,February 03 2007,"Las Vegas, Nevada, USA",Lightweight,Dustin Hazelett,Diego Saraiva,fighter1,0                                  0,44                                  14,1                                  4,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6654,UFC Fight Night: Evans vs Salmon,January 25 2007,"Hollywood, Florida, USA",Light Heavyweight,Rashad Evans,Sean Salmon,fighter1,1                                  0,13                                  10,0                                  2,0                                  0,KO/TKO              Kick,2,1:06,2023-09-21 02:02:55.178363
6655,UFC Fight Night: Evans vs Salmon,January 25 2007,"Hollywood, Florida, USA",Heavyweight,Jake O'Brien,Heath Herring,fighter1,0                                  1,13                                  11,6                                  1,1                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6656,UFC Fight Night: Evans vs Salmon,January 25 2007,"Hollywood, Florida, USA",Lightweight,Hermes Franca,Spencer Fisher,fighter1,0                                  0,25                                  24,2                                  0,2                                  0,KO/TKO              Punch,2,4:03,2023-09-21 02:02:55.178363
6657,UFC Fight Night: Evans vs Salmon,January 25 2007,"Hollywood, Florida, USA",Middleweight,Nate Marquardt,Dean Lister,fighter1,4                                  0,53                                  18,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6658,UFC Fight Night: Evans vs Salmon,January 25 2007,"Hollywood, Florida, USA",Welterweight,Joshua Burkman,Chad Reiner,fighter1,0                                  0,27                                  6,9                                  1,0                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6659,UFC Fight Night: Evans vs Salmon,January 25 2007,"Hollywood, Florida, USA",Middleweight,Ed Herman,Chris Price,fighter1,0                                  0,5                                  5,1                                  0,1                                  1,SUB              Armbar,1,2:58,2023-09-21 02:02:55.178363
6660,UFC Fight Night: Evans vs Salmon,January 25 2007,"Hollywood, Florida, USA",Lightweight,Din Thomas,Clay Guida,fighter1,0                                  0,33                                  33,0                                  5,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6661,UFC Fight Night: Evans vs Salmon,January 25 2007,"Hollywood, Florida, USA",Welterweight,Rich Clementi,Ross Pointon,fighter1,0                                  0,23                                  23,1                                  0,1                                  0,SUB              Rear Naked Choke,2,4:53,2023-09-21 02:02:55.178363
6662,UFC 66: Liddell vs Ortiz 2,December 30 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Chuck Liddell,Tito Ortiz,fighter1,1                                  0,49                                  21,0                                  1,0                                  0,KO/TKO              Punches,3,3:59,2023-09-21 02:02:55.178363
6663,UFC 66: Liddell vs Ortiz 2,December 30 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Keith Jardine,Forrest Griffin,fighter1,0                                  0,36                                  17,0                                  0,0                                  0,KO/TKO              Punches,1,4:41,2023-09-21 02:02:55.178363
6664,UFC 66: Liddell vs Ortiz 2,December 30 2006,"Las Vegas, Nevada, USA",Middleweight,Jason MacDonald,Chris Leben,fighter1,0                                  0,9                                  15,1                                  2,1                                  0,SUB              Guillotine Choke,2,4:03,2023-09-21 02:02:55.178363
6665,UFC 66: Liddell vs Ortiz 2,December 30 2006,"Las Vegas, Nevada, USA",Heavyweight,Andrei Arlovski,Marcio Cruz,fighter1,0                                  0,7                                  0,0                                  0,1                                  2,KO/TKO              Punches,1,3:15,2023-09-21 02:02:55.178363
6666,UFC 66: Liddell vs Ortiz 2,December 30 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Michael Bisping,Eric Schafer,fighter1,0                                  0,19                                  3,0                                  3,0                                  2,KO/TKO              Punches,1,4:24,2023-09-21 02:02:55.178363
6667,UFC 66: Liddell vs Ortiz 2,December 30 2006,"Las Vegas, Nevada, USA",Welterweight,Thiago Alves,Tony DeSouza,fighter1,2                                  0,26                                  1,0                                  0,1                                  0,KO/TKO              Knee,2,1:10,2023-09-21 02:02:55.178363
6668,UFC 66: Liddell vs Ortiz 2,December 30 2006,"Las Vegas, Nevada, USA",Heavyweight,Gabriel Gonzaga,Carmelo Marrero,fighter1,0                                  0,4                                  1,1                                  0,3                                  0,SUB              Armbar,1,3:22,2023-09-21 02:02:55.178363
6669,UFC 66: Liddell vs Ortiz 2,December 30 2006,"Las Vegas, Nevada, USA",Middleweight,Yushin Okami,Rory Singer,fighter1,0                                  0,35                                  28,3                                  0,0                                  0,KO/TKO              Punches,3,4:03,2023-09-21 02:02:55.178363
6670,UFC 66: Liddell vs Ortiz 2,December 30 2006,"Las Vegas, Nevada, USA",Heavyweight,Christian Wellisch,Anthony Perosh,fighter1,1                                  1,61                                  48,1                                  3,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6671,UFC Fight Night: Sanchez vs Riggs,December 13 2006,"San Diego, California, USA",Welterweight,Diego Sanchez,Joe Riggs,fighter1,2                                  0,6                                  3,0                                  0,0                                  0,KO/TKO              Flying Knee,1,1:45,2023-09-21 02:02:55.178363
6672,UFC Fight Night: Sanchez vs Riggs,December 13 2006,"San Diego, California, USA",Welterweight,Josh Koscheck,Jeff Joslin,fighter1,0                                  0,14                                  18,6                                  0,1                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6673,UFC Fight Night: Sanchez vs Riggs,December 13 2006,"San Diego, California, USA",Welterweight,Karo Parisyan,Drew Fickett,fighter1,0                                  0,56                                  47,3                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6674,UFC Fight Night: Sanchez vs Riggs,December 13 2006,"San Diego, California, USA",Welterweight,Marcus Davis,Shonie Carter,fighter1,1                                  0,54                                  27,1                                  0,2                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6675,UFC Fight Night: Sanchez vs Riggs,December 13 2006,"San Diego, California, USA",Light Heavyweight,David Heath,Victor Valimaki,fighter1,0                                  0,44                                  66,0                                  1,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
6676,UFC Fight Night: Sanchez vs Riggs,December 13 2006,"San Diego, California, USA",Middleweight,Alan Belcher,Jorge Santiago,fighter1,1                                  0,29                                  14,1                                  0,2                                  3,KO/TKO              Kick,3,2:45,2023-09-21 02:02:55.178363
6677,UFC Fight Night: Sanchez vs Riggs,December 13 2006,"San Diego, California, USA",Welterweight,Luigi Fioravanti,Dave Menne,fighter1,1                                  0,23                                  8,1                                  0,0                                  2,KO/TKO              Punches,1,4:44,2023-09-21 02:02:55.178363
6678,UFC Fight Night: Sanchez vs Riggs,December 13 2006,"San Diego, California, USA",Welterweight,Brock Larson,Keita Nakamura,fighter1,0                                  0,22                                  16,5                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6679,UFC Fight Night: Sanchez vs Riggs,December 13 2006,"San Diego, California, USA",Middleweight,Logan Clark,Steve Byrnes,fighter1,0                                  0,40                                  18,0                                  3,2                                  4,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6680,UFC 65: Bad Intentions,November 18 2006,"Sacramento, California, USA",Welterweight,Georges St-Pierre,Matt Hughes,fighter1,2                                  0,45                                  10,1                                  0,0                                  0,KO/TKO              Kick,2,1:25,2023-09-21 02:02:55.178363
6681,UFC 65: Bad Intentions,November 18 2006,"Sacramento, California, USA",Heavyweight,Tim Sylvia,Jeff Monson,fighter1,0                                  0,49                                  12,0                                  1,1                                  2,U-DEC,5,5:00,2023-09-21 02:02:55.178363
6682,UFC 65: Bad Intentions,November 18 2006,"Sacramento, California, USA",Light Heavyweight,Drew McFedries,Alessio Sakara,fighter1,1                                  0,30                                  32,1                                  0,0                                  0,KO/TKO              Punches,1,4:07,2023-09-21 02:02:55.178363
6683,UFC 65: Bad Intentions,November 18 2006,"Sacramento, California, USA",Heavyweight,Brandon Vera,Frank Mir,fighter1,0                                  0,15                                  2,0                                  0,0                                  0,KO/TKO              Punches,1,1:09,2023-09-21 02:02:55.178363
6684,UFC 65: Bad Intentions,November 18 2006,"Sacramento, California, USA",Lightweight,Joe Stevenson,Dokonjonosuke Mishima,fighter1,0                                  0,1                                  1,0                                  1,3                                  0,SUB              Guillotine Choke,1,2:07,2023-09-21 02:02:55.178363
6685,UFC 65: Bad Intentions,November 18 2006,"Sacramento, California, USA",Welterweight,Nick Diaz,Gleison Tibau,fighter1,0                                  0,24                                  0,0                                  0,1                                  1,KO/TKO              Punches,2,2:27,2023-09-21 02:02:55.178363
6686,UFC 65: Bad Intentions,November 18 2006,"Sacramento, California, USA",Heavyweight,Antoni Hardonk,Sherman Pendergarst,fighter1,1                                  0,10                                  4,0                                  1,0                                  0,KO/TKO              Punch,1,3:15,2023-09-21 02:02:55.178363
6687,UFC 65: Bad Intentions,November 18 2006,"Sacramento, California, USA",Light Heavyweight,James Irvin,Hector Ramirez,fighter1,1                                  0,17                                  33,0                                  3,0                                  1,KO/TKO              Punch,2,2:36,2023-09-21 02:02:55.178363
6688,UFC 65: Bad Intentions,November 18 2006,"Sacramento, California, USA",Heavyweight,Jake O'Brien,Josh Shockman,fighter1,0                                  0,13                                  13,10                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6689,The Ultimate Fighter: The Comeback Finale,November 11 2006,"Las Vegas, Nevada, USA",Welterweight,Matt Serra,Chris Lytle,fighter1,0                                  0,20                                  42,1                                  1,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
6690,The Ultimate Fighter: The Comeback Finale,November 11 2006,"Las Vegas, Nevada, USA",Middleweight,Travis Lutter,Patrick Cote,fighter1,0                                  0,0                                  0,1                                  0,1                                  0,SUB              Armbar,1,2:18,2023-09-21 02:02:55.178363
6691,The Ultimate Fighter: The Comeback Finale,November 11 2006,"Las Vegas, Nevada, USA",Lightweight,Din Thomas,Rich Clementi,fighter1,1                                  0,33                                  22,1                                  1,1                                  0,SUB              Rear Naked Choke,2,3:11,2023-09-21 02:02:55.178363
6692,The Ultimate Fighter: The Comeback Finale,November 11 2006,"Las Vegas, Nevada, USA",Middleweight,Jorge Rivera,Edwin DeWees,fighter1,1                                  0,24                                  6,0                                  0,0                                  0,KO/TKO              Punches,1,2:37,2023-09-21 02:02:55.178363
6693,The Ultimate Fighter: The Comeback Finale,November 11 2006,"Las Vegas, Nevada, USA",Welterweight,Pete Spratt,Jeremy Jackson,fighter1,0                                  0,12                                  5,0                                  2,0                                  0,SUB              Injury,2,1:11,2023-09-21 02:02:55.178363
6694,The Ultimate Fighter: The Comeback Finale,November 11 2006,"Las Vegas, Nevada, USA",Middleweight,Scott Smith,Pete Sell,fighter1,2                                  0,26                                  32,0                                  0,0                                  0,KO/TKO              Punch,2,3:25,2023-09-21 02:02:55.178363
6695,The Ultimate Fighter: The Comeback Finale,November 11 2006,"Las Vegas, Nevada, USA",Middleweight,Charles McCarthy,Gideon Ray,fighter1,0                                  0,2                                  9,1                                  0,1                                  0,SUB              Armbar,1,4:43,2023-09-21 02:02:55.178363
6696,The Ultimate Fighter: The Comeback Finale,November 11 2006,"Las Vegas, Nevada, USA",Middleweight,Martin Kampmann,Thales Leites,fighter1,1                                  1,101                                  46,0                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6697,UFC 64: Unstoppable,October 14 2006,"Las Vegas, Nevada, USA",Middleweight,Anderson Silva,Rich Franklin,fighter1,1                                  0,31                                  10,0                                  0,0                                  0,KO/TKO              Knees,1,2:59,2023-09-21 02:02:55.178363
6698,UFC 64: Unstoppable,October 14 2006,"Las Vegas, Nevada, USA",Lightweight,Sean Sherk,Kenny Florian,fighter1,0                                  0,60                                  23,8                                  0,1                                  4,U-DEC,5,5:00,2023-09-21 02:02:55.178363
6699,UFC 64: Unstoppable,October 14 2006,"Las Vegas, Nevada, USA",Welterweight,Jon Fitch,Kuniyoshi Hironaka,fighter1,0                                  0,44                                  4,5                                  0,0                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6700,UFC 64: Unstoppable,October 14 2006,"Las Vegas, Nevada, USA",Heavyweight,Carmelo Marrero,Cheick Kongo,fighter1,0                                  0,16                                  18,6                                  0,0                                  2,S-DEC,3,5:00,2023-09-21 02:02:55.178363
6701,UFC 64: Unstoppable,October 14 2006,"Las Vegas, Nevada, USA",Lightweight,Spencer Fisher,Dan Lauzon,fighter1,1                                  0,13                                  8,0                                  2,0                                  0,KO/TKO              Punches,1,4:38,2023-09-21 02:02:55.178363
6702,UFC 64: Unstoppable,October 14 2006,"Las Vegas, Nevada, USA",Middleweight,Yushin Okami,Kalib Starnes,fighter1,0                                  0,39                                  19,3                                  0,1                                  1,KO/TKO              Punches,3,1:40,2023-09-21 02:02:55.178363
6703,UFC 64: Unstoppable,October 14 2006,"Las Vegas, Nevada, USA",Lightweight,Clay Guida,Justin James,fighter1,0                                  0,26                                  13,2                                  0,2                                  1,SUB              Rear Naked Choke,2,4:42,2023-09-21 02:02:55.178363
6704,UFC 64: Unstoppable,October 14 2006,"Las Vegas, Nevada, USA",Lightweight,Kurt Pellegrino,Junior Assuncao,fighter1,0                                  0,5                                  1,1                                  0,1                                  0,SUB              Rear Naked Choke,1,2:04,2023-09-21 02:02:55.178363
6705,Ortiz vs Shamrock 3: The Final Chapter,October 10 2006,"Hollywood, Florida, USA",Light Heavyweight,Tito Ortiz,Ken Shamrock,fighter1,0                                  0,18                                  0,1                                  0,0                                  0,KO/TKO              Punches,1,2:23,2023-09-21 02:02:55.178363
6706,Ortiz vs Shamrock 3: The Final Chapter,October 10 2006,"Hollywood, Florida, USA",Middleweight,Kendall Grove,Chris Price,fighter1,0                                  0,13                                  5,1                                  0,1                                  0,KO/TKO              Elbows,1,3:59,2023-09-21 02:02:55.178363
6707,Ortiz vs Shamrock 3: The Final Chapter,October 10 2006,"Hollywood, Florida, USA",Middleweight,Jason MacDonald,Ed Herman,fighter1,0                                  0,5                                  2,0                                  1,2                                  0,SUB              Triangle Choke,1,2:43,2023-09-21 02:02:55.178363
6708,Ortiz vs Shamrock 3: The Final Chapter,October 10 2006,"Hollywood, Florida, USA",Light Heavyweight,Matt Hamill,Seth Petruzelli,fighter1,0                                  1,14                                  25,7                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6709,Ortiz vs Shamrock 3: The Final Chapter,October 10 2006,"Hollywood, Florida, USA",Middleweight,Nate Marquardt,Crafton Wallace,fighter1,0                                  0,13                                  4,2                                  0,2                                  0,SUB              Rear Naked Choke,2,1:14,2023-09-21 02:02:55.178363
6710,Ortiz vs Shamrock 3: The Final Chapter,October 10 2006,"Hollywood, Florida, USA",Welterweight,Tony DeSouza,Dustin Hazelett,fighter1,0                                  0,5                                  1,1                                  0,1                                  1,SUB              Kimura,1,3:59,2023-09-21 02:02:55.178363
6711,Ortiz vs Shamrock 3: The Final Chapter,October 10 2006,"Hollywood, Florida, USA",Middleweight,Rory Singer,Josh Haynes,fighter1,0                                  1,50                                  23,0                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6712,Ortiz vs Shamrock 3: The Final Chapter,October 10 2006,"Hollywood, Florida, USA",Welterweight,Thiago Alves,John Alessio,fighter1,0                                  0,63                                  13,0                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6713,Ortiz vs Shamrock 3: The Final Chapter,October 10 2006,"Hollywood, Florida, USA",Welterweight,Marcus Davis,Forrest Petz,fighter1,0                                  0,33                                  5,0                                  0,1                                  0,SUB              Guillotine Choke,1,4:58,2023-09-21 02:02:55.178363
6714,UFC 63: Hughes vs Penn,September 23 2006,"Anaheim, California, USA",Welterweight,Matt Hughes,BJ Penn,fighter1,0                                  0,35                                  17,1                                  0,0                                  2,KO/TKO              Punches,3,3:53,2023-09-21 02:02:55.178363
6715,UFC 63: Hughes vs Penn,September 23 2006,"Anaheim, California, USA",Middleweight,Mike Swick,David Loiseau,fighter1,0                                  0,32                                  36,3                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6716,UFC 63: Hughes vs Penn,September 23 2006,"Anaheim, California, USA",Lightweight,Melvin Guillard,Gabe Ruediger,fighter1,2                                  0,20                                  7,3                                  2,0                                  0,KO/TKO              Punch,2,1:01,2023-09-21 02:02:55.178363
6717,UFC 63: Hughes vs Penn,September 23 2006,"Anaheim, California, USA",Light Heavyweight,Rashad Evans,Jason Lambert,fighter1,0                                  0,25                                  6,8                                  0,0                                  3,KO/TKO              Punches,2,2:22,2023-09-21 02:02:55.178363
6718,UFC 63: Hughes vs Penn,September 23 2006,"Anaheim, California, USA",Lightweight,Joe Lauzon,Jens Pulver,fighter1,1                                  0,9                                  0,1                                  0,0                                  0,KO/TKO              Punch,1,0:48,2023-09-21 02:02:55.178363
6719,UFC 63: Hughes vs Penn,September 23 2006,"Anaheim, California, USA",Lightweight,Roger Huerta,Jason Dent,fighter1,0                                  0,71                                  38,6                                  0,0                                  3,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6720,UFC 63: Hughes vs Penn,September 23 2006,"Anaheim, California, USA",Heavyweight,Eddie Sanchez,Mario Neto,fighter1,1                                  0,10                                  10,0                                  1,0                                  0,KO/TKO              Punch,2,0:17,2023-09-21 02:02:55.178363
6721,UFC 63: Hughes vs Penn,September 23 2006,"Anaheim, California, USA",Lightweight,Jorge Gurgel,Danny Abbadi,fighter1,0                                  0,58                                  56,1                                  0,1                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
6722,UFC 63: Hughes vs Penn,September 23 2006,"Anaheim, California, USA",Lightweight,Tyson Griffin,David Lee,fighter1,0                                  0,0                                  1,1                                  0,1                                  0,SUB              Rear Naked Choke,1,1:50,2023-09-21 02:02:55.178363
6723,UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Chuck Liddell,Renato Sobral,fighter1,2                                  0,17                                  1,0                                  0,0                                  0,KO/TKO              Punches,1,1:35,2023-09-21 02:02:55.178363
6724,UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Forrest Griffin,Stephan Bonnar,fighter1,0                                  0,83                                  41,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6725,UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Welterweight,Nick Diaz,Josh Neer,fighter1,0                                  0,75                                  25,3                                  0,1                                  0,SUB              Kimura,3,1:42,2023-09-21 02:02:55.178363
6726,UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Heavyweight,Cheick Kongo,Christian Wellisch,fighter1,1                                  0,17                                  0,0                                  1,0                                  1,KO/TKO              Knee,1,2:51,2023-09-21 02:02:55.178363
6727,UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Lightweight,Hermes Franca,Jamie Varner,fighter1,0                                  0,22                                  18,1                                  9,3                                  0,SUB              Armbar,3,3:31,2023-09-21 02:02:55.178363
6728,UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Eric Schafer,Rob MacDonald,fighter1,0                                  0,7                                  2,0                                  0,2                                  0,SUB              Arm Triangle,1,2:26,2023-09-21 02:02:55.178363
6729,UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Wilson Gouveia,Wes Combs,fighter1,0                                  0,9                                  10,1                                  0,1                                  0,SUB              Rear Naked Choke,1,3:23,2023-09-21 02:02:55.178363
6730,UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Light Heavyweight,David Heath,Cory Walmsley,fighter1,0                                  0,3                                  2,1                                  0,3                                  0,SUB              Rear Naked Choke,1,2:32,2023-09-21 02:02:55.178363
6731,UFC 62: Liddell vs Sobral,August 26 2006,"Las Vegas, Nevada, USA",Middleweight,Yushin Okami,Alan Belcher,fighter1,0                                  0,12                                  8,5                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6732,UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Welterweight,Diego Sanchez,Karo Parisyan,fighter1,0                                  0,66                                  36,3                                  9,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6733,UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Middleweight,Chris Leben,Jorge Santiago,fighter1,1                                  0,9                                  6,1                                  1,0                                  0,KO/TKO              Punches,2,0:35,2023-09-21 02:02:55.178363
6734,UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Middleweight,Dean Lister,Yuki Sasaki,fighter1,0                                  0,24                                  26,5                                  0,2                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6735,UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Welterweight,Josh Koscheck,Jonathan Goulet,fighter1,1                                  0,23                                  1,1                                  0,1                                  0,KO/TKO              Punches,1,4:10,2023-09-21 02:02:55.178363
6736,UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Middleweight,Martin Kampmann,Crafton Wallace,fighter1,0                                  0,19                                  1,1                                  0,1                                  0,SUB              Rear Naked Choke,1,2:59,2023-09-21 02:02:55.178363
6737,UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Welterweight,Joe Riggs,Jason Von Flue,fighter1,0                                  0,1                                  0,1                                  0,1                                  0,SUB              Triangle Choke,1,2:01,2023-09-21 02:02:55.178363
6738,UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Heavyweight,Jake O'Brien,Kristof Midoux,fighter1,0                                  0,25                                  2,3                                  0,0                                  0,KO/TKO              Punches,2,0:52,2023-09-21 02:02:55.178363
6739,UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Welterweight,Forrest Petz,Sammy Morgan,fighter1,5                                  0,45                                  8,6                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6740,UFC Fight Night 6,August 17 2006,"Las Vegas, Nevada, USA",Welterweight,Anthony Torres,Pat Healy,fighter1,0                                  0,11                                  13,0                                  0,1                                  0,SUB              Rear Naked Choke,1,2:37,2023-09-21 02:02:55.178363
6741,UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Heavyweight,Tim Sylvia,Andrei Arlovski,fighter1,0                                  0,97                                  66,0                                  0,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
6742,UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Welterweight,Joshua Burkman,Josh Neer,fighter1,1                                  0,35                                  19,4                                  1,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6743,UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Tito Ortiz,Ken Shamrock,fighter1,0                                  0,11                                  0,1                                  0,0                                  0,KO/TKO              Elbows,1,1:18,2023-09-21 02:02:55.178363
6744,UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Heavyweight,Frank Mir,Dan Christison,fighter1,0                                  0,53                                  48,3                                  0,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6745,UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Lightweight,Joe Stevenson,Yves Edwards,fighter1,0                                  1,28                                  18,3                                  0,1                                  2,KO/TKO,2,5:00,2023-09-21 02:02:55.178363
6746,UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Catch Weight,Hermes Franca,Joe Jordan,fighter1,0                                  0,46                                  20,3                                  0,1                                  0,SUB              Triangle Choke,3,0:47,2023-09-21 02:02:55.178363
6747,UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Heavyweight,Jeff Monson,Anthony Perosh,fighter1,1                                  0,18                                  8,0                                  0,0                                  0,KO/TKO              Punches,1,2:42,2023-09-21 02:02:55.178363
6748,UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Heavyweight,Cheick Kongo,Gilbert Aldana,fighter1,0                                  0,24                                  6,1                                  2,0                                  0,KO/TKO,1,4:13,2023-09-21 02:02:55.178363
6749,UFC 61: Bitter Rivals,July 08 2006,"Las Vegas, Nevada, USA",Welterweight,Drew Fickett,Kurt Pellegrino,fighter1,0                                  0,18                                  25,1                                  5,2                                  0,SUB              Rear Naked Choke,3,1:20,2023-09-21 02:02:55.178363
6750,UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Welterweight,Jonathan Goulet,Luke Cummo,fighter1,0                                  2,18                                  13,6                                  0,0                                  3,M-DEC,3,5:00,2023-09-21 02:02:55.178363
6751,UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Middleweight,Anderson Silva,Chris Leben,fighter1,2                                  0,17                                  1,0                                  0,0                                  0,KO/TKO              Punches,1,0:49,2023-09-21 02:02:55.178363
6752,UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Rashad Evans,Stephan Bonnar,fighter1,0                                  0,17                                  12,7                                  0,0                                  2,M-DEC,3,5:00,2023-09-21 02:02:55.178363
6753,UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Lightweight,Mark Hominick,Jorge Gurgel,fighter1,0                                  0,43                                  36,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6754,UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Welterweight,Josh Koscheck,Dave Menne,fighter1,0                                  0,45                                  13,4                                  1,1                                  5,U-DEC,3,5:00,2023-09-21 02:02:55.178363
6755,UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Jason Lambert,Branden Lee Hinkle,fighter1,0                                  0,44                                  4,0                                  3,1                                  0,KO/TKO              Punches,1,5:00,2023-09-21 02:02:55.178363
6756,UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Welterweight,Jon Fitch,Thiago Alves,fighter1,1                                  0,51                                  1,3                                  1,2                                  3,KO/TKO              Kick,2,4:37,2023-09-21 02:02:55.178363
6757,UFC Fight Night 5,June 28 2006,"Las Vegas, Nevada, USA",Light Heavyweight,Rob MacDonald,Kristian Rothaermel,fighter1,0                                  0,10                                  3,4                                  0,3                                  0,SUB              Armbar,1,4:01,2023-09-21 02:02:55.178363
