,event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp
754,UFC Fight Night: Font vs. Vera,April 30 2022,"Las Vegas, Nevada, USA",Women's Flyweight,Shanna Young,Gina Mazany,fighter1,0                                  0,49                                  48,0                                  1,0                                  0,KO/TKO              Punches,2,3:11,2023-09-21 02:02:55.178363
755,UFC Fight Night: Lemos vs. Andrade,April 23 2022,"Las Vegas, Nevada, USA",Women's Strawweight,Jessica Andrade,Amanda Lemos,fighter1,0                                  0,3                                  7,0                                  0,1                                  0,SUB              Arm Triangle,1,3:13,2023-09-21 02:02:55.178363
756,UFC Fight Night: Lemos vs. Andrade,April 23 2022,"Las Vegas, Nevada, USA",Lightweight,Claudio Puelles,Clay Guida,fighter1,0                                  0,1                                  3,0                                  0,2                                  0,SUB              Kneebar,1,3:01,2023-09-21 02:02:55.178363
757,UFC Fight Night: Lemos vs. Andrade,April 23 2022,"Las Vegas, Nevada, USA",Women's Flyweight,Maycee Barber,Montana De La Rosa,fighter1,0                                  0,50                                  14,1                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
758,UFC Fight Night: Lemos vs. Andrade,April 23 2022,"Las Vegas, Nevada, USA",Featherweight,Charles Jourdain,Lando Vannata,fighter1,0                                  0,4                                  8,0                                  1,1                                  0,SUB              Guillotine Choke,1,2:32,2023-09-21 02:02:55.178363
759,UFC Fight Night: Lemos vs. Andrade,April 23 2022,"Las Vegas, Nevada, USA",Catch Weight,Marc-Andre Barriault,Jordan Wright,fighter1,0                                  0,13                                  12,0                                  2,1                                  0,SUB              Guillotine Choke,1,2:36,2023-09-21 02:02:55.178363
760,UFC Fight Night: Lemos vs. Andrade,April 23 2022,"Las Vegas, Nevada, USA",Welterweight,Sergey Khandozhko,Dwight Grant,fighter1,2                                  1,49                                  42,1                                  1,0                                  0,KO/TKO              Punches,2,4:15,2023-09-21 02:02:55.178363
761,UFC Fight Night: Lemos vs. Andrade,April 23 2022,"Las Vegas, Nevada, USA",Light Heavyweight,Tyson Pedro,Ike Villanueva,fighter1,1                                  0,22                                  4,0                                  0,0                                  0,KO/TKO              Punches,1,4:55,2023-09-21 02:02:55.178363
762,UFC Fight Night: Lemos vs. Andrade,April 23 2022,"Las Vegas, Nevada, USA",Bantamweight,Aoriqileng,Cameron Else,fighter1,1                                  0,37                                  6,1                                  0,0                                  0,KO/TKO              Punches,1,2:48,2023-09-21 02:02:55.178363
763,UFC Fight Night: Lemos vs. Andrade,April 23 2022,"Las Vegas, Nevada, USA",Welterweight,Preston Parsons,Evan Elder,fighter1,0                                  0,75                                  27,4                                  0,5                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
764,UFC Fight Night: Lemos vs. Andrade,April 23 2022,"Las Vegas, Nevada, USA",Light Heavyweight,Philipe Lins,Marcin Prachnio,fighter1,0                                  0,64                                  74,4                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
765,UFC Fight Night: Lemos vs. Andrade,April 23 2022,"Las Vegas, Nevada, USA",Welterweight,Mike Jackson,Dean Barry,fighter1,0                                  1,18                                  36,0                                  0,0                                  0,DQ,1,3:52,2023-09-21 02:02:55.178363
766,UFC Fight Night: Luque vs. Muhammad,April 16 2022,"Las Vegas, Nevada, USA",Welterweight,Belal Muhammad,Vicente Luque,fighter1,0                                  0,60                                  84,5                                  0,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
767,UFC Fight Night: Luque vs. Muhammad,April 16 2022,"Las Vegas, Nevada, USA",Middleweight,Caio Borralho,Gadzhi Omargadzhiev,fighter1,0                                  0,31                                  12,1                                  1,0                                  0,U-DEC,3,3:56,2023-09-21 02:02:55.178363
768,UFC Fight Night: Luque vs. Muhammad,April 16 2022,"Las Vegas, Nevada, USA",Welterweight,Andre Fialho,Miguel Baeza,fighter1,1                                  0,32                                  24,0                                  0,0                                  0,KO/TKO              Punches,1,4:39,2023-09-21 02:02:55.178363
769,UFC Fight Night: Luque vs. Muhammad,April 16 2022,"Las Vegas, Nevada, USA",Women's Bantamweight,Mayra Bueno Silva,Wu Yanan,fighter1,0                                  0,87                                  62,0                                  1,2                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
770,UFC Fight Night: Luque vs. Muhammad,April 16 2022,"Las Vegas, Nevada, USA",Featherweight,Pat Sabatini,TJ Laramie,fighter1,0                                  0,36                                  15,6                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
771,UFC Fight Night: Luque vs. Muhammad,April 16 2022,"Las Vegas, Nevada, USA",Welterweight,Mounir Lazzez,Ange Loosa,fighter1,0                                  0,141                                  88,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
772,UFC Fight Night: Luque vs. Muhammad,April 16 2022,"Las Vegas, Nevada, USA",Heavyweight,Devin Clark,William Knight,fighter1,1                                  0,34                                  21,2                                  1,0                                  2,KO/TKO              Punches,3,3:21,2023-09-21 02:02:55.178363
773,UFC Fight Night: Luque vs. Muhammad,April 16 2022,"Las Vegas, Nevada, USA",Women's Bantamweight,Pannie Kianzad,Lina Lansberg,fighter1,0                                  1,78                                  39,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
774,UFC Fight Night: Luque vs. Muhammad,April 16 2022,"Las Vegas, Nevada, USA",Lightweight,Drakkar Klose,Brandon Jenkins,fighter1,2                                  0,76                                  18,2                                  0,0                                  0,KO/TKO              Punches,2,0:33,2023-09-21 02:02:55.178363
775,UFC Fight Night: Luque vs. Muhammad,April 16 2022,"Las Vegas, Nevada, USA",Lightweight,Rafa Garcia,Jesse Ronson,fighter1,0                                  0,35                                  25,3                                  0,1                                  0,SUB              Rear Naked Choke,2,4:50,2023-09-21 02:02:55.178363
776,UFC Fight Night: Luque vs. Muhammad,April 16 2022,"Las Vegas, Nevada, USA",Heavyweight,Martin Buday,Chris Barnett,fighter1,1                                  0,56                                  23,0                                  0,0                                  0,U-DEC,3,1:38,2023-09-21 02:02:55.178363
777,UFC Fight Night: Luque vs. Muhammad,April 16 2022,"Las Vegas, Nevada, USA",Lightweight,Jordan Leavitt,Trey Ogden,fighter1,0                                  0,69                                  41,0                                  1,0                                  2,S-DEC,3,5:00,2023-09-21 02:02:55.178363
778,UFC Fight Night: Luque vs. Muhammad,April 16 2022,"Las Vegas, Nevada, USA",Women's Strawweight,Sam Hughes,Istela Nunes,fighter1,0                                  0,76                                  89,2                                  0,0                                  0,M-DEC,3,5:00,2023-09-21 02:02:55.178363
779,UFC Fight Night: Luque vs. Muhammad,April 16 2022,"Las Vegas, Nevada, USA",Bantamweight,Alatengheili,Kevin Croom,fighter1,1                                  0,9                                  2,0                                  0,0                                  0,KO/TKO              Punches,1,0:47,2023-09-21 02:02:55.178363
780,UFC 273: Volkanovski vs. The Korean Zombie,April 09 2022,"Jacksonville, Florida, USA",Featherweight,Alexander Volkanovski,Chan Sung Jung,fighter1,1                                  0,138                                  48,4                                  0,0                                  0,KO/TKO              Punches,4,0:45,2023-09-21 02:02:55.178363
781,UFC 273: Volkanovski vs. The Korean Zombie,April 09 2022,"Jacksonville, Florida, USA",Bantamweight,Aljamain Sterling,Petr Yan,fighter1,0                                  0,62                                  63,2                                  0,0                                  0,S-DEC,5,5:00,2023-09-21 02:02:55.178363
782,UFC 273: Volkanovski vs. The Korean Zombie,April 09 2022,"Jacksonville, Florida, USA",Welterweight,Khamzat Chimaev,Gilbert Burns,fighter1,1                                  0,108                                  119,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
783,UFC 273: Volkanovski vs. The Korean Zombie,April 09 2022,"Jacksonville, Florida, USA",Women's Strawweight,Mackenzie Dern,Tecia Torres,fighter1,0                                  0,50                                  76,0                                  0,3                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
784,UFC 273: Volkanovski vs. The Korean Zombie,April 09 2022,"Jacksonville, Florida, USA",Lightweight,Mark Madsen,Vinc Pichel,fighter1,0                                  0,39                                  68,3                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
785,UFC 273: Volkanovski vs. The Korean Zombie,April 09 2022,"Jacksonville, Florida, USA",Welterweight,Ian Garry,Darian Weeks,fighter1,0                                  0,74                                  40,0                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
786,UFC 273: Volkanovski vs. The Korean Zombie,April 09 2022,"Jacksonville, Florida, USA",Middleweight,Anthony Hernandez,Josh Fremd,fighter1,0                                  0,48                                  31,8                                  1,3                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
787,UFC 273: Volkanovski vs. The Korean Zombie,April 09 2022,"Jacksonville, Florida, USA",Women's Bantamweight,Raquel Pennington,Aspen Ladd,fighter1,0                                  0,114                                  65,0                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
788,UFC 273: Volkanovski vs. The Korean Zombie,April 09 2022,"Jacksonville, Florida, USA",Welterweight,Mike Malott,Mickey Gall,fighter1,1                                  0,28                                  13,0                                  1,0                                  0,KO/TKO              Punch,1,3:41,2023-09-21 02:02:55.178363
789,UFC 273: Volkanovski vs. The Korean Zombie,April 09 2022,"Jacksonville, Florida, USA",Heavyweight,Aleksei Oleinik,Jared Vanderaa,fighter1,0                                  0,8                                  15,0                                  0,1                                  0,SUB              Scarf Hold,1,3:39,2023-09-21 02:02:55.178363
790,UFC 273: Volkanovski vs. The Korean Zombie,April 09 2022,"Jacksonville, Florida, USA",Women's Strawweight,Piera Rodriguez,Kay Hansen,fighter1,0                                  0,50                                  31,3                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
791,UFC 273: Volkanovski vs. The Korean Zombie,April 09 2022,"Jacksonville, Florida, USA",Bantamweight,Julio Arce,Daniel Santos,fighter1,0                                  0,127                                  49,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
792,UFC Fight Night: Blaydes vs. Daukaus,March 26 2022,"Columbus, Ohio, USA",Heavyweight,Curtis Blaydes,Chris Daukaus,fighter1,1                                  0,30                                  13,0                                  0,0                                  0,KO/TKO              Punch,2,0:17,2023-09-21 02:02:55.178363
793,UFC Fight Night: Blaydes vs. Daukaus,March 26 2022,"Columbus, Ohio, USA",Women's Flyweight,Alexa Grasso,Joanne Wood,fighter1,0                                  0,16                                  34,2                                  0,1                                  0,SUB              Rear Naked Choke,1,3:57,2023-09-21 02:02:55.178363
794,UFC Fight Night: Blaydes vs. Daukaus,March 26 2022,"Columbus, Ohio, USA",Welterweight,Bryan Barberena,Matt Brown,fighter1,0                                  0,111                                  81,0                                  5,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
795,UFC Fight Night: Blaydes vs. Daukaus,March 26 2022,"Columbus, Ohio, USA",Flyweight,Kai Kara-France,Askar Askarov,fighter1,0                                  0,51                                  27,0                                  2,0                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
796,UFC Fight Night: Blaydes vs. Daukaus,March 26 2022,"Columbus, Ohio, USA",Welterweight,Neil Magny,Max Griffin,fighter1,0                                  1,54                                  67,1                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
797,UFC Fight Night: Blaydes vs. Daukaus,March 26 2022,"Columbus, Ohio, USA",Lightweight,Marc Diakiese,Viacheslav Borshchev,fighter1,0                                  0,17                                  12,11                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
798,UFC Fight Night: Blaydes vs. Daukaus,March 26 2022,"Columbus, Ohio, USA",Women's Bantamweight,Sara McMann,Karol Rosa,fighter1,0                                  0,24                                  26,4                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
799,UFC Fight Night: Blaydes vs. Daukaus,March 26 2022,"Columbus, Ohio, USA",Bantamweight,Chris Gutierrez,Batgerel Danaa,fighter1,1                                  0,41                                  30,0                                  1,0                                  0,KO/TKO              Spinning Back Fist,2,2:34,2023-09-21 02:02:55.178363
800,UFC Fight Night: Blaydes vs. Daukaus,March 26 2022,"Columbus, Ohio, USA",Middleweight,Aliaskhab Khizriev,Denis Tiuliulin,fighter1,0                                  0,42                                  31,2                                  0,1                                  0,SUB              Rear Naked Choke,2,1:58,2023-09-21 02:02:55.178363
801,UFC Fight Night: Blaydes vs. Daukaus,March 26 2022,"Columbus, Ohio, USA",Women's Flyweight,Manon Fiorot,Jennifer Maia,fighter1,0                                  0,83                                  37,2                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
802,UFC Fight Night: Blaydes vs. Daukaus,March 26 2022,"Columbus, Ohio, USA",Flyweight,Matheus Nicolau,David Dvorak,fighter1,1                                  0,36                                  39,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
803,UFC Fight Night: Blaydes vs. Daukaus,March 26 2022,"Columbus, Ohio, USA",Featherweight,Luis Saldana,Bruno Souza,fighter1,0                                  0,84                                  66,2                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
804,UFC Fight Night: Volkov vs. Aspinall,March 19 2022,"London, England, United Kingdom",Heavyweight,Tom Aspinall,Alexander Volkov,fighter1,0                                  0,29                                  13,2                                  0,1                                  0,SUB              Straight Armbar,1,3:45,2023-09-21 02:02:55.178363
805,UFC Fight Night: Volkov vs. Aspinall,March 19 2022,"London, England, United Kingdom",Featherweight,Arnold Allen,Dan Hooker,fighter1,0                                  0,49                                  14,0                                  0,0                                  0,KO/TKO              Punches,1,2:33,2023-09-21 02:02:55.178363
806,UFC Fight Night: Volkov vs. Aspinall,March 19 2022,"London, England, United Kingdom",Lightweight,Paddy Pimblett,Kazula Vargas,fighter1,0                                  0,3                                  7,1                                  0,1                                  0,SUB              Rear Naked Choke,1,3:49,2023-09-21 02:02:55.178363
807,UFC Fight Night: Volkov vs. Aspinall,March 19 2022,"London, England, United Kingdom",Welterweight,Gunnar Nelson,Takashi Sato,fighter1,0                                  0,44                                  9,3                                  0,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
808,UFC Fight Night: Volkov vs. Aspinall,March 19 2022,"London, England, United Kingdom",Women's Flyweight,Molly McCann,Luana Carolina,fighter1,1                                  0,85                                  64,2                                  0,0                                  0,KO/TKO              Spinning Back Elbow,3,1:52,2023-09-21 02:02:55.178363
809,UFC Fight Night: Volkov vs. Aspinall,March 19 2022,"London, England, United Kingdom",Lightweight,Ilia Topuria,Jai Herbert,fighter1,1                                  1,20                                  22,1                                  0,0                                  0,KO/TKO              Punch,2,1:07,2023-09-21 02:02:55.178363
810,UFC Fight Night: Volkov vs. Aspinall,March 19 2022,"London, England, United Kingdom",Featherweight,Makwan Amirkhani,Mike Grundy,fighter1,0                                  0,0                                  0,0                                  1,1                                  0,SUB              Anaconda Choke,1,0:57,2023-09-21 02:02:55.178363
811,UFC Fight Night: Volkov vs. Aspinall,March 19 2022,"London, England, United Kingdom",Heavyweight,Sergei Pavlovich,Shamil Abdurakhimov,fighter1,1                                  0,21                                  17,0                                  0,0                                  0,KO/TKO              Punches,1,4:03,2023-09-21 02:02:55.178363
812,UFC Fight Night: Volkov vs. Aspinall,March 19 2022,"London, England, United Kingdom",Light Heavyweight,Paul Craig,Nikita Krylov,fighter1,0                                  0,2                                  19,1                                  1,1                                  0,SUB              Triangle Choke,1,3:57,2023-09-21 02:02:55.178363
813,UFC Fight Night: Volkov vs. Aspinall,March 19 2022,"London, England, United Kingdom",Bantamweight,Jack Shore,Timur Valiev,fighter1,2                                  0,70                                  72,3                                  2,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
814,UFC Fight Night: Volkov vs. Aspinall,March 19 2022,"London, England, United Kingdom",Women's Strawweight,Elise Reed,Cory McKenna,fighter1,0                                  0,76                                  60,0                                  3,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
815,UFC Fight Night: Volkov vs. Aspinall,March 19 2022,"London, England, United Kingdom",Flyweight,Muhammad Mokaev,Cody Durden,fighter1,1                                  0,2                                  1,0                                  1,1                                  0,SUB              Guillotine Choke,1,0:58,2023-09-21 02:02:55.178363
816,UFC Fight Night: Santos vs. Ankalaev,March 12 2022,"Las Vegas, Nevada, USA",Light Heavyweight,Magomed Ankalaev,Thiago Santos,fighter1,0                                  1,78                                  60,1                                  0,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
817,UFC Fight Night: Santos vs. Ankalaev,March 12 2022,"Las Vegas, Nevada, USA",Bantamweight,Song Yadong,Marlon Moraes,fighter1,1                                  0,14                                  9,0                                  0,0                                  0,KO/TKO              Punch,1,2:06,2023-09-21 02:02:55.178363
818,UFC Fight Night: Santos vs. Ankalaev,March 12 2022,"Las Vegas, Nevada, USA",Featherweight,Sodiq Yusuff,Alex Caceres,fighter1,0                                  0,64                                  66,1                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
819,UFC Fight Night: Santos vs. Ankalaev,March 12 2022,"Las Vegas, Nevada, USA",Light Heavyweight,Khalil Rountree Jr.,Karl Roberson,fighter1,2                                  0,26                                  17,0                                  0,0                                  0,KO/TKO              Punch,2,0:25,2023-09-21 02:02:55.178363
820,UFC Fight Night: Santos vs. Ankalaev,March 12 2022,"Las Vegas, Nevada, USA",Lightweight,Drew Dober,Terrance McKinney,fighter1,1                                  1,17                                  36,0                                  2,0                                  0,KO/TKO              Punches,1,3:17,2023-09-21 02:02:55.178363
821,UFC Fight Night: Santos vs. Ankalaev,March 12 2022,"Las Vegas, Nevada, USA",Middleweight,Alex Pereira,Bruno Silva,fighter1,0                                  0,108                                  59,0                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
822,UFC Fight Night: Santos vs. Ankalaev,March 12 2022,"Las Vegas, Nevada, USA",Welterweight,Matthew Semelsberger,AJ Fletcher,fighter1,0                                  0,40                                  34,1                                  4,0                                  2,U-DEC,3,5:00,2023-09-21 02:02:55.178363
823,UFC Fight Night: Santos vs. Ankalaev,March 12 2022,"Las Vegas, Nevada, USA",Women's Flyweight,JJ Aldrich,Gillian Robertson,fighter1,0                                  0,60                                  52,0                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
824,UFC Fight Night: Santos vs. Ankalaev,March 12 2022,"Las Vegas, Nevada, USA",Bantamweight,Javid Basharat,Trevin Jones,fighter1,0                                  0,89                                  62,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
825,UFC Fight Night: Santos vs. Ankalaev,March 12 2022,"Las Vegas, Nevada, USA",Featherweight,Damon Jackson,Kamuela Kirk,fighter1,0                                  0,32                                  22,2                                  0,1                                  0,SUB              Arm Triangle,2,4:42,2023-09-21 02:02:55.178363
826,UFC Fight Night: Santos vs. Ankalaev,March 12 2022,"Las Vegas, Nevada, USA",Women's Flyweight,Miranda Maverick,Sabina Mazo,fighter1,0                                  0,19                                  15,4                                  0,1                                  0,SUB              Rear Naked Choke,2,2:15,2023-09-21 02:02:55.178363
827,UFC Fight Night: Santos vs. Ankalaev,March 12 2022,"Las Vegas, Nevada, USA",Middleweight,Cody Brundage,Dalcha Lungiambula,fighter1,0                                  0,4                                  29,1                                  1,1                                  0,SUB              Guillotine Choke,1,3:41,2023-09-21 02:02:55.178363
828,UFC Fight Night: Santos vs. Ankalaev,March 12 2022,"Las Vegas, Nevada, USA",Bantamweight,Guido Cannetti,Kris Moutinho,fighter1,0                                  0,28                                  11,0                                  0,0                                  0,KO/TKO              Punches,1,2:07,2023-09-21 02:02:55.178363
829,UFC Fight Night: Santos vs. Ankalaev,March 12 2022,"Las Vegas, Nevada, USA",Light Heavyweight,Azamat Murzakanov,Tafon Nchukwi,fighter1,1                                  0,28                                  43,1                                  0,0                                  0,KO/TKO              Knee,3,0:44,2023-09-21 02:02:55.178363
830,UFC 272: Covington vs. Masvidal,March 05 2022,"Las Vegas, Nevada, USA",Welterweight,Colby Covington,Jorge Masvidal,fighter1,0                                  0,94                                  67,6                                  0,1                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
831,UFC 272: Covington vs. Masvidal,March 05 2022,"Las Vegas, Nevada, USA",Catch Weight,Rafael Dos Anjos,Renato Moicano,fighter1,1                                  0,149                                  88,5                                  0,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
832,UFC 272: Covington vs. Masvidal,March 05 2022,"Las Vegas, Nevada, USA",Featherweight,Bryce Mitchell,Edson Barboza,fighter1,1                                  0,34                                  16,4                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
833,UFC 272: Covington vs. Masvidal,March 05 2022,"Las Vegas, Nevada, USA",Welterweight,Kevin Holland,Alex Oliveira,fighter1,1                                  0,50                                  21,0                                  2,0                                  1,KO/TKO              Elbows,2,0:38,2023-09-21 02:02:55.178363
834,UFC 272: Covington vs. Masvidal,March 05 2022,"Las Vegas, Nevada, USA",Heavyweight,Serghei Spivac,Greg Hardy,fighter1,0                                  0,14                                  7,3                                  0,0                                  0,KO/TKO              Punches,1,2:16,2023-09-21 02:02:55.178363
835,UFC 272: Covington vs. Masvidal,March 05 2022,"Las Vegas, Nevada, USA",Lightweight,Jalin Turner,Jamie Mullarkey,fighter1,1                                  0,52                                  35,1                                  1,0                                  0,KO/TKO              Punch,2,0:46,2023-09-21 02:02:55.178363
836,UFC 272: Covington vs. Masvidal,March 05 2022,"Las Vegas, Nevada, USA",Women's Strawweight,Marina Rodriguez,Yan Xiaonan,fighter1,0                                  0,72                                  56,0                                  2,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
837,UFC 272: Covington vs. Masvidal,March 05 2022,"Las Vegas, Nevada, USA",Light Heavyweight,Nicolae Negumereanu,Kennedy Nzechukwu,fighter1,0                                  0,64                                  95,1                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
838,UFC 272: Covington vs. Masvidal,March 05 2022,"Las Vegas, Nevada, USA",Women's Flyweight,Maryna Moroz,Mariya Agapova,fighter1,0                                  0,28                                  16,2                                  0,3                                  0,SUB              Arm Triangle,2,3:27,2023-09-21 02:02:55.178363
839,UFC 272: Covington vs. Masvidal,March 05 2022,"Las Vegas, Nevada, USA",Featherweight,Umar Nurmagomedov,Brian Kelleher,fighter1,0                                  0,18                                  1,1                                  0,1                                  0,SUB              Rear Naked Choke,1,3:15,2023-09-21 02:02:55.178363
840,UFC 272: Covington vs. Masvidal,March 05 2022,"Las Vegas, Nevada, USA",Flyweight,Tim Elliott,Tagir Ulanbekov,fighter1,1                                  0,79                                  90,3                                  2,0                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
841,UFC 272: Covington vs. Masvidal,March 05 2022,"Las Vegas, Nevada, USA",Lightweight,Ludovit Klein,Devonte Smith,fighter1,0                                  0,60                                  53,0                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
842,UFC 272: Covington vs. Masvidal,March 05 2022,"Las Vegas, Nevada, USA",Light Heavyweight,Dustin Jacoby,Michal Oleksiejczuk,fighter1,0                                  0,89                                  69,1                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
843,UFC Fight Night: Makhachev vs. Green,February 26 2022,"Las Vegas, Nevada, USA",Catch Weight,Islam Makhachev,Bobby Green,fighter1,0                                  0,14                                  9,1                                  0,0                                  0,KO/TKO              Punches,1,3:23,2023-09-21 02:02:55.178363
844,UFC Fight Night: Makhachev vs. Green,February 26 2022,"Las Vegas, Nevada, USA",Middleweight,Wellington Turman,Misha Cirkunov,fighter1,0                                  0,15                                  30,0                                  1,2                                  1,SUB              Armbar,2,1:29,2023-09-21 02:02:55.178363
845,UFC Fight Night: Makhachev vs. Green,February 26 2022,"Las Vegas, Nevada, USA",Women's Flyweight,Priscila Cachoeira,Ji Yeon Kim,fighter1,0                                  0,102                                  170,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
846,UFC Fight Night: Makhachev vs. Green,February 26 2022,"Las Vegas, Nevada, USA",Lightweight,Arman Tsarukyan,Joel Alvarez,fighter1,0                                  0,36                                  7,2                                  0,0                                  0,KO/TKO              Punches,2,1:57,2023-09-21 02:02:55.178363
847,UFC Fight Night: Makhachev vs. Green,February 26 2022,"Las Vegas, Nevada, USA",Middleweight,Armen Petrosyan,Gregory Rodrigues,fighter1,0                                  0,127                                  61,0                                  2,0                                  2,S-DEC,3,5:00,2023-09-21 02:02:55.178363
848,UFC Fight Night: Makhachev vs. Green,February 26 2022,"Las Vegas, Nevada, USA",Lightweight,Ignacio Bahamondes, Rongzhu,fighter1,0                                  0,126                                  48,0                                  1,2                                  0,SUB              Guillotine Choke,3,1:40,2023-09-21 02:02:55.178363
849,UFC Fight Night: Makhachev vs. Green,February 26 2022,"Las Vegas, Nevada, USA",Women's Featherweight,Josiane Nunes,Ramona Pascual,fighter1,2                                  0,98                                  52,0                                  3,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
850,UFC Fight Night: Makhachev vs. Green,February 26 2022,"Las Vegas, Nevada, USA",Lightweight,Terrance McKinney,Fares Ziam,fighter1,0                                  0,3                                  1,0                                  0,1                                  0,SUB              Rear Naked Choke,1,2:11,2023-09-21 02:02:55.178363
851,UFC Fight Night: Makhachev vs. Green,February 26 2022,"Las Vegas, Nevada, USA",Featherweight,Jonathan Martinez,Alejandro Perez,fighter1,0                                  1,74                                  52,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
852,UFC Fight Night: Makhachev vs. Green,February 26 2022,"Las Vegas, Nevada, USA",Welterweight,Ramiz Brahimaj,Micheal Gillmore,fighter1,0                                  0,0                                  0,1                                  0,3                                  0,SUB              Rear Naked Choke,1,2:02,2023-09-21 02:02:55.178363
853,UFC Fight Night: Makhachev vs. Green,February 26 2022,"Las Vegas, Nevada, USA",Flyweight,Carlos Hernandez,Victor Altamirano,fighter1,0                                  0,84                                  79,2                                  1,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
854,UFC Fight Night: Walker vs. Hill,February 19 2022,"Las Vegas, Nevada, USA",Light Heavyweight,Jamahal Hill,Johnny Walker,fighter1,1                                  0,6                                  12,0                                  0,0                                  0,KO/TKO              Punch,1,2:55,2023-09-21 02:02:55.178363
855,UFC Fight Night: Walker vs. Hill,February 19 2022,"Las Vegas, Nevada, USA",Catch Weight,Kyle Daukaus,Jamie Pickett,fighter1,0                                  0,6                                  5,3                                  0,2                                  0,SUB              D'Arce Choke,1,4:59,2023-09-21 02:02:55.178363
856,UFC Fight Night: Walker vs. Hill,February 19 2022,"Las Vegas, Nevada, USA",Heavyweight,Parker Porter,Alan Baudot,fighter1,0                                  0,43                                  55,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
857,UFC Fight Night: Walker vs. Hill,February 19 2022,"Las Vegas, Nevada, USA",Lightweight,Jim Miller,Nikolas Motta,fighter1,1                                  0,48                                  21,0                                  0,0                                  0,KO/TKO              Punch,2,1:58,2023-09-21 02:02:55.178363
858,UFC Fight Night: Walker vs. Hill,February 19 2022,"Las Vegas, Nevada, USA",Middleweight,Joaquin Buckley,Abdul Razak Alhassan,fighter1,0                                  0,51                                  46,5                                  3,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
859,UFC Fight Night: Walker vs. Hill,February 19 2022,"Las Vegas, Nevada, USA",Featherweight,David Onama,Gabriel Benitez,fighter1,1                                  0,36                                  46,0                                  0,0                                  0,KO/TKO              Punches,1,4:24,2023-09-21 02:02:55.178363
