link,date,event,fighter1,fighter2,fighter1_odds,fighter2_odds,result,timestamp
http://www.betmma.tips/mma_event_betting_history.php?Event=1369,16th Dec 23,UFC 296,Leon Edwards,Colby Covington,1.65,2.40,Leon Edwards,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1369,16th Dec 23,UFC 296,Alexandre Pantoja,Brandon Royval,1.53,2.90,Alexandre Pantoja,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1369,16th Dec 23,UFC 296,Shavkat Rakhmonov,Stephen Thompson,1.17,6.00,Shavkat Rakhmonov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1369,16th Dec 23,UFC 296,Paddy Pimblett,Tony Ferguson,1.33,3.95,Paddy Pimblett,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1369,16th Dec 23,UFC 296,Bryce Mitchell,Josh Emmett,1.40,3.30,Josh Emmett,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1369,16th Dec 23,UFC 296,Alonzo Menifield,Dustin Jacoby,3.40,1.38,Alonzo Menifield,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1369,16th Dec 23,UFC 296,Irene Aldana,Karol Rosa,1.57,2.56,Irene Aldana,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1369,16th Dec 23,UFC 296,Cody Garbrandt,Brian Kelleher,1.57,2.65,Cody Garbrandt,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1369,16th Dec 23,UFC 296,Casey O'Neill,Ariane Lipski,1.57,2.63,Ariane Lipski,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1369,16th Dec 23,UFC 296,Tagir Ulanbekov,Cody Durden,1.61,2.55,Tagir Ulanbekov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1369,16th Dec 23,UFC 296,Andre Fili,Lucas Almeida,1.61,2.46,Andre Fili,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1369,16th Dec 23,UFC 296,Shamil Gaziev,Martin Buday,2.20,1.87,Shamil Gaziev,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1369,16th Dec 23,UFC 296,Vicente Luque,Ian Garry,3.80,1.27,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1369,16th Dec 23,UFC 296,Randy Brown,Muslim Salikhov,1.36,3.18,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1416,9th Dec 23,UFC Fight Night: Song vs. Gutierrez,Yadong Song,Chris Gutierrez,1.29,4.10,Yadong Song,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1416,9th Dec 23,UFC Fight Night: Song vs. Gutierrez,Khalil Rountree,Anthony Smith,1.53,2.85,Khalil Rountree,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1416,9th Dec 23,UFC Fight Night: Song vs. Gutierrez,Nasrat Haqparast,Jamie Mullarkey,1.54,2.70,Nasrat Haqparast,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1416,9th Dec 23,UFC Fight Night: Song vs. Gutierrez,Su Mudaerji,Tim Elliott,2.43,1.65,Tim Elliott,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1416,9th Dec 23,UFC Fight Night: Song vs. Gutierrez,Andre Muniz,Jun Yong Park,2.70,1.55,Andre Muniz,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1416,9th Dec 23,UFC Fight Night: Song vs. Gutierrez,Kenan Song,Kevin Jousset,2.40,1.71,Kevin Jousset,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1416,9th Dec 23,UFC Fight Night: Song vs. Gutierrez,Hyun Sung Park,Shannon Ross,1.20,6.00,Hyun Sung Park,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1416,9th Dec 23,UFC Fight Night: Song vs. Gutierrez,Steve Garcia,Melquizael Costa,3.15,1.42,Steve Garcia,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1416,9th Dec 23,UFC Fight Night: Song vs. Gutierrez,Stephanie Egger,Luana Santos,2.45,1.67,Luana Santos,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1416,9th Dec 23,UFC Fight Night: Song vs. Gutierrez,Tatsuro Taira,Carlos Hernandez,1.18,5.60,Tatsuro Taira,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1416,9th Dec 23,UFC Fight Night: Song vs. Gutierrez,Rayanne Amanda,Talita Alencar,1.65,2.36,Talita Alencar,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1416,9th Dec 23,UFC Fight Night: Song vs. Gutierrez,Daniel Marcos,Carlos Vera,inf,inf,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1400,2nd Dec 23,UFC Fight Night: Dariush vs. Tsarukyan,Beneil Dariush,Arman Tsarukyan,3.55,1.38,Arman Tsarukyan,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1400,2nd Dec 23,UFC Fight Night: Dariush vs. Tsarukyan,Bobby Green,Jalin Turner,2.54,1.61,Jalin Turner,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1400,2nd Dec 23,UFC Fight Night: Dariush vs. Tsarukyan,Deiveson Figueiredo,Rob Font,2.20,1.83,Deiveson Figueiredo,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1400,2nd Dec 23,UFC Fight Night: Dariush vs. Tsarukyan,Sean Brady,Kelvin Gastelum,1.91,2.05,Sean Brady,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1400,2nd Dec 23,UFC Fight Night: Dariush vs. Tsarukyan,Clay Guida,Joaquim Silva,3.75,1.31,Joaquim Silva,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1400,2nd Dec 23,UFC Fight Night: Dariush vs. Tsarukyan,Punahele Soriano,Dustin Stoltzfus,1.38,3.90,Dustin Stoltzfus,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1400,2nd Dec 23,UFC Fight Night: Dariush vs. Tsarukyan,Miesha Tate,Julia Avila,2.25,1.74,Miesha Tate,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1400,2nd Dec 23,UFC Fight Night: Dariush vs. Tsarukyan,Zachary Reese,Cody Brundage,1.44,3.25,Cody Brundage,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1400,2nd Dec 23,UFC Fight Night: Dariush vs. Tsarukyan,Joe Solecki,Drakkar Klose,2.15,1.80,Drakkar Klose,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1400,2nd Dec 23,UFC Fight Night: Dariush vs. Tsarukyan,Ihor Potieria,Rodolfo Bellato,4.50,1.25,Rodolfo Bellato,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1400,2nd Dec 23,UFC Fight Night: Dariush vs. Tsarukyan,Wellington Turman,Jared Gooden,1.53,2.80,Jared Gooden,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1400,2nd Dec 23,UFC Fight Night: Dariush vs. Tsarukyan,Jamey Lyn-Horth,Veronica Macedo,1.57,2.70,Veronica Macedo,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1388,18th Nov 23,UFC Fight Night: Allen vs. Craig,Brendan Allen,Paul Craig,1.23,4.60,Brendan Allen,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1388,18th Nov 23,UFC Fight Night: Allen vs. Craig,Jake Matthews,Michael Morales,3.75,1.33,Michael Morales,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1388,18th Nov 23,UFC Fight Night: Allen vs. Craig,Jordan Leavitt,Chase Hooper,2.72,1.51,Chase Hooper,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1388,18th Nov 23,UFC Fight Night: Allen vs. Craig,Payton Talbott,Nick Aguirre,1.14,7.00,Payton Talbott,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1388,18th Nov 23,UFC Fight Night: Allen vs. Craig,Amanda Ribas,Luana Pinheiro,1.54,3.00,Amanda Ribas,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1388,18th Nov 23,UFC Fight Night: Allen vs. Craig,Uros Medic,Myktybek Orolbai,1.95,1.91,Myktybek Orolbai,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1388,18th Nov 23,UFC Fight Night: Allen vs. Craig,Jonathan Pearce,Joanderson Brito,1.80,2.25,Joanderson Brito,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1388,18th Nov 23,UFC Fight Night: Allen vs. Craig,Chad Anheliger,Jose Johnson,2.88,1.51,Jose Johnson,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1388,18th Nov 23,UFC Fight Night: Allen vs. Craig,Christian Duncan,Denis Tiuliulin,1.18,5.60,Christian Duncan,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1388,18th Nov 23,UFC Fight Night: Allen vs. Craig,Michael Parkin,Caio Machado (2),1.29,4.20,Michael Parkin,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1388,18th Nov 23,UFC Fight Night: Allen vs. Craig,Jeka Asparido Saragih,Lucas Alexander,5.30,1.22,Jeka Asparido Saragih,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1388,18th Nov 23,UFC Fight Night: Allen vs. Craig,Lucie Pudilova,Ailin Perez,2.60,1.57,Ailin Perez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1388,18th Nov 23,UFC Fight Night: Allen vs. Craig,Nikolas Motta,Trey Ogden,1.77,2.15,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1388,18th Nov 23,UFC Fight Night: Allen vs. Craig,Charles Johnson,Rafael Estevam,2.28,1.71,Rafael Estevam,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1310,11th Nov 23,UFC 295,Jiri Prochazka,Alex Pereira,2.05,1.93,Alex Pereira,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1310,11th Nov 23,UFC 295,Tom Aspinall,Sergey Pavlovich,1.95,2.05,Tom Aspinall,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1310,11th Nov 23,UFC 295,Jessica Andrade,Mackenzie Dern,3.05,1.50,Jessica Andrade,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1310,11th Nov 23,UFC 295,Matt Frevola,Benoit Saint-Denis,2.95,1.44,Benoit Saint-Denis,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1310,11th Nov 23,UFC 295,Pat Sabatini,Diego Lopes,1.87,2.05,Diego Lopes,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1310,11th Nov 23,UFC 295,Tabatha Ricci,Lupita Godinez,2.80,1.59,Lupita Godinez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1310,11th Nov 23,UFC 295,Alessandro Costa,Steve Erceg,3.00,1.53,Steve Erceg,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1310,11th Nov 23,UFC 295,Mateusz Rebecki,Roosevelt Roberts,1.14,6.70,Mateusz Rebecki,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1310,11th Nov 23,UFC 295,Viacheslav Borshchev,Nazim Sadykhov,2.45,1.67,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1310,11th Nov 23,UFC 295,Jared Gordon,Mark O. Madsen,1.53,2.90,Jared Gordon,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1310,11th Nov 23,UFC 295,Kyung Ho Kang,John Castaneda,2.20,1.91,John Castaneda,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1310,11th Nov 23,UFC 295,Joshua Van,Kevin Borjas,1.44,3.05,Joshua Van,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1310,11th Nov 23,UFC 295,Jamall Emmers,Dennis Buzukja,1.42,3.10,Jamall Emmers,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1379,4th Nov 23,UFC Fight Night: Lewis vs. Almeida,Derrick Lewis,Jailton Junior,5.00,1.24,Jailton Junior,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1379,4th Nov 23,UFC Fight Night: Lewis vs. Almeida,Gabriel Bonfim,Nicolas Dalby,1.20,5.60,Nicolas Dalby,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1379,4th Nov 23,UFC Fight Night: Lewis vs. Almeida,Rodrigo Nascimento Ferreira,Don'tale Mayes,1.50,2.75,Rodrigo Nascimento Ferreira,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1379,4th Nov 23,UFC Fight Night: Lewis vs. Almeida,Caio Borralho,Abusupiyan Magomedov,1.34,3.50,Caio Borralho,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1379,4th Nov 23,UFC Fight Night: Lewis vs. Almeida,Elves Brenner,Kaynan Kruschewsky,1.50,3.00,Elves Brenner,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1379,4th Nov 23,UFC Fight Night: Lewis vs. Almeida,Elizeu Zaleski dos Santos,Rinat Fakhretdinov,4.00,1.30,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1379,4th Nov 23,UFC Fight Night: Lewis vs. Almeida,Vitor Petrino,Modestas Bukauskas,1.40,3.20,Vitor Petrino,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1379,4th Nov 23,UFC Fight Night: Lewis vs. Almeida,Angela Hill,Denise Gomes,2.25,1.74,Angela Hill,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1379,4th Nov 23,UFC Fight Night: Lewis vs. Almeida,Eduarda Moura,Montserrat Ruiz,1.16,6.00,Eduarda Moura,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1379,4th Nov 23,UFC Fight Night: Lewis vs. Almeida,Kaue Fernandes,Marc Diakiese,2.75,1.53,Marc Diakiese,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1330,21st Oct 23,UFC 294,Islam Makhachev,Alex Volkanovski,1.43,3.20,Islam Makhachev,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1330,21st Oct 23,UFC 294,Kamaru Usman,Khamzat Chimaev,4.20,1.33,Khamzat Chimaev,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1330,21st Oct 23,UFC 294,Magomed Ankalaev,Johnny Walker,1.27,4.10,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1330,21st Oct 23,UFC 294,Warlley Alves,Ikram Aliskerov,6.00,1.17,Ikram Aliskerov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1330,21st Oct 23,UFC 294,Said Nurmagomedov,Muin Gafurov,1.33,3.70,Said Nurmagomedov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1330,21st Oct 23,UFC 294,Tim Elliott,Muhammad Mokaev,4.60,1.23,Muhammad Mokaev,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1330,21st Oct 23,UFC 294,Trevor Peek,Mohammad Yahya,1.56,2.70,Trevor Peek,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1330,21st Oct 23,UFC 294,Javid Basharat,Victor Henry,1.19,5.30,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1330,21st Oct 23,UFC 294,Sedriques Dumas,Abu Azaitar,1.43,3.05,Sedriques Dumas,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1330,21st Oct 23,UFC 294,Anshul Jubli,Mike Breeden,1.39,3.25,Mike Breeden,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1330,21st Oct 23,UFC 294,Nathaniel Wood,Muhammadjon Naimov,1.33,3.35,Muhammadjon Naimov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1330,21st Oct 23,UFC 294,Jinh Yu Frey,Viktoriya Dudakova,5.30,1.20,Viktoriya Dudakova,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1330,21st Oct 23,UFC 294,Bruno Silva,Sharabutdin Magomedov,3.40,1.32,Sharabutdin Magomedov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1364,14th Oct 23,UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff,Edson Barboza,1.61,2.40,Edson Barboza,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1364,14th Oct 23,UFC Fight Night: Yusuff vs. Barboza,Jennifer Maia,Viviane Araujo,1.67,2.25,Viviane Araujo,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1364,14th Oct 23,UFC Fight Night: Yusuff vs. Barboza,Adrian Yanez,Jonathan Martinez,1.89,1.95,Jonathan Martinez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1364,14th Oct 23,UFC Fight Night: Yusuff vs. Barboza,Michel Pereira,Andre Petroski,1.53,2.65,Michel Pereira,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1364,14th Oct 23,UFC Fight Night: Yusuff vs. Barboza,Christian Rodriguez,Cameron Saaiman,1.61,2.38,Christian Rodriguez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1364,14th Oct 23,UFC Fight Night: Yusuff vs. Barboza,Darren Elkins,T.J. Brown,2.70,1.50,Darren Elkins,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1364,14th Oct 23,UFC Fight Night: Yusuff vs. Barboza,Tainara Lisboa,Ravena Oliveira,1.33,3.40,Tainara Lisboa,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1364,14th Oct 23,UFC Fight Night: Yusuff vs. Barboza,Terrance McKinney,Brendon Marotte,1.18,5.20,Terrance McKinney,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1364,14th Oct 23,UFC Fight Night: Yusuff vs. Barboza,Irina Alekseeva,Melissa Dixon,2.10,1.67,Melissa Dixon,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1364,14th Oct 23,UFC Fight Night: Yusuff vs. Barboza,Chris Gutierrez,Heili Alateng,1.36,3.35,Chris Gutierrez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1364,14th Oct 23,UFC Fight Night: Yusuff vs. Barboza,Ashley Yoder,Emily Ducote,3.75,1.30,Emily Ducote,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1354,7th Oct 23,UFC Fight Night: Dawson vs. Green,Grant Dawson,Bobby Green,1.29,4.75,Bobby Green,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1354,7th Oct 23,UFC Fight Night: Dawson vs. Green,Abdul Razak Alhassan,Joe Pyfer,4.70,1.29,Joe Pyfer,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1354,7th Oct 23,UFC Fight Night: Dawson vs. Green,Alex Morono,Joaquin Buckley,2.64,1.57,Joaquin Buckley,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1354,7th Oct 23,UFC Fight Night: Dawson vs. Green,Drew Dober,Rick Glenn,1.25,4.50,Drew Dober,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1354,7th Oct 23,UFC Fight Night: Dawson vs. Green,Alexander Hernandez,Bill Algeo,1.85,2.05,Bill Algeo,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1354,7th Oct 23,UFC Fight Night: Dawson vs. Green,Karolina Kowalkiewicz,Diana Belbita,1.72,2.19,Karolina Kowalkiewicz,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1354,7th Oct 23,UFC Fight Night: Dawson vs. Green,Nathan Maness,Mateus Mendonca,3.20,1.40,Nathan Maness,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1354,7th Oct 23,UFC Fight Night: Dawson vs. Green,Vanessa Demopoulos,Kanako Murata,4.00,1.30,Vanessa Demopoulos,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1354,7th Oct 23,UFC Fight Night: Dawson vs. Green,Qileng Aori,Johnny Munoz,1.91,1.95,Qileng Aori,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1354,7th Oct 23,UFC Fight Night: Dawson vs. Green,Montana De La Rosa,J.J. Aldrich,1.64,2.37,J.J. Aldrich,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1341,23rd Sep 23,UFC Fight Night: Fiziev vs. Gamrot,Rafael Fiziev,Mateusz Gamrot,1.62,2.40,Mateusz Gamrot,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1341,23rd Sep 23,UFC Fight Night: Fiziev vs. Gamrot,Bryce Mitchell,Dan Ige,1.50,2.70,Bryce Mitchell,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1341,23rd Sep 23,UFC Fight Night: Fiziev vs. Gamrot,Marina Alcalde Rodriguez,Michelle Waterson,1.33,3.55,Marina Alcalde Rodriguez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1341,23rd Sep 23,UFC Fight Night: Fiziev vs. Gamrot,Bryan Battle,A.J. Fletcher,1.56,2.50,Bryan Battle,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1341,23rd Sep 23,UFC Fight Night: Fiziev vs. Gamrot,Charles Jourdain,Ricardo Ramos,1.70,2.20,Charles Jourdain,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1341,23rd Sep 23,UFC Fight Night: Fiziev vs. Gamrot,Miles Johns,Dan Argueta,2.46,1.58,Miles Johns,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1341,23rd Sep 23,UFC Fight Night: Fiziev vs. Gamrot,Tim Means,Andre Fialho,2.50,1.57,Tim Means,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1341,23rd Sep 23,UFC Fight Night: Fiziev vs. Gamrot,Jacob Malkoun,Cody Brundage,1.17,5.25,Cody Brundage,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1341,23rd Sep 23,UFC Fight Night: Fiziev vs. Gamrot,Jake Collier,Mohammed Usman,2.02,1.82,Mohammed Usman,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1341,23rd Sep 23,UFC Fight Night: Fiziev vs. Gamrot,Mizuki Inoue,Hannah Goldy,1.30,3.70,Mizuki Inoue,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1341,23rd Sep 23,UFC Fight Night: Fiziev vs. Gamrot,Montserrat Rendon,Tamires Vidal,2.80,1.44,Montserrat Rendon,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1324,16th Sep 23,UFC Fight Night: Grasso vs. Shevchenko II,Alexa Grasso,Valentina Shevchenko,2.88,1.67,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1324,16th Sep 23,UFC Fight Night: Grasso vs. Shevchenko II,Kevin Holland,Jack Della Maddalena,2.00,1.98,Jack Della Maddalena,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1324,16th Sep 23,UFC Fight Night: Grasso vs. Shevchenko II,Raul Rosas Jr,Terrence Mitchell,1.13,6.50,Raul Rosas Jr,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1324,16th Sep 23,UFC Fight Night: Grasso vs. Shevchenko II,Daniel Zellhuber,Christos Giagos,1.40,3.10,Daniel Zellhuber,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1324,16th Sep 23,UFC Fight Night: Grasso vs. Shevchenko II,Fernando Padilla,Kyle Nelson,1.40,3.15,Kyle Nelson,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1324,16th Sep 23,UFC Fight Night: Grasso vs. Shevchenko II,Lupita Godinez,Elise Reed,1.24,4.40,Lupita Godinez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1324,16th Sep 23,UFC Fight Night: Grasso vs. Shevchenko II,Josh Fremd,Roman Kopylov,4.00,1.24,Roman Kopylov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1324,16th Sep 23,UFC Fight Night: Grasso vs. Shevchenko II,Edgar Chairez,Daniel Lacerda,1.45,2.85,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1324,16th Sep 23,UFC Fight Night: Grasso vs. Shevchenko II,Tracy Cortez,Jasmine Jasudavicius,1.93,2.10,Tracy Cortez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1324,16th Sep 23,UFC Fight Night: Grasso vs. Shevchenko II,Alex Reyes,Charlie Campbell,5.00,1.18,Charlie Campbell,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1324,16th Sep 23,UFC Fight Night: Grasso vs. Shevchenko II,Marnic Mann,Josefine Knutsson,6.00,1.14,Josefine Knutsson,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1326,9th Sep 23,UFC 293,Israel Adesanya,Sean Strickland,1.22,5.80,Sean Strickland,2023-12-28 11:40:25.898186
