link,date,event,fighter1,fighter2,fighter1_odds,fighter2_odds,result,timestamp
http://www.betmma.tips/mma_event_betting_history.php?Event=1113,21st Jan 23,UFC 283,Neil Magny,Gilbert Burns,5.40,1.28,Gilbert Burns,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1113,21st Jan 23,UFC 283,Jessica Andrade,Lauren Murphy,1.20,5.85,Jessica Andrade,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1113,21st Jan 23,UFC 283,Paul Craig,Johnny Walker,2.60,1.59,Johnny Walker,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1113,21st Jan 23,UFC 283,Mauricio Rua,Ihor Potieria,2.88,1.51,Ihor Potieria,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1113,21st Jan 23,UFC 283,Brunno Ferreira,Gregory Rodrigues,3.70,1.33,Brunno Ferreira,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1113,21st Jan 23,UFC 283,Melquizael Costa,Thiago Moises,4.60,1.27,Thiago Moises,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1113,21st Jan 23,UFC 283,Gabriel Bonfim,Mounir Lazzez,1.60,2.60,Gabriel Bonfim,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1113,21st Jan 23,UFC 283,Jailton Junior,Shamil Abdurakhimov,inf,inf,Jailton Junior,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1113,21st Jan 23,UFC 283,Cody Stamann,Luan Lacerda,1.30,4.00,Cody Stamann,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1113,21st Jan 23,UFC 283,Ismael Bonfim,Terrance McKinney,2.05,1.95,Ismael Bonfim,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1113,21st Jan 23,UFC 283,Warlley Alves,Nicolas Dalby,2.25,2.20,Nicolas Dalby,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1113,21st Jan 23,UFC 283,Josiane Nunes,Zara Fairn Dos Santos,inf,inf,Josiane Nunes,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1113,21st Jan 23,UFC 283,Daniel Marcos,Saimon Oliveira,2.25,1.78,Daniel Marcos,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1143,14th Jan 23,UFC Fight Night: Strickland vs. Imavov,Sean Strickland,Nassourdine Imavov,2.20,1.77,Sean Strickland,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1143,14th Jan 23,UFC Fight Night: Strickland vs. Imavov,Dan Ige,Damon Jackson,1.79,2.20,Dan Ige,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1143,14th Jan 23,UFC Fight Night: Strickland vs. Imavov,Punahele Soriano,Roman Kopylov,1.73,2.32,Roman Kopylov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1143,14th Jan 23,UFC Fight Night: Strickland vs. Imavov,Ketlen Vieira,Raquel Pennington,1.82,2.32,Raquel Pennington,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1143,14th Jan 23,UFC Fight Night: Strickland vs. Imavov,Umar Nurmagomedov,Raoni Barcelos,1.12,8.00,Umar Nurmagomedov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1143,14th Jan 23,UFC Fight Night: Strickland vs. Imavov,Javid Basharat,Mateus Mendonca,1.30,4.20,Javid Basharat,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1143,14th Jan 23,UFC Fight Night: Strickland vs. Imavov,Abdul Razak Alhassan,Claudio Ribeiro,1.94,2.00,Abdul Razak Alhassan,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1143,14th Jan 23,UFC Fight Night: Strickland vs. Imavov,Nick Fiore,Mateusz Rebecki,inf,inf,Mateusz Rebecki,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1143,14th Jan 23,UFC Fight Night: Strickland vs. Imavov,Allan Nascimento,Carlos Hernandez,1.33,3.80,Allan Nascimento,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1143,14th Jan 23,UFC Fight Night: Strickland vs. Imavov,Dan Argueta,Nick Aguirre,inf,inf,Dan Argueta,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1143,14th Jan 23,UFC Fight Night: Strickland vs. Imavov,Charles Johnson,Jimmy Flick,1.30,3.95,Charles Johnson,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1078,17th Dec 22,UFC Fight Night: Cannonier vs. Strickland,Jared Cannonier,Sean Strickland,1.91,2.04,Jared Cannonier,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1078,17th Dec 22,UFC Fight Night: Cannonier vs. Strickland,Damir Ismagulov,Arman Tsarukyan,2.80,1.53,Arman Tsarukyan,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1078,17th Dec 22,UFC Fight Night: Cannonier vs. Strickland,Alessandro Costa,Amir Albazi,5.00,1.24,Amir Albazi,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1078,17th Dec 22,UFC Fight Night: Cannonier vs. Strickland,Alex Caceres,Julian Erosa,2.63,1.62,Alex Caceres,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1078,17th Dec 22,UFC Fight Night: Cannonier vs. Strickland,Drew Dober,Bobby Green,1.62,2.50,Drew Dober,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1078,17th Dec 22,UFC Fight Night: Cannonier vs. Strickland,Cody Brundage,Michal Oleksiejczuk,3.35,1.43,Michal Oleksiejczuk,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1078,17th Dec 22,UFC Fight Night: Cannonier vs. Strickland,Cheyanne Buys,Cory McKenna,1.57,2.50,Cory McKenna,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1078,17th Dec 22,UFC Fight Night: Cannonier vs. Strickland,Jake Matthews,Matt Semelsberger,1.36,3.62,Matt Semelsberger,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1078,17th Dec 22,UFC Fight Night: Cannonier vs. Strickland,Said Nurmagomedov,Saidyokub Kakhramonov,2.00,1.93,Said Nurmagomedov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1078,17th Dec 22,UFC Fight Night: Cannonier vs. Strickland,Hayisaer Maheshate,Rafa Garcia,2.40,1.70,Rafa Garcia,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1078,17th Dec 22,UFC Fight Night: Cannonier vs. Strickland,Bryan Battle,Rinat Fakhretdinov,2.35,1.68,Rinat Fakhretdinov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1078,17th Dec 22,UFC Fight Night: Cannonier vs. Strickland,Manel Kape,David Dvorak,1.50,3.00,Manel Kape,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1078,17th Dec 22,UFC Fight Night: Cannonier vs. Strickland,Sergey Morozov,Journey Newson,1.34,3.75,Sergey Morozov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1079,10th Dec 22,UFC 282,Magomed Ankalaev,Jan Blachowicz,1.30,3.75,-,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1079,10th Dec 22,UFC 282,Paddy Pimblett,Jared Gordon,1.43,3.25,Paddy Pimblett,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1079,10th Dec 22,UFC 282,Santiago Ponzinibbio,Alex Morono,1.70,2.50,Santiago Ponzinibbio,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1079,10th Dec 22,UFC 282,Dricus Du Plessis,Darren Till,1.55,2.80,Dricus Du Plessis,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1079,10th Dec 22,UFC 282,Ilia Topuria,Bryce Mitchell,1.70,2.20,Ilia Topuria,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1079,10th Dec 22,UFC 282,Raul Rosas Jr,Jay Perrin,1.40,2.90,Raul Rosas Jr,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1079,10th Dec 22,UFC 282,Jairzinho Rozenstruik,Chris Daukaus,1.61,2.55,Jairzinho Rozenstruik,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1079,10th Dec 22,UFC 282,Edmen Shahbazyan,Dalcha Lungiambula,1.34,3.80,Edmen Shahbazyan,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1079,10th Dec 22,UFC 282,Chris Curtis,Joaquin Buckley,2.60,1.61,Chris Curtis,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1079,10th Dec 22,UFC 282,Alexander Hernandez,Billy Quarantillo,2.60,1.61,Billy Quarantillo,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1079,10th Dec 22,UFC 282,Erik Silva,T.J. Brown,2.00,2.00,T.J. Brown,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1079,10th Dec 22,UFC 282,Cameron Saaiman,Steven Koslow,1.36,3.75,Cameron Saaiman,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1093,3rd Dec 22,UFC Fight Night: Thompson vs. Holland,Stephen Thompson,Kevin Holland,2.69,1.62,Stephen Thompson,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1093,3rd Dec 22,UFC Fight Night: Thompson vs. Holland,Rafael dos Anjos,Bryan Barberena,1.25,4.80,Rafael dos Anjos,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1093,3rd Dec 22,UFC Fight Night: Thompson vs. Holland,Matheus Nicolau,Matt Schnell,1.26,4.20,Matheus Nicolau,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1093,3rd Dec 22,UFC Fight Night: Thompson vs. Holland,Tai Tuivasa,Sergey Pavlovich,2.70,1.59,Sergey Pavlovich,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1093,3rd Dec 22,UFC Fight Night: Thompson vs. Holland,Roman Dolidze,Jack Hermansson,2.95,1.50,Roman Dolidze,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1093,3rd Dec 22,UFC Fight Night: Thompson vs. Holland,Eryk Anders,Kyle Daukaus,3.20,1.44,Eryk Anders,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1093,3rd Dec 22,UFC Fight Night: Thompson vs. Holland,Niko Price,Phil Rowe,2.05,2.00,Phil Rowe,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1093,3rd Dec 22,UFC Fight Night: Thompson vs. Holland,Angela Hill,Emily Ducote,2.40,1.77,Angela Hill,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1093,3rd Dec 22,UFC Fight Night: Thompson vs. Holland,Clay Guida,Scott Holtzman,2.98,1.56,Clay Guida,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1093,3rd Dec 22,UFC Fight Night: Thompson vs. Holland,Michael Johnson,Marc Diakiese,4.20,1.30,Michael Johnson,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1093,3rd Dec 22,UFC Fight Night: Thompson vs. Holland,Darren Elkins,Jonathan Pearce,5.60,1.21,Jonathan Pearce,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1093,3rd Dec 22,UFC Fight Night: Thompson vs. Holland,Natan Levy,Genaro Valdez,inf,inf,Natan Levy,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1093,3rd Dec 22,UFC Fight Night: Thompson vs. Holland,Francis Marshall,Marcelo Rojo,1.61,2.63,Francis Marshall,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1093,3rd Dec 22,UFC Fight Night: Thompson vs. Holland,Istela Nunes,Yazmin Jauregui,3.85,1.32,Yazmin Jauregui,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1090,19th Nov 22,UFC Fight Night: Nzechukwu vs. Cutelaba,Ion Cutelaba,Kennedy Nzechukwu,2.70,1.58,Kennedy Nzechukwu,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1090,19th Nov 22,UFC Fight Night: Nzechukwu vs. Cutelaba,Waldo Cortes-Acosta,Chase Sherman,1.44,3.10,Waldo Cortes-Acosta,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1090,19th Nov 22,UFC Fight Night: Nzechukwu vs. Cutelaba,Andre Fialho,Muslim Salikhov,2.00,1.95,Muslim Salikhov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1090,19th Nov 22,UFC Fight Night: Nzechukwu vs. Cutelaba,Jack Della Maddalena,Danny Roberts,1.17,9.00,Jack Della Maddalena,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1090,19th Nov 22,UFC Fight Night: Nzechukwu vs. Cutelaba,Zhalgas Zhumagulov,Charles Johnson,2.52,1.61,Charles Johnson,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1090,19th Nov 22,UFC Fight Night: Nzechukwu vs. Cutelaba,Jennifer Maia,Maryna Moroz,2.63,1.67,Jennifer Maia,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1090,19th Nov 22,UFC Fight Night: Nzechukwu vs. Cutelaba,Miles Johns,Vincent Morales,1.59,2.50,Miles Johns,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1090,19th Nov 22,UFC Fight Night: Nzechukwu vs. Cutelaba,Ricky Turcios,Kevin Natividad,1.62,2.71,Ricky Turcios,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1090,19th Nov 22,UFC Fight Night: Nzechukwu vs. Cutelaba,Maria Oliveira,Vanessa Demopoulos,1.98,1.95,Vanessa Demopoulos,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1090,19th Nov 22,UFC Fight Night: Nzechukwu vs. Cutelaba,Fernando Garcia,Brady Hiestand,2.63,1.58,Brady Hiestand,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1090,19th Nov 22,UFC Fight Night: Nzechukwu vs. Cutelaba,Natalia Cristina da Silva,Tereza Bleda,1.61,2.43,Natalia Cristina da Silva,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1031,12th Nov 22,UFC 281,Israel Adesanya,Alex Pereira,1.48,5.60,Alex Pereira,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1031,12th Nov 22,UFC 281,Carla Esparza,Weili Zhang,4.00,1.25,Weili Zhang,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1031,12th Nov 22,UFC 281,Dustin Poirier,Michael Chandler,1.36,3.00,Dustin Poirier,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1031,12th Nov 22,UFC 281,Frankie Edgar,Chris Gutierrez,3.10,1.44,Chris Gutierrez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1031,12th Nov 22,UFC 281,Daniel Hooker,Claudio Puelles,1.72,2.34,Daniel Hooker,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1031,12th Nov 22,UFC 281,Brad Riddell,Renato Moicano,2.25,1.80,Renato Moicano,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1031,12th Nov 22,UFC 281,Dominick Reyes,Ryan Spann,1.51,2.95,Ryan Spann,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1031,12th Nov 22,UFC 281,Molly McCann,Erin Blanchfield,4.50,1.25,Erin Blanchfield,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1031,12th Nov 22,UFC 281,Andre Petroski,Wellington Turman,1.57,2.70,Andre Petroski,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1031,12th Nov 22,UFC 281,Matt Frevola,Ottman Azaitar,2.55,1.61,Matt Frevola,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1031,12th Nov 22,UFC 281,Karolina Kowalkiewicz,Silvana Gomez Juarez,2.05,1.91,Karolina Kowalkiewicz,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1031,12th Nov 22,UFC 281,Mike Trizano,Seung Woo Choi,2.45,1.59,Mike Trizano,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1031,12th Nov 22,UFC 281,Julio Arce,Montel Jackson,2.75,1.53,Montel Jackson,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1031,12th Nov 22,UFC 281,Carlos Ulberg,Nick Negumereanu,1.80,2.15,Carlos Ulberg,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1083,5th Nov 22,UFC Fight Night: Rodriguez vs. Lemos,Marina Alcalde Rodriguez,Amanda Lemos,1.44,3.22,Amanda Lemos,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1083,5th Nov 22,UFC Fight Night: Rodriguez vs. Lemos,Neil Magny,Daniel Rodriguez,1.91,2.00,Neil Magny,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1083,5th Nov 22,UFC Fight Night: Rodriguez vs. Lemos,Darrick Minner,Yilan Sha,4.30,1.33,Yilan Sha,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1083,5th Nov 22,UFC Fight Night: Rodriguez vs. Lemos,Tagir Ulanbekov,Nathan Maness,1.44,3.11,Tagir Ulanbekov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1083,5th Nov 22,UFC Fight Night: Rodriguez vs. Lemos,Grant Dawson,Mark O. Madsen,1.50,2.90,Grant Dawson,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1083,5th Nov 22,UFC Fight Night: Rodriguez vs. Lemos,Miranda Maverick,Shanna Young,1.14,8.25,Miranda Maverick,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1083,5th Nov 22,UFC Fight Night: Rodriguez vs. Lemos,Mario Bautista,Benito Lopez,1.30,4.50,Mario Bautista,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1083,5th Nov 22,UFC Fight Night: Rodriguez vs. Lemos,Jinh Yu Frey,Polyana Viana,2.25,1.74,Polyana Viana,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1083,5th Nov 22,UFC Fight Night: Rodriguez vs. Lemos,Johnny Munoz,Liudvik Sholinian,1.40,3.00,Johnny Munoz,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1083,5th Nov 22,UFC Fight Night: Rodriguez vs. Lemos,Carlos Candelario,Jake Hadley,3.35,1.38,Jake Hadley,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1083,5th Nov 22,UFC Fight Night: Rodriguez vs. Lemos,Ramona Pascual,Tamires Vidal,2.10,1.95,Tamires Vidal,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1081,29th Oct 22,UFC Fight Night: Kattar vs. Allen,Calvin Kattar,Arnold Allen,2.15,1.88,Arnold Allen,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1081,29th Oct 22,UFC Fight Night: Kattar vs. Allen,Max Griffin,Tim Means,1.54,2.66,Max Griffin,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1081,29th Oct 22,UFC Fight Night: Kattar vs. Allen,Jared Vanderaa,Waldo Cortes-Acosta,2.88,1.49,Waldo Cortes-Acosta,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1081,29th Oct 22,UFC Fight Night: Kattar vs. Allen,Tresean Gore,Josh Fremd,2.40,1.65,Tresean Gore,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1081,29th Oct 22,UFC Fight Night: Kattar vs. Allen,Dustin Jacoby,Khalil Rountree,1.57,2.62,Khalil Rountree,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1081,29th Oct 22,UFC Fight Night: Kattar vs. Allen,Roman Dolidze,Phil Hawes,2.63,1.57,Roman Dolidze,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1081,29th Oct 22,UFC Fight Night: Kattar vs. Allen,Andrei Arlovski,Marcos Rogerio de Lima,3.15,1.40,Marcos Rogerio de Lima,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1081,29th Oct 22,UFC Fight Night: Kattar vs. Allen,Joseph Holmes,Jun Yong Park,2.94,1.50,Jun Yong Park,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1081,29th Oct 22,UFC Fight Night: Kattar vs. Allen,Chase Hooper,Steve Garcia,1.33,3.75,Steve Garcia,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1081,29th Oct 22,UFC Fight Night: Kattar vs. Allen,Cody Durden,Carlos Mota,2.45,1.65,Cody Durden,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1081,29th Oct 22,UFC Fight Night: Kattar vs. Allen,Christian Rodriguez,Joshua Weems,1.25,4.50,Christian Rodriguez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1016,22nd Oct 22,UFC 280,Charles Oliveira,Islam Makhachev,2.85,1.60,Islam Makhachev,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1016,22nd Oct 22,UFC 280,Aljamain Sterling,T.J. Dillashaw,1.67,2.65,Aljamain Sterling,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1016,22nd Oct 22,UFC 280,Petr Yan,Sean O'Malley,1.34,3.45,Sean O'Malley,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1016,22nd Oct 22,UFC 280,Beneil Dariush,Mateusz Gamrot,3.20,1.47,Beneil Dariush,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1016,22nd Oct 22,UFC 280,Manon Fiorot,Katlyn Chookagian,1.44,2.95,Manon Fiorot,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1016,22nd Oct 22,UFC 280,Belal Muhammad,Sean Brady,2.26,1.80,Belal Muhammad,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1016,22nd Oct 22,UFC 280,Makhmud Muradov,Caio Borralho,2.97,1.48,Caio Borralho,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1016,22nd Oct 22,UFC 280,Volkan Oezdemir,Nikita Krylov,2.65,1.57,Nikita Krylov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1016,22nd Oct 22,UFC 280,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,1.74,2.40,Abubakar Nurmagomedov,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1016,22nd Oct 22,UFC 280,Armen Petrosyan,AJ Dobson,inf,inf,Armen Petrosyan,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1016,22nd Oct 22,UFC 280,Muhammad Mokaev,Malcolm Gordon,1.09,9.70,Muhammad Mokaev,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1016,22nd Oct 22,UFC 280,Lina Lansberg,Karol Rosa,4.40,1.30,Karol Rosa,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1044,15th Oct 22,UFC Fight Night: Grasso vs. Araujo,Alexa Grasso,Viviane Araujo,1.48,2.90,Alexa Grasso,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1044,15th Oct 22,UFC Fight Night: Grasso vs. Araujo,Cub Swanson,Jonathan Martinez,2.90,1.49,Jonathan Martinez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1044,15th Oct 22,UFC Fight Night: Grasso vs. Araujo,Dusko Todorovic,Jordan Wright,1.48,2.90,Dusko Todorovic,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1044,15th Oct 22,UFC Fight Night: Grasso vs. Araujo,Raphael Assuncao,Victor Henry,4.50,1.26,Raphael Assuncao,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1044,15th Oct 22,UFC Fight Night: Grasso vs. Araujo,Misha Cirkunov,Alonzo Menifield,2.80,1.53,Alonzo Menifield,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1044,15th Oct 22,UFC Fight Night: Grasso vs. Araujo,Mana Martinez,Brandon Davis,1.70,2.37,Mana Martinez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1044,15th Oct 22,UFC Fight Night: Grasso vs. Araujo,Jacob Malkoun,Nick Maximov,2.20,1.77,Jacob Malkoun,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1044,15th Oct 22,UFC Fight Night: Grasso vs. Araujo,Lucas Alexander,Joanderson Brito,4.65,1.28,Joanderson Brito,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1044,15th Oct 22,UFC Fight Night: Grasso vs. Araujo,Piera Rodriguez,Sam Hughes,1.60,2.55,Piera Rodriguez,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1044,15th Oct 22,UFC Fight Night: Grasso vs. Araujo,Carlos Vergara,Tatsuro Taira,3.55,1.42,Tatsuro Taira,2023-12-28 11:40:25.898186
http://www.betmma.tips/mma_event_betting_history.php?Event=1044,15th Oct 22,UFC Fight Night: Grasso vs. Araujo,Mike Jackson,Pete Rodriguez,6.25,1.15,Pete Rodriguez,2023-12-28 11:40:25.898186
