event_name,event_date,weight_class,fighter1,fighter2,method,round,outcome,timestamp
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,Lightweight,Luis Pena,Matt Wiman,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,Heavyweight,Jairzinho Rozenstruik,Allen Crowder,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,Women's Flyweight,Molly McCann,Ariane Lipski,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Moicano vs. The Korean Zombie,2019-06-22,Middleweight,Deron Winn,Eric Spicely,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 238: Cejudo vs. Moraes,2019-06-08,Bantamweight,Henry Cejudo,Marlon Moraes,KO/TKO              Punches,3,fighter1,2023-09-21 02:02:55.178363
UFC 238: Cejudo vs. Moraes,2019-06-08,Women's Flyweight,Valentina Shevchenko,Jessica Eye,KO/TKO              Kick,2,fighter1,2023-09-21 02:02:55.178363
UFC 238: Cejudo vs. Moraes,2019-06-08,Lightweight,Tony Ferguson,Donald Cerrone,KO/TKO,2,fighter1,2023-09-21 02:02:55.178363
UFC 238: Cejudo vs. Moraes,2019-06-08,Bantamweight,Petr Yan,Jimmie Rivera,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 238: Cejudo vs. Moraes,2019-06-08,Heavyweight,Blagoy Ivanov,Tai Tuivasa,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 238: Cejudo vs. Moraes,2019-06-08,Women's Strawweight,Tatiana Suarez,Nina Nunes,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 238: Cejudo vs. Moraes,2019-06-08,Bantamweight,Aljamain Sterling,Pedro Munhoz,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 238: Cejudo vs. Moraes,2019-06-08,Women's Strawweight,Alexa Grasso,Karolina Kowalkiewicz,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 238: Cejudo vs. Moraes,2019-06-08,Featherweight,Calvin Kattar,Ricardo Lamas,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 238: Cejudo vs. Moraes,2019-06-08,Women's Strawweight,Yan Xiaonan,Angela Hill,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 238: Cejudo vs. Moraes,2019-06-08,Middleweight,Darren Stewart,Bevon Lewis,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 238: Cejudo vs. Moraes,2019-06-08,Bantamweight,Eddie Wineland,Grigory Popov,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC 238: Cejudo vs. Moraes,2019-06-08,Women's Flyweight,Katlyn Chookagian,Joanne Wood,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Light Heavyweight,Anthony Smith,Alexander Gustafsson,SUB              Rear Naked Choke,4,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Light Heavyweight,Aleksandar Rakic,Jimi Manuwa,KO/TKO              Kick,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Featherweight,Makwan Amirkhani,Chris Fishgold,SUB              Anaconda Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Lightweight,Christos Giagos,Damir Hadzovic,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Featherweight,Daniel Teymur,Sung Bin Jo,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Welterweight,Sergey Khandozhko,Rostem Akman,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Women's Bantamweight,Lina Lansberg,Tonya Evinger,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Lightweight,Leonardo Santos,Stevie Ray,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Lightweight,Frank Camacho,Nick Hein,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Women's Bantamweight,Bea Malecki,Duda Santana,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Light Heavyweight,Devin Clark,Darko Stosic,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,Lightweight,Joel Alvarez,Danilo Belluardo,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Welterweight,Rafael Dos Anjos,Kevin Lee,SUB              Arm Triangle,4,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Middleweight,Ian Heinisch,Antonio Carlos Junior,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Women's Featherweight,Felicia Spencer,Megan Anderson,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Welterweight,Vicente Luque,Derrick Krantz,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Lightweight,Charles Oliveira,Nik Lentz,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Lightweight,Davi Ramos,Austin Hubbard,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Women's Bantamweight,Aspen Ladd,Sijara Eubanks,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Lightweight,Desmond Green,Charles Jourdain,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Welterweight,Michel Pereira,Danny Roberts,KO/TKO              Flying Knee,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Featherweight,Grant Dawson,Michael Trizano,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Light Heavyweight,Ed Herman,Patrick Cummins,KO/TKO              Knee,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Middleweight,Zak Cummings,Trevin Giles,SUB              Guillotine Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Dos Anjos vs. Lee,2019-05-18,Featherweight,Julio Arce,Julian Erosa,KO/TKO              Kick,3,fighter1,2023-09-21 02:02:55.178363
UFC 237: Namajunas vs. Andrade,2019-05-11,Women's Strawweight,Jessica Andrade,Rose Namajunas,KO/TKO              Slam,2,fighter1,2023-09-21 02:02:55.178363
UFC 237: Namajunas vs. Andrade,2019-05-11,Middleweight,Jared Cannonier,Anderson Silva,KO/TKO              Kick,1,fighter1,2023-09-21 02:02:55.178363
UFC 237: Namajunas vs. Andrade,2019-05-11,Featherweight,Alexander Volkanovski,Jose Aldo,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 237: Namajunas vs. Andrade,2019-05-11,Welterweight,Laureano Staropoli,Thiago Alves,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 237: Namajunas vs. Andrade,2019-05-11,Women's Bantamweight,Irene Aldana,Bethe Correia,SUB              Armbar,3,fighter1,2023-09-21 02:02:55.178363
UFC 237: Namajunas vs. Andrade,2019-05-11,Light Heavyweight,Ryan Spann,Rogerio Nogueira,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 237: Namajunas vs. Andrade,2019-05-11,Lightweight,Thiago Moises,Kurt Holobaugh,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 237: Namajunas vs. Andrade,2019-05-11,Welterweight,Warlley Alves,Sergio Moraes,KO/TKO              Punch,3,fighter1,2023-09-21 02:02:55.178363
UFC 237: Namajunas vs. Andrade,2019-05-11,Lightweight,Clay Guida,BJ Penn,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 237: Namajunas vs. Andrade,2019-05-11,Women's Flyweight,Luana Carolina,Priscila Cachoeira,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 237: Namajunas vs. Andrade,2019-05-11,Bantamweight,Raoni Barcelos,Carlos Huachin,KO/TKO              Elbows,2,fighter1,2023-09-21 02:02:55.178363
UFC 237: Namajunas vs. Andrade,2019-05-11,Women's Bantamweight,Viviane Araujo,Talita Bernardo,KO/TKO              Punch,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,Lightweight,Donald Cerrone,Al Iaquinta,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,Middleweight,Derek Brunson,Elias Theodorou,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,Featherweight,Shane Burgos,Cub Swanson,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,Bantamweight,Merab Dvalishvili,Brad Katona,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,Heavyweight,Walt Harris,Serghei Spivac,KO/TKO              Knees,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,Middleweight,Andrew Sanchez,Marc-Andre Barriault,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,Women's Bantamweight,Macy Chiasson,Sarah Moras,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,Bantamweight,Vince Morales,Aiemann Zahabi,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,Welterweight,Nordine Taleb,Kyle Prepolec,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,Featherweight,Matt Sayles,Kyle Nelson,SUB              Arm Triangle,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,Heavyweight,Arjan Bhullar,Juan Adams,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,Bantamweight,Cole Smith,Mitch Gagnon,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Middleweight,Jack Hermansson,Jacare Souza,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Heavyweight,Greg Hardy,Dmitrii Smoliakov,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Welterweight,Mike Perry,Alex Oliveira,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Light Heavyweight,Glover Teixeira,Ion Cutelaba,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Bantamweight,Cory Sandhagen,John Lineker,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Lightweight,Roosevelt Roberts,Thomas Gifford,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Welterweight,Takashi Sato,Ben Saunders,KO/TKO              Elbows,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Heavyweight,Augusto Sakai,Andrei Arlovski,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Women's Strawweight,Carla Esparza,Virna Jandiroba,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Lightweight,Gilbert Burns,Mike Davis,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Lightweight,Jim Miller,Jason Gonzalez,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Women's Strawweight,Angela Hill,Jodie Esquibel,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Jacare vs. Hermansson,2019-04-27,Welterweight,Dhiego Lima,Court McGee,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Heavyweight,Alistair Overeem,Aleksei Oleinik,KO/TKO              Knee,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Lightweight,Islam Makhachev,Arman Tsarukyan,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Heavyweight,Sergei Pavlovich,Marcelo Golm,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Women's Flyweight,Roxanne Modafferi,Antonina Shevchenko,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Middleweight,Krzysztof Jotko,Alen Amedovski,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Featherweight,Movsar Evloev,SeungWoo Choi,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Welterweight,Sultan Aliev,Keita Nakamura,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Lightweight,Alexander Yakovlev,Alex Da Silva,SUB              Schultz Front Headlock,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Heavyweight,Shamil Abdurakhimov,Marcin Tybura,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Light Heavyweight,Michal Oleksiejczuk,Gadzhimurad Antigulov,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Overeem vs. Oleinik,2019-04-20,Lightweight,Magomed Mustafaev,Rafael Fiziev,KO/TKO              Spinning Back Kick,1,fighter1,2023-09-21 02:02:55.178363
UFC 236: Holloway vs. Poirier 2,2019-04-13,Lightweight,Dustin Poirier,Max Holloway,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 236: Holloway vs. Poirier 2,2019-04-13,Middleweight,Israel Adesanya,Kelvin Gastelum,U-DEC,5,fighter1,2023-09-21 02:02:55.178363
UFC 236: Holloway vs. Poirier 2,2019-04-13,Light Heavyweight,Khalil Rountree Jr.,Eryk Anders,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 236: Holloway vs. Poirier 2,2019-04-13,Welterweight,Dwight Grant,Alan Jouban,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 236: Holloway vs. Poirier 2,2019-04-13,Light Heavyweight,Nikita Krylov,Ovince Saint Preux,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC 236: Holloway vs. Poirier 2,2019-04-13,Lightweight,Matt Frevola,Jalin Turner,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 236: Holloway vs. Poirier 2,2019-04-13,Flyweight,Alexandre Pantoja,Wilson Reis,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 236: Holloway vs. Poirier 2,2019-04-13,Welterweight,Max Griffin,Zelim Imadaev,M-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 236: Holloway vs. Poirier 2,2019-04-13,Bantamweight,Khalid Taha,Boston Salmon,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC 236: Holloway vs. Poirier 2,2019-04-13,Welterweight,Belal Muhammad,Curtis Millender,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 236: Holloway vs. Poirier 2,2019-04-13,Bantamweight,Montel Jackson,Andre Soukhamthath,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 236: Holloway vs. Poirier 2,2019-04-13,Women's Flyweight,Poliana Botelho,Lauren Mueller,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC 236: Holloway vs. Poirier 2,2019-04-13,Bantamweight,Brandon Davis,Randy Costa,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Lightweight,Justin Gaethje,Edson Barboza,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Middleweight,Jack Hermansson,David Branch,SUB              Guillotine Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Featherweight,Josh Emmett,Michael Johnson,KO/TKO              Punch,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Women's Strawweight,Michelle Waterson-Gomez,Karolina Kowalkiewicz,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Light Heavyweight,Paul Craig,Kennedy Nzechukwu,SUB              Triangle Choke,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Featherweight,Sodiq Yusuff,Sheymon Moraes,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Women's Strawweight,Marina Rodriguez,Jessica Aguilar,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Lightweight,Desmond Green,Ross Pearson,KO/TKO              Punches,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Featherweight,Kevin Aguilar,Enrique Barzola,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Middleweight,Kevin Holland,Gerald Meerschaert,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Bantamweight,Casey Kenney,Ray Borg,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Women's Flyweight,Maryna Moroz,Sabina Mazo,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Barboza vs. Gaethje,2019-03-30,Bantamweight,Alex Perez,Mark De La Rosa,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Pettis,2019-03-23,Welterweight,Anthony Pettis,Stephen Thompson,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Pettis,2019-03-23,Heavyweight,Curtis Blaydes,Justin Willis,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Pettis,2019-03-23,Lightweight,John Makdessi,Jesus Pinedo,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Pettis,2019-03-23,Flyweight,Jussier Formiga,Deiveson Figueiredo,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Pettis,2019-03-23,Featherweight,Luis Pena,Steven Peterson,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Pettis,2019-03-23,Women's Flyweight,Maycee Barber,JJ Aldrich,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Pettis,2019-03-23,Featherweight,Bryce Mitchell,Bobby Moffett,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Pettis,2019-03-23,Bantamweight,Marlon Vera,Frankie Saenz,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Pettis,2019-03-23,Women's Flyweight,Jennifer Maia,Alexis Davis,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Pettis,2019-03-23,Women's Strawweight,Randa Markos,Angela Hill,SUB              Armbar,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Pettis,2019-03-23,Bantamweight,Chris Gutierrez,Ryan MacDonald,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Pettis,2019-03-23,Flyweight,Jordan Espinosa,Eric Shelton,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Till vs. Masvidal,2019-03-16,Welterweight,Jorge Masvidal,Darren Till,KO/TKO              Punch,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Till vs. Masvidal,2019-03-16,Welterweight,Leon Edwards,Gunnar Nelson,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Till vs. Masvidal,2019-03-16,Light Heavyweight,Dominick Reyes,Volkan Oezdemir,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Till vs. Masvidal,2019-03-16,Bantamweight,Nathaniel Wood,Jose Quinonez,SUB              Rear Naked Choke,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Till vs. Masvidal,2019-03-16,Welterweight,Claudio Silva,Danny Roberts,SUB              Armbar,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Till vs. Masvidal,2019-03-16,Middleweight,Jack Marshman,John Phillips,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Till vs. Masvidal,2019-03-16,Featherweight,Arnold Allen,Jordan Rinaldi,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Till vs. Masvidal,2019-03-16,Lightweight,Marc Diakiese,Joe Duffy,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Till vs. Masvidal,2019-03-16,Light Heavyweight,Saparbeg Safarov,Nicolae Negumereanu,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Till vs. Masvidal,2019-03-16,Featherweight,Dan Ige,Danny Henry,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Till vs. Masvidal,2019-03-16,Women's Flyweight,Molly McCann,Priscila Cachoeira,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Till vs. Masvidal,2019-03-16,Featherweight,Mike Grundy,Nad Narimani,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Lewis vs. Dos Santos,2019-03-09,Heavyweight,Junior Dos Santos,Derrick Lewis,KO/TKO              Punches,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Lewis vs. Dos Santos,2019-03-09,Welterweight,Elizeu Zaleski dos Santos,Curtis Millender,SUB              Rear Naked Choke,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Lewis vs. Dos Santos,2019-03-09,Welterweight,Niko Price,Tim Means,KO/TKO              Punch,1,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Lewis vs. Dos Santos,2019-03-09,Heavyweight,Blagoy Ivanov,Ben Rothwell,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Lewis vs. Dos Santos,2019-03-09,Lightweight,Beneil Dariush,Drew Dober,SUB              Armbar,2,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Lewis vs. Dos Santos,2019-03-09,Middleweight,Omari Akhmedov,Tim Boetsch,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Lewis vs. Dos Santos,2019-03-09,Welterweight,Anthony Rocco Martin,Sergio Moraes,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Lewis vs. Dos Santos,2019-03-09,Women's Bantamweight,Yana Santos,Marion Reneau,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Lewis vs. Dos Santos,2019-03-09,Featherweight,Grant Dawson,Julian Erosa,U-DEC,3,fighter1,2023-09-21 02:02:55.178363
UFC Fight Night: Lewis vs. Dos Santos,2019-03-09,Heavyweight,Maurice Greene,Jeff Hughes,S-DEC,3,fighter1,2023-09-21 02:02:55.178363
