event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp
UFC Fight Night: Rivera vs. Moraes,June 01 2018,"Utica, New York, USA",Women's Flyweight,Sijara Eubanks,Lauren Murphy,fighter1,0                                  0,75                                  49,2                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Rivera vs. Moraes,June 01 2018,"Utica, New York, USA",Lightweight,David Teymur,Nik Lentz,fighter1,0                                  0,67                                  61,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Rivera vs. Moraes,June 01 2018,"Utica, New York, USA",Welterweight,Belal Muhammad,Chance Rencountre,fighter1,0                                  0,70                                  16,3                                  0,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Rivera vs. Moraes,June 01 2018,"Utica, New York, USA",Lightweight,Desmond Green,Gleison Tibau,fighter1,0                                  0,77                                  28,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Rivera vs. Moraes,June 01 2018,"Utica, New York, USA",Bantamweight,Nathaniel Wood,Johnny Eduardo,fighter1,0                                  0,33                                  37,0                                  0,1                                  0,SUB              D'Arce Choke,2,2:18,2023-09-21 02:02:55.178363
UFC Fight Night: Rivera vs. Moraes,June 01 2018,"Utica, New York, USA",Flyweight,Jose Torres,Jarred Brooks,fighter1,0                                  0,22                                  31,1                                  2,0                                  0,KO/TKO              Punches,2,2:55,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Till,May 27 2018,"Liverpool, England, United Kingdom",Welterweight,Darren Till,Stephen Thompson,fighter1,1                                  0,38                                  30,0                                  0,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Till,May 27 2018,"Liverpool, England, United Kingdom",Welterweight,Neil Magny,Craig White,fighter1,1                                  0,18                                  6,0                                  0,0                                  0,KO/TKO              Knee,1,4:32,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Till,May 27 2018,"Liverpool, England, United Kingdom",Featherweight,Arnold Allen,Mads Burnell,fighter1,0                                  0,29                                  20,0                                  6,1                                  0,SUB              Guillotine Choke,3,2:41,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Till,May 27 2018,"Liverpool, England, United Kingdom",Featherweight,Makwan Amirkhani,Jason Knight,fighter1,0                                  2,27                                  29,3                                  0,0                                  1,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Till,May 27 2018,"Liverpool, England, United Kingdom",Welterweight,Claudio Silva,Nordine Taleb,fighter1,0                                  0,18                                  6,1                                  1,1                                  0,SUB              Rear Naked Choke,1,4:31,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Till,May 27 2018,"Liverpool, England, United Kingdom",Middleweight,Darren Stewart,Eric Spicely,fighter1,1                                  0,34                                  15,0                                  0,0                                  0,KO/TKO              Punch,2,1:47,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Till,May 27 2018,"Liverpool, England, United Kingdom",Middleweight,Tom Breese,Daniel Kelly,fighter1,1                                  0,23                                  6,0                                  0,0                                  0,KO/TKO              Punch,1,3:33,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Till,May 27 2018,"Liverpool, England, United Kingdom",Women's Bantamweight,Lina Lansberg,Gina Mazany,fighter1,0                                  0,40                                  38,1                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Till,May 27 2018,"Liverpool, England, United Kingdom",Welterweight,Carlo Pedersoli Jr.,Brad Scott,fighter1,0                                  1,67                                  58,3                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Till,May 27 2018,"Liverpool, England, United Kingdom",Women's Flyweight,Gillian Robertson,Molly McCann,fighter1,0                                  0,17                                  10,2                                  0,1                                  0,SUB              Rear Naked Choke,2,2:05,2023-09-21 02:02:55.178363
UFC Fight Night: Thompson vs. Till,May 27 2018,"Liverpool, England, United Kingdom",Middleweight,Elias Theodorou,Trevor Smith,fighter1,0                                  0,77                                  41,0                                  3,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Maia vs. Usman,May 19 2018,"Santiago, Chile",Welterweight,Kamaru Usman,Demian Maia,fighter1,1                                  0,66                                  27,0                                  0,0                                  0,U-DEC,5,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Maia vs. Usman,May 19 2018,"Santiago, Chile",Women's Strawweight,Tatiana Suarez,Alexa Grasso,fighter1,0                                  0,2                                  6,2                                  0,1                                  0,SUB              Rear Naked Choke,1,2:44,2023-09-21 02:02:55.178363
UFC Fight Night: Maia vs. Usman,May 19 2018,"Santiago, Chile",Light Heavyweight,Dominick Reyes,Jared Cannonier,fighter1,1                                  0,20                                  6,0                                  0,0                                  0,KO/TKO              Punch,1,2:55,2023-09-21 02:02:55.178363
UFC Fight Night: Maia vs. Usman,May 19 2018,"Santiago, Chile",Bantamweight,Guido Cannetti,Diego Rivas,fighter1,0                                  0,25                                  22,1                                  2,1                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
UFC Fight Night: Maia vs. Usman,May 19 2018,"Santiago, Chile",Women's Flyweight,Andrea Lee,Veronica Hardy,fighter1,0                                  0,56                                  24,3                                  1,2                                  1,U-DEC,3,5:00,2023-09-21 02:02:55.178363
