event,favourite,underdog,favourite_odds,underdog_odds,outcome
UFC on ESPN 3,John Lineker,Cory Sandhagen,1.69,2.4,underdog
UFC on ESPN 3,Roosevelt Roberts,Thomas Gifford,1.23,5.0,favourite
UFC on ESPN 3,Takashi Sato,Ben Saunders,1.47,3.05,favourite
UFC on ESPN 3,Augusto Sakai,Andrei Arlovski,1.67,2.5,favourite
UFC on ESPN 3,Carla Esparza,Virna Jandiroba,2.0,2.16,favourite
UFC on ESPN 3,Gilbert Burns,Mike Davis,1.42,3.25,favourite
UFC on ESPN 3,Jim Miller,Jason Gonzalez,1.87,2.25,favourite
UFC on ESPN 3,Angela Hill,Jodie Esquibel,1.22,6.05,favourite
UFC on ESPN 3,Court McGee,Dhiego Lima,1.69,2.6,underdog
UFC Fight Night 150,Al Iaquinta,Donald Cerrone,1.8,2.2,underdog
UFC Fight Night 150,Elias Theodorou,Derek Brunson,1.95,2.03,underdog
UFC Fight Night 150,Shane Burgos,Cub Swanson,1.65,2.64,favourite
UFC Fight Night 150,Merab Dvalishvili,Brad Katona,1.65,2.57,favourite
UFC Fight Night 150,Walt Harris,Sergey Spivak,1.62,2.5,favourite
UFC Fight Night 150,Andrew Sanchez,Marc-Andre Barriault,1.67,2.45,favourite
UFC Fight Night 150,Macy Chiasson,Sarah Moras,1.17,6.4,favourite
UFC Fight Night 150,Aiemann Zahabi,Vincent Morales,1.62,2.6,underdog
UFC Fight Night 150,Nordine Taleb,Kyle Prepolec,1.25,4.9,favourite
UFC Fight Night 150,Matt Sayles,Kyle Nelson,1.55,2.8,favourite
UFC Fight Night 150,Juan Adams,Arjan Bhullar,1.77,2.22,underdog
UFC Fight Night 150,Mitch Gagnon,Cole Smith,1.85,2.15,underdog
UFC 237,Jessica Andrade,Rose Namajunas,1.87,2.38,favourite
UFC 237,Jared Cannonier,Anderson Silva,1.9,2.05,favourite
UFC 237,Jose Aldo,Alex Volkanovski,1.83,2.35,underdog
UFC 237,Thiago Alves,Laureano Staropoli,1.91,2.1,underdog
UFC 237,Irene Aldana,Bethe Correia,1.3,4.36,favourite
UFC 237,Ryan Spann,Rogerio Nogueira,1.83,2.2,favourite
UFC 237,Thiago Moises,Kurt Holobaugh,1.87,2.11,favourite
UFC 237,Warlley Alves,Sergio Moraes,1.77,2.25,favourite
UFC 237,Clay Guida,B.J. Penn,1.18,6.7,favourite
UFC 237,Luana Carolina,Priscila Cachoeira,1.61,2.58,favourite
UFC 237,Raoni Barcelos,Carlos Huachin,1.11,9.0,favourite
UFC 237,Talita Bernardo,Viviane Araujo,1.37,3.51,underdog
UFC Fight Night 152,Kevin Lee,Rafael dos Anjos,1.74,2.35,underdog
UFC Fight Night 152,Antonio Carlos Junior,Ian Heinisch,1.62,2.5,underdog
UFC Fight Night 152,Megan Anderson,Felicia Spencer,1.49,2.9,underdog
UFC Fight Night 152,Vicente Luque,Derrick Krantz,1.1,9.25,favourite
UFC Fight Night 152,Charles Oliveira,Nik Lentz,1.29,4.28,favourite
UFC Fight Night 152,Davi Ramos,Austin Hubbard,1.21,5.35,favourite
UFC Fight Night 152,Aspen Ladd,Sijara Eubanks,1.4,3.5,favourite
UFC Fight Night 152,Desmond Green,Charles Jourdain,1.17,7.6,favourite
UFC Fight Night 152,Danny Roberts,Michel Pereira,1.42,3.2,underdog
UFC Fight Night 152,Grant Dawson,Mike Trizano,1.73,2.45,favourite
UFC Fight Night 152,Patrick Cummins,Ed Herman,1.43,3.15,underdog
UFC Fight Night 152,Trevin Giles,Zak Cummings,1.62,2.74,underdog
UFC Fight Night 152,Julio Arce,Julian Erosa,1.14,7.0,favourite
UFC Fight Night 153,Alexander Gustafsson,Anthony Smith,1.34,3.85,underdog
UFC Fight Night 153,Aleksandar Rakic,Jimi Manuwa,1.44,3.25,favourite
UFC Fight Night 153,Makwan Amirkhani,Chris Fishgold,1.91,2.13,favourite
UFC Fight Night 153,Damir Hadzovic,Christos Giagos,1.65,2.45,underdog
UFC Fight Night 153,Sung Bin Jo,Daniel Teymur,1.77,2.3,underdog
UFC Fight Night 153,Sergey Khandozhko,Rostem Akman,1.69,2.45,favourite
UFC Fight Night 153,Tonya Evinger,Lina Lansberg,1.33,4.15,underdog
UFC Fight Night 153,Leonardo Santos,Stevie Ray,1.67,2.5,favourite
UFC Fight Night 153,Frank Camacho,Nick Hein,1.8,2.21,favourite
UFC Fight Night 153,Bea Malecki,Duda Santana,1.88,2.1,favourite
UFC Fight Night 153,Darko Stosic,Devin Clark,2.04,2.05,underdog
UFC Fight Night 153,Danilo Belluardo,Joel Alvarez,1.93,2.0,underdog
UFC 238,Marlon Moraes,Henry Cejudo,1.81,2.5,underdog
UFC 238,Valentina Shevchenko,Jessica Eye,1.1,9.3,favourite
UFC 238,Tony Ferguson,Donald Cerrone,1.53,2.93,favourite
UFC 238,Petr Yan,Jimmie Rivera,1.34,4.15,favourite
UFC 238,Tai Tuivasa,Blagoy Ivanov,1.71,2.45,underdog
UFC 238,Tatiana Suarez,Nina Nunes,1.17,6.75,favourite
UFC 238,Aljamain Sterling,Pedro Munhoz,1.73,2.5,favourite
UFC 238,Alexa Grasso,Karolina Kowalkiewicz,2.0,2.08,favourite
UFC 238,Calvin Kattar,Ricardo Lamas,1.67,2.62,favourite
UFC 238,Yan Xiaonan,Angela Hill,1.53,3.15,favourite
UFC 238,Bevon Lewis,Darren Stewart,1.63,2.6,underdog
UFC 238,Eddie Wineland,Grigory Popov,1.73,2.41,favourite
UFC 238,Joanne Wood,Katlyn Chookagian,1.98,1.98,underdog
UFC Fight Night 154,Renato Moicano,Chan Sung Jung,1.54,2.81,underdog
UFC Fight Night 154,Bryan Barberena,Randy Brown,1.45,3.25,underdog
UFC Fight Night 154,Andre Ewell,Anderson dos Santos,1.91,2.23,favourite
UFC Fight Night 154,Andrea Lee,Montana De La Rosa,1.61,2.65,favourite
UFC Fight Night 154,Kevin Holland,Alessio Di Chirico,1.51,3.0,favourite
UFC Fight Night 154,Kevin Aguilar,Dan Ige,1.74,2.33,underdog
UFC Fight Night 154,Ashley Yoder,Syuri Kondo,1.8,2.15,favourite
UFC Fight Night 154,Luis Pena,Matt Wiman,1.28,4.28,favourite
UFC Fight Night 154,Jairzinho Rozenstruik,Allen Crowder,1.5,2.99,favourite
UFC Fight Night 154,Ariane Lipski,Molly McCann,1.43,3.34,underdog
UFC Fight Night 154,Deron Winn,Eric Spicely,1.36,4.09,favourite
UFC on ESPN 3,Francis Ngannou,Junior dos Santos,1.5,2.9,favourite
UFC on ESPN 3,Joseph Benavidez,Jussier Formiga,1.87,2.2,favourite
UFC on ESPN 3,Demian Maia,Tony Martin,1.57,2.69,favourite
UFC on ESPN 3,Roosevelt Roberts,Vinc Pichel,1.4,3.3,underdog
UFC on ESPN 3,Drew Dober,Marco Polo Reyes,1.29,4.65,favourite
UFC on ESPN 3,Alonzo Menifield,Paul Craig,1.36,3.72,favourite
UFC on ESPN 3,Ricardo Ramos,Journey Newson,1.3,4.4,favourite
UFC on ESPN 3,Eryk Anders,Vinicius Moreira,1.35,3.75,favourite
UFC on ESPN 3,Jared Gordon,Dan Moret,1.31,3.95,favourite
UFC on ESPN 3,Dalcha Lungiambula,Dequan Townsend,1.3,4.55,favourite
UFC on ESPN 3,Emily Whitmire,Amanda Ribas,1.59,2.7,underdog
UFC on ESPN 3,Maurice Greene,Junior Albini,1.91,2.02,favourite
UFC 239,Jon Jones,Thiago Santos,1.19,6.13,favourite
UFC 239,Amanda Nunes,Holly Holm,1.34,4.63,favourite
UFC 239,Ben Askren,Jorge Masvidal,1.51,2.9,underdog
UFC 239,Luke Rockhold,Jan Blachowicz,1.43,3.25,underdog
UFC 239,Michael Chiesa,Diego Sanchez,1.31,4.5,favourite
UFC 239,Arnold Allen,Gilbert Melendez,1.33,3.81,favourite
UFC 239,Marlon Vera,Nohelin Hernandez,1.23,4.9,favourite
UFC 239,Claudia Gadelha,Randa Markos,1.54,2.9,favourite
UFC 239,Yadong Song,Alejandro Perez,1.53,2.76,favourite
UFC 239,Edmen Shahbazyan,Jack Marshman,1.21,6.5,favourite
UFC 239,Ismail Naurdiev,Chance Rencountre,1.18,5.92,underdog
UFC 239,Julia Avila,Pannie Kianzad,1.44,3.2,favourite
UFC Fight Night 155,Aspen Ladd,Germaine de Randamie,1.89,2.2,underdog
UFC Fight Night 155,Ricky Simon,Urijah Faber,1.4,4.2,underdog
UFC Fight Night 155,Mirsad Bektic,Josh Emmett,1.62,2.5,underdog
UFC Fight Night 155,Karl Roberson,Wellington Turman,1.54,2.9,favourite
UFC Fight Night 155,Marvin Vettori,Cezar Ferreira,1.62,2.9,favourite
UFC Fight Night 155,Mike Rodriguez,John Allan,1.26,4.6,underdog
UFC Fight Night 155,Andre Fili,Sheymon da Silva Moraes,1.72,2.45,favourite
UFC Fight Night 155,Julianna Pena,Nicco Montano,1.53,3.07,favourite
UFC Fight Night 155,Darren Elkins,Ryan Hall,1.95,2.03,underdog
UFC Fight Night 155,Pingyuan Liu,Jonathan Martinez,1.61,2.64,underdog
UFC Fight Night 155,Livia Renata Souza,Brianna Van Buren,2.0,2.01,underdog
UFC Fight Night 155,Vincent Morales,Benito Lopez,1.99,2.05,underdog
UFC on ESPN 4,Leon Edwards,Rafael dos Anjos,1.93,2.04,favourite
UFC on ESPN 4,Walt Harris,Aleksei Oleinik,1.71,2.4,favourite
UFC on ESPN 4,Juan Adams,Greg Hardy,1.94,2.16,underdog
UFC on ESPN 4,Daniel Hooker,James Vick,1.83,2.23,favourite
UFC on ESPN 4,Alexander Hernandez,Francisco Trinaldo,1.5,2.95,favourite
UFC on ESPN 4,Ben Rothwell,Andrei Arlovski,1.58,2.65,underdog
UFC on ESPN 4,Alex Caceres,Steven Peterson,1.97,2.0,favourite
UFC on ESPN 4,Irene Aldana,Raquel Pennington,1.76,2.32,underdog
UFC on ESPN 4,Klidson Farias de Abreu,Sam Alvey,1.62,2.71,favourite
UFC on ESPN 4,Jennifer Maia,Roxanne Modafferi,1.79,2.28,favourite
UFC on ESPN 4,Ray Borg,Gabriel Silva,1.62,2.6,favourite
UFC on ESPN 4,Jin Soo Son,Mario Bautista,2.45,2.6,underdog
UFC on ESPN 4,Domingo Pilarte,Felipe Colares,1.3,4.05,underdog
UFC 240,Max Holloway,Frankie Edgar,1.32,3.84,favourite
UFC 240,Cristiane Justino,Felicia Spencer,1.25,5.0,favourite
UFC 240,Geoff Neal,Niko Price,1.33,3.85,favourite
UFC 240,Arman Tsarukyan,Olivier Aubin-Mercier,1.67,2.48,favourite
UFC 240,Krzysztof Jotko,Marc-Andre Barriault,1.62,2.6,favourite
UFC 240,Viviane Araujo,Alexis Davis,1.65,2.72,favourite
UFC 240,Hakeem Dawodu,Yoshinori Horie,1.26,4.75,favourite
UFC 240,Seung Woo Choi,Gavin Tucker,1.91,2.25,underdog
UFC 240,Alexandre Pantoja,Deiveson Figueiredo,1.8,2.17,underdog
UFC 240,Gillian Robertson,Sarah Frota,1.77,2.35,favourite
UFC 240,Erik Koch,Kyle Stewart,2.0,2.31,favourite
UFC on ESPN 5,Colby Covington,Robbie Lawler,1.44,3.78,favourite
UFC on ESPN 5,Jim Miller,Clay Guida,1.69,2.35,favourite
UFC on ESPN 5,Nasrat Haqparast,Joaquim Silva,1.36,4.3,favourite
UFC on ESPN 5,Trevin Giles,Gerald Meerschaert,1.61,2.55,underdog
UFC on ESPN 5,Scott Holtzman,Dong Hyun Ma,1.27,4.5,favourite
UFC on ESPN 5,Darko Stosic,Kennedy Nzechukwu,1.91,2.1,underdog
UFC on ESPN 5,Salim Touahri,Mickey Gall,1.89,2.1,underdog
UFC on ESPN 5,Antonina Shevchenko,Lucie Pudilova,1.71,2.36,favourite
UFC on ESPN 5,Jordan Espinosa,Matt Schnell,1.77,2.45,underdog
UFC on ESPN 5,Mara Romero Borella,Lauren Murphy,1.5,2.85,underdog
UFC on ESPN 5,Claudio Silva,Cole Williams,1.2,5.4,favourite
UFC on ESPN 5,Hannah Goldy,Miranda Granger,1.91,2.1,underdog
UFC Fight Night 156,Valentina Shevchenko,Liz Carmouche,1.11,9.75,favourite
UFC Fight Night 156,Vicente Luque,Mike Perry,1.45,3.05,favourite
UFC Fight Night 156,Luiz Garagorri,Humberto Bandenay,1.8,2.27,favourite
UFC Fight Night 156,Volkan Oezdemir,Ilir Latifi,1.67,2.6,favourite
UFC Fight Night 156,Rodolfo Vieira,Oskar Piechota,1.53,2.9,favourite
UFC Fight Night 156,Enrique Barzola,Bobby Moffett,1.71,2.41,favourite
UFC Fight Night 156,Alexey Kunchenko,Gilbert Burns,1.76,2.25,underdog
UFC Fight Night 156,Ciryl Gane,Raphael Pessoa,1.23,5.05,favourite
UFC Fight Night 156,Tecia Torres,Marina Alcalde Rodriguez,1.67,2.49,underdog
UFC Fight Night 156,Raulian Paiva,Rogerio Bontorin,1.93,2.0,underdog
UFC Fight Night 156,Geraldo De Freitas Jr.,Chris Gutierrez,1.69,2.46,underdog
UFC Fight Night 156,Alex da Silva,Rodrigo Vargas,1.36,3.84,favourite
UFC Fight Night 156,Veronica Macedo,Polyana Viana,1.74,2.3,favourite
UFC 241,Daniel Cormier,Stipe Miocic,1.75,2.39,underdog
UFC 241,Anthony Pettis,Nate Diaz,1.87,2.12,underdog
UFC 241,Yoel Romero,Paulo Costa,1.73,2.45,underdog
UFC 241,Sodiq Yusuff,Gabriel Benitez,1.39,3.45,favourite
UFC 241,Ian Heinisch,Derek Brunson,1.69,2.4,underdog
UFC 241,Devonte Smith,Khama Worthy,1.12,8.75,underdog
UFC 241,Cory Sandhagen,Raphael Assuncao,1.44,3.25,favourite
UFC 241,Drakkar Klose,Christos Giagos,1.59,2.7,favourite
UFC 241,Manny Bermudez,Casey Kenney,1.63,2.5,underdog
UFC 241,Hannah Cifers,Jodie Esquibel,1.36,3.55,favourite
UFC 241,Kyung Ho Kang,Brandon Davis,1.55,2.75,favourite
UFC 241,Sabina Mazo,Shana Dobson,1.87,2.31,favourite
UFC Fight Night 157,Jessica Andrade,Weili Zhang,1.62,2.85,underdog
UFC Fight Night 157,Elizeu Zaleski dos Santos,Li Jingliang,1.39,3.45,underdog
UFC Fight Night 157,Kai Kara-France,Mark Delarosa,1.57,2.87,favourite
UFC Fight Night 157,Derrick Krantz,Kenan Song,1.95,2.0,underdog
UFC Fight Night 157,Yanan Wu,Mizuki Inoue,inf,inf,underdog
UFC Fight Night 157,Anthony Hernandez,Jun Yong Park,1.71,2.35,favourite
UFC Fight Night 157,Andre Soukhamthath,Su Mudaerji,1.65,2.45,underdog
UFC Fight Night 157,Khadis Ibragimov,Da Un Jung,1.4,3.48,underdog
UFC Fight Night 157,Damir Ismagulov,Thiago Moises,1.51,2.86,favourite
UFC Fight Night 157,Heili Alateng,Danaa Batgerel,1.87,2.05,favourite
UFC Fight Night 157,Karol Rosa,Lara Fritzen Procopio,1.91,2.0,favourite
UFC 242,Khabib Nurmagomedov,Dustin Poirier,1.27,4.55,favourite
UFC 242,Edson Barboza,Paul Felder,1.87,2.2,underdog
UFC 242,Islam Makhachev,Davi Ramos,1.28,4.25,favourite
UFC 242,Curtis Blaydes,Shamil Abdurakhimov,1.22,5.4,favourite
UFC 242,Mairbek Taisumov,Carlos Diego Ferreira,1.37,3.48,underdog
UFC 242,Andrea Lee,Joanne Wood,1.45,3.1,underdog
UFC 242,Zubaira Tukhugov,Lerone Murphy,1.37,3.7,nan
UFC 242,Liana Jojua,Sarah Moras,1.68,2.45,underdog
UFC 242,Ottman Azaitar,Teemu Packalen,1.54,2.9,favourite
UFC 242,Belal Muhammad,Takashi Sato,1.27,4.35,favourite
UFC 242,Nordine Taleb,Muslim Salikhov,1.83,2.15,underdog
UFC 242,Omari Akhmedov,Zak Cummings,1.9,2.1,favourite
UFC 242,Don Madge,Fares Ziam,1.58,2.69,favourite
UFC Fight Night 158,Justin Gaethje,Donald Cerrone,1.59,2.65,favourite
UFC Fight Night 158,Nikita Krylov,Glover Teixeira,1.93,2.0,underdog
UFC Fight Night 158,Jeff Hughes,Todd Duffee,1.83,2.15,nan
UFC Fight Night 158,Michel Pereira,Tristan Connelly,1.23,5.0,underdog
UFC Fight Night 158,Antonio Carlos Junior,Urijah Hall,1.45,3.36,underdog
UFC Fight Night 158,Jim Crute,Misha Cirkunov,1.91,2.0,underdog
UFC Fight Night 158,Augusto Sakai,Marcin Tybura,1.87,2.2,favourite
UFC Fight Night 158,Miles Johns,Cole Smith,1.77,2.25,favourite
UFC Fight Night 158,Brad Katona,Hunter Azure,1.87,2.2,underdog
UFC Fight Night 158,Jordan Griffin,Chas Skelly,1.67,2.45,underdog
UFC Fight Night 158,Louis Smolka,Ryan MacDonald,1.48,3.0,favourite
UFC Fight Night 158,Austin Hubbard,Kyle Prepolec,1.77,2.29,favourite
UFC Fight Night 159,Yair Rodriguez,Jeremy Stephens,1.83,2.22,nan
UFC Fight Night 159,Alexa Grasso,Carla Esparza,1.71,2.4,underdog
UFC Fight Night 159,Askar Askarov,Brandon Moreno,1.69,2.4,nan
UFC Fight Night 159,Irene Aldana,Vanessa Melo,1.2,5.5,favourite
UFC Fight Night 159,Martin Bravo,Steven Peterson,1.8,2.2,underdog
UFC Fight Night 159,Jose Quinonez,Carlos Huachin,1.69,2.51,favourite
UFC Fight Night 159,Kyle Nelson,Marco Polo Reyes,1.96,2.0,favourite
UFC Fight Night 159,Ariane Carnelossi,Angela Hill,2.0,2.02,underdog
UFC Fight Night 159,Sergio Pettis,Tyson Nam,1.37,3.75,favourite
UFC Fight Night 159,Paul Craig,Vinicius Moreira,2.0,2.03,favourite
UFC Fight Night 159,Sijara Eubanks,Bethe Correia,2.0,3.79,underdog
UFC Fight Night 159,Claudio Puelles,Marcos Mariano,1.33,4.28,favourite
UFC Fight Night 160,Jack Hermansson,Jared Cannonier,1.38,3.5,underdog
UFC Fight Night 160,Mark O. Madsen,Danilo Belluardo,1.15,7.0,favourite
UFC Fight Night 160,Gilbert Burns,Gunnar Nelson,1.91,2.04,favourite
UFC Fight Night 160,Khalil Rountree,Ion Cutelaba,1.95,2.0,underdog
UFC Fight Night 160,Michal Oleksiejczuk,Ovince St Preux,1.4,3.48,underdog
UFC Fight Night 160,Alex Oliveira,Nicolas Dalby,1.85,2.38,underdog
UFC Fight Night 160,Alen Amedovski,John Phillips,1.83,2.15,underdog
UFC Fight Night 160,Makhmud Muradov,Alessio Di Chirico,1.66,2.48,favourite
UFC Fight Night 160,Ismail Naurdiev,Siyar Bahadurzada,1.5,3.0,favourite
UFC Fight Night 160,Brandon Davis,Giga Chikadze,1.66,2.45,underdog
UFC Fight Night 160,Macy Chiasson,Lina Lansberg,1.25,4.7,underdog
UFC Fight Night 160,Marc Diakiese,Lando Vannata,1.65,2.55,favourite
UFC Fight Night 160,Jack Shore,Nohelin Hernandez,1.5,3.05,favourite
UFC 243,Israel Adesanya,Robert Whittaker,1.91,2.13,favourite
UFC 243,Daniel Hooker,Al Iaquinta,1.83,2.25,favourite
UFC 243,Tai Tuivasa,Sergey Spivak,1.34,3.75,underdog
UFC 243,Dhiego Lima,Luke Jumeau,1.74,2.25,favourite
UFC 243,Justin Tafa,Yorgan De Castro,1.94,2.0,underdog
UFC 243,Jake Matthews,Rostem Akman,1.28,5.0,favourite
UFC 243,Maki Pitolo,Callan Potter,1.3,4.15,underdog
UFC 243,Brad Riddell,Jamie Mullarkey,1.62,2.5,favourite
UFC 243,Megan Anderson,Zara Fairn Dos Santos,1.24,5.2,favourite
UFC 243,Ji Yeon Kim,Nadia Kassem,1.59,2.6,favourite
UFC 243,Khalid Taha,Bruno Silva,1.49,2.95,favourite
UFC on ESPN+ 19,Joanna Jedrzejczyk,Michelle Waterson,1.34,3.7,favourite
UFC on ESPN+ 19,Kron Gracie,Cub Swanson,1.55,2.71,underdog
UFC on ESPN+ 19,Niko Price,James Vick,1.71,2.4,favourite
UFC on ESPN+ 19,Mackenzie Dern,Amanda Ribas,1.67,2.45,underdog
UFC on ESPN+ 19,Luis Pena,Matt Frevola,1.71,2.38,underdog
UFC on ESPN+ 19,Eryk Anders,Gerald Meerschaert,1.77,2.2,favourite
UFC on ESPN+ 19,Ryan Spann,Devin Clark,1.62,2.6,favourite
UFC on ESPN+ 19,Mike Davis,Thomas Gifford,1.37,3.68,favourite
UFC on ESPN+ 19,Max Griffin,Alex Morono,1.81,2.2,underdog
UFC on ESPN+ 19,Deiveson Figueiredo,Tim Elliott,1.59,2.65,favourite
UFC on ESPN+ 19,Marlon Vera,Andre Ewell,1.77,2.3,favourite
UFC on ESPN+ 19,Miguel Baeza,Hector Aldana,1.44,3.2,favourite
UFC on ESPN+ 19,Marvin Vettori,Andrew Sanchez,1.28,4.19,favourite
UFC on ESPN+ 19,J.J. Aldrich,Lauren Mueller,1.69,2.5,favourite
UFC ESPN 6,Dominick Reyes,Chris Weidman,1.57,2.7,favourite
UFC ESPN 6,Yair Rodriguez,Jeremy Stephens,1.8,2.2,favourite
UFC ESPN 6,Greg Hardy,Ben Sosoli,1.29,4.36,favourite
UFC ESPN 6,Jonathan Pearce,Joe Lauzon,1.57,2.7,underdog
UFC ESPN 6,Maycee Barber,Gillian Robertson,1.74,2.45,favourite
UFC ESPN 6,Deron Winn,Darren Stewart,1.91,2.1,underdog
UFC ESPN 6,Manny Bermudez,Charles Rosa,1.61,2.65,underdog
UFC ESPN 6,Molly McCann,Diana Belbita,1.2,5.95,favourite
UFC ESPN 6,Kyle Bochniak,Sean Woodson,2.0,2.0,underdog
UFC ESPN 6,Boston Salmon,Randy Costa,1.69,2.42,underdog
UFC ESPN 6,Sean Brady,Court McGee,1.61,2.75,favourite
UFC ESPN 6,Kevin Holland,Brendan Allen,1.66,2.6,underdog
UFC ESPN 6,Tanner Boser,Daniel Spitz,1.74,2.3,favourite
UFC Fight Night 162,Ben Askren,Demian Maia,1.67,2.43,underdog
UFC Fight Night 162,Michael Johnson,Stevie Ray,1.4,3.3,underdog
UFC Fight Night 162,Beneil Dariush,Frank Camacho,1.62,2.7,favourite
UFC Fight Night 162,Ciryl Gane,Don'tale Mayes,1.38,3.45,favourite
UFC Fight Night 162,Muslim Salikhov,Laureano Staropoli,1.65,2.45,favourite
UFC Fight Night 162,Randa Markos,Ashley Yoder,1.87,2.2,favourite
UFC Fight Night 162,Rafael Fiziev,Alex White,1.57,2.65,favourite
UFC Fight Night 162,Movsar Evloev,Enrique Barzola,1.54,2.75,favourite
UFC Fight Night 162,Sergey Pavlovich,Maurice Greene,1.48,3.1,favourite
UFC Fight Night 162,Loma Lookboonmee,Alexandra Albu,1.77,2.25,favourite
UFC Fight Night 162,Jeff Hughes,Raphael Pessoa,1.44,3.15,underdog
UFC 244,Jorge Masvidal,Nate Diaz,1.71,2.38,favourite
UFC 244,Kelvin Gastelum,Darren Till,1.51,2.95,underdog
UFC 244,Stephen Thompson,Vicente Luque,1.98,2.05,favourite
UFC 244,Derrick Lewis,Blagoy Ivanov,1.91,2.0,favourite
UFC 244,Gregor Gillespie,Kevin Lee,1.65,2.5,underdog
UFC 244,Johnny Walker,Corey Anderson,1.63,2.6,underdog
UFC 244,Shane Burgos,Makwan Amirkhani,1.48,3.05,favourite
UFC 244,Edmen Shahbazyan,Brad Tavares,1.67,2.45,favourite
UFC 244,Jairzinho Rozenstruik,Andrei Arlovski,1.71,2.37,favourite
UFC 244,Katlyn Chookagian,Jennifer Maia,1.77,2.37,favourite
UFC 244,Lyman Good,Chance Rencountre,1.94,2.02,favourite
UFC 244,Hakeem Dawodu,Julio Arce,1.93,2.1,favourite
UFC Fight Night 163,Zabit Magomedsharipov,Calvin Kattar,1.38,3.5,favourite
UFC Fight Night 163,Alexander Volkov,Greg Hardy,1.36,3.85,favourite
UFC Fight Night 163,Zelim Imadaev,Danny Roberts,1.45,3.15,underdog
UFC Fight Night 163,Khadis Ibragimov,Ed Herman,1.6,2.8,underdog
UFC Fight Night 163,Ramazan Emeev,Tony Martin,1.8,2.15,underdog
UFC Fight Night 163,Shamil Gamzatov,Klidson Farias de Abreu,1.8,2.4,favourite
UFC Fight Night 163,Magomed Ankalaev,Dalcha Lungiambula,1.32,4.0,favourite
UFC Fight Night 163,Rustam Khabilov,Sergey Khandozhko,1.45,3.3,favourite
UFC Fight Night 163,Roman Kopylov,Karl Roberson,1.89,2.1,underdog
UFC Fight Night 163,Abubakar Nurmagomedov,David Zawada,1.38,3.55,underdog
UFC Fight Night 163,Roosevelt Roberts,Alexander Yakovlev,1.84,2.14,favourite
UFC Fight Night 163,Pannie Kianzad,Jessica-Rose Clark,1.95,2.01,favourite
UFC Fight Night 163,Grigory Popov,Davey Grant,1.69,2.4,underdog
UFC Fight Night 164,Jan Blachowicz,Ronaldo Souza,1.74,2.45,favourite
UFC Fight Night 164,Mauricio Rua,Paul Craig,1.44,3.1,nan
UFC Fight Night 164,Charles Oliveira,Jared Gordon,1.26,4.7,favourite
UFC Fight Night 164,Andre Muniz,Antonio Arroyo,1.83,2.15,favourite
UFC Fight Night 164,Wellington Turman,Markus Perez,1.94,2.31,favourite
UFC Fight Night 164,James Krause,Sergio Moraes,1.56,2.75,favourite
UFC Fight Night 164,Ricardo Ramos,Luiz Garagorri,1.29,4.4,favourite
UFC Fight Night 164,Francisco Trinaldo,Bobby Green,1.74,2.25,favourite
UFC Fight Night 164,Warlley Alves,Randy Brown,1.8,2.2,underdog
UFC Fight Night 164,Douglas Silva de Andrade,Renan Barao,1.45,3.25,favourite
UFC Fight Night 164,Ariane Lipski,Isabela de Padua,inf,inf,favourite
UFC Fight Night 164,Tracy Cortez,Vanessa Melo,1.48,3.05,favourite
UFC on ESPN 7,Jairzinho Rozenstruik,Alistair Overeem,2.05,2.33,favourite
UFC on ESPN 7,Marina Alcalde Rodriguez,Cynthia Calvillo,1.74,2.35,nan
UFC on ESPN 7,Ben Rothwell,Stefan Struve,1.71,2.35,favourite
UFC on ESPN 7,Aspen Ladd,Yana Santos,1.53,2.8,favourite
UFC on ESPN 7,Yadong Song,Cody Stamann,1.5,3.1,nan
UFC on ESPN 7,Rob Font,Ricky Simon,1.73,2.35,favourite
UFC on ESPN 7,Tim Means,Thiago Alves,1.4,3.35,favourite
UFC on ESPN 7,Billy Quarantillo,Jacob Kilburn,1.33,3.75,favourite
UFC on ESPN 7,Matt Sayles,Bryce Mitchell,1.83,2.15,underdog
UFC on ESPN 7,Joe Solecki,Matt Wiman,1.29,4.4,favourite
UFC on ESPN 7,Virna Jandiroba,Mallory Martin,1.45,3.3,favourite
UFC on ESPN 7,Makhmud Muradov,Trevor Smith,1.23,5.0,favourite
UFC 245,Kamaru Usman,Colby Covington,1.95,2.75,favourite
UFC 245,Max Holloway,Alex Volkanovski,1.83,2.8,underdog
UFC 245,Amanda Nunes,Germaine de Randamie,1.27,4.79,favourite
UFC 245,Marlon Moraes,Jose Aldo,1.62,2.6,favourite
UFC 245,Petr Yan,Urijah Faber,1.24,5.8,favourite
UFC 245,Geoff Neal,Mike Perry,1.4,3.6,favourite
UFC 245,Ketlen Vieira,Irene Aldana,1.58,2.95,underdog
UFC 245,Ian Heinisch,Omari Akhmedov,1.94,2.1,underdog
UFC 245,Matt Brown,Ben Saunders,1.34,3.8,favourite
UFC 245,Chase Hooper,Daniel Teymur,1.71,2.5,favourite
UFC 245,Kai Kara-France,Brandon Moreno,1.69,2.4,underdog
UFC 245,Viviane Araujo,Jessica Eye,1.53,2.91,underdog
UFC 245,Punahele Soriano,Oskar Piechota,2.0,2.05,favourite
UFC Fight Night 165,Chan Sung Jung,Frankie Edgar,1.57,2.85,favourite
UFC Fight Night 165,Aleksandar Rakic,Volkan Oezdemir,1.69,2.35,underdog
UFC Fight Night 165,Doo Ho Choi,Charles Jourdain,1.3,4.8,underdog
