event_date,weight_class,fighter1,fighter2,outcome
2020-05-13,Heavyweight,Ben Rothwell,Ovince Saint Preux,fighter1
2020-05-13,Lightweight,Drew Dober,Alexander Hernandez,fighter1
2020-05-13,Bantamweight,Ricky Simon,Ray Borg,fighter1
2020-05-13,Heavyweight,Andrei Arlovski,Philipe Lins,fighter1
2020-05-13,Lightweight,Thiago Moises,Michael Johnson,fighter1
2020-05-13,Women's Bantamweight,Sijara Eubanks,Sarah Moras,fighter1
2020-05-13,Lightweight,Omar Morales,Gabriel Benitez,fighter1
2020-05-13,Featherweight,Brian Kelleher,Hunter Azure,fighter1
2020-05-13,Heavyweight,Chase Sherman,Ike Villanueva,fighter1
2020-05-09,Lightweight,Justin Gaethje,Tony Ferguson,fighter1
2020-05-09,Bantamweight,Henry Cejudo,Dominick Cruz,fighter1
2020-05-09,Heavyweight,Francis Ngannou,Jairzinho Rozenstruik,fighter1
2020-05-09,Featherweight,Calvin Kattar,Jeremy Stephens,fighter1
2020-05-09,Heavyweight,Greg Hardy,Yorgan De Castro,fighter1
2020-05-09,Welterweight,Anthony Pettis,Donald Cerrone,fighter1
2020-05-09,Heavyweight,Aleksei Oleinik,Fabricio Werdum,fighter1
2020-05-09,Women's Strawweight,Carla Esparza,Michelle Waterson-Gomez,fighter1
2020-05-09,Welterweight,Vicente Luque,Niko Price,fighter1
2020-05-09,Featherweight,Bryce Mitchell,Charles Rosa,fighter1
2020-05-09,Light Heavyweight,Ryan Spann,Sam Alvey,fighter1
2020-03-14,Lightweight,Charles Oliveira,Kevin Lee,fighter1
2020-03-14,Welterweight,Gilbert Burns,Demian Maia,fighter1
2020-03-14,Lightweight,Renato Moicano,Damir Hadzovic,fighter1
2020-03-14,Light Heavyweight,Nikita Krylov,Johnny Walker,fighter1
2020-03-14,Lightweight,Francisco Trinaldo,John Makdessi,fighter1
2020-03-14,Flyweight,Brandon Moreno,Jussier Formiga,fighter1
2020-03-14,Women's Strawweight,Amanda Ribas,Randa Markos,fighter1
2020-03-14,Welterweight,Elizeu Zaleski dos Santos,Aleksei Kunchenko,fighter1
2020-03-14,Bantamweight,Rani Yahya,Enrique Barzola,Draw
2020-03-14,Women's Flyweight,Maryna Moroz,Mayra Bueno Silva,fighter1
2020-03-14,Flyweight,David Dvorak,Bruno Silva,fighter1
2020-03-14,Women's Bantamweight,Bea Malecki,Veronica Hardy,fighter1
2020-03-07,Middleweight,Israel Adesanya,Yoel Romero,fighter1
2020-03-07,Women's Strawweight,Zhang Weili,Joanna Jedrzejczyk,fighter1
2020-03-07,Lightweight,Beneil Dariush,Drakkar Klose,fighter1
2020-03-07,Welterweight,Neil Magny,Li Jingliang,fighter1
2020-03-07,Welterweight,Alex Oliveira,Max Griffin,fighter1
2020-03-07,Bantamweight,Sean O'Malley,Jose Quinonez,fighter1
2020-03-07,Lightweight,Mark Madsen,Austin Hubbard,fighter1
2020-03-07,Middleweight,Rodolfo Vieira,Saparbeg Safarov,fighter1
2020-03-07,Middleweight,Gerald Meerschaert,Deron Winn,fighter1
2020-03-07,Featherweight,Giga Chikadze,Jamall Emmers,fighter1
2020-03-07,Bantamweight,Batgerel Danaa,Guido Cannetti,fighter1
2020-02-29,Flyweight,Deiveson Figueiredo,Joseph Benavidez,fighter1
2020-02-29,Women's Featherweight,Felicia Spencer,Zarah Fairn,fighter1
2020-02-29,Light Heavyweight,Magomed Ankalaev,Ion Cutelaba,fighter1
2020-02-29,Women's Featherweight,Megan Anderson,Norma Dumont,fighter1
2020-02-29,Featherweight,Grant Dawson,Darrick Minner,fighter1
2020-02-29,Bantamweight,Kyler Phillips,Gabriel Silva,fighter1
2020-02-29,Middleweight,Brendan Allen,Tom Breese,fighter1
2020-02-29,Heavyweight,Marcin Tybura,Serghei Spivac,fighter1
2020-02-29,Lightweight,Luis Pena,Steve Garcia,fighter1
2020-02-29,Featherweight,Jordan Griffin,TJ Brown,fighter1
2020-02-29,Featherweight,Spike Carlyle,Aalon Cruz,fighter1
2020-02-29,Welterweight,Sean Brady,Ismail Naurdiev,fighter1
2020-02-22,Lightweight,Dan Hooker,Paul Felder,fighter1
2020-02-22,Light Heavyweight,Jimmy Crute,Michal Oleksiejczuk,fighter1
2020-02-22,Women's Strawweight,Yan Xiaonan,Karolina Kowalkiewicz,fighter1
2020-02-22,Heavyweight,Marcos Rogerio de Lima,Ben Sosoli,fighter1
2020-02-22,Lightweight,Brad Riddell,Magomed Mustafaev,fighter1
2020-02-22,Featherweight,Zubaira Tukhugov,Kevin Aguilar,fighter1
2020-02-22,Lightweight,Jalin Turner,Josh Culibao,fighter1
2020-02-22,Welterweight,Jake Matthews,Emil Meek,fighter1
2020-02-22,Welterweight,Song Kenan,Callan Potter,fighter1
2020-02-22,Flyweight,Kai Kara-France,Tyson Nam,fighter1
2020-02-22,Women's Strawweight,Angela Hill,Loma Lookboonmee,fighter1
2020-02-22,Women's Flyweight,Priscila Cachoeira,Shana Dobson,fighter1
2020-02-15,Light Heavyweight,Jan Blachowicz,Corey Anderson,fighter1
2020-02-15,Welterweight,Diego Sanchez,Michel Pereira,fighter1
2020-02-15,Women's Flyweight,Montana De La Rosa,Mara Romero Borella,fighter1
2020-02-15,Lightweight,Brok Weaver,Kazula Vargas,fighter1
2020-02-15,Flyweight,Ray Borg,Rogerio Bontorin,fighter1
2020-02-15,Lightweight,Lando Vannata,Yancy Medeiros,fighter1
2020-02-15,Welterweight,Daniel Rodriguez,Tim Means,fighter1
2020-02-15,Bantamweight,John Dodson,Nathaniel Wood,fighter1
2020-02-15,Lightweight,Scott Holtzman,Jim Miller,fighter1
2020-02-15,Light Heavyweight,Devin Clark,Dequan Townsend,fighter1
2020-02-15,Bantamweight,Merab Dvalishvili,Casey Kenney,fighter1
2020-02-15,Women's Bantamweight,Macy Chiasson,Shanna Young,fighter1
2020-02-15,Flyweight,Raulian Paiva,Mark De La Rosa,fighter1
2020-02-08,Light Heavyweight,Jon Jones,Dominick Reyes,fighter1
2020-02-08,Women's Flyweight,Valentina Shevchenko,Katlyn Chookagian,fighter1
2020-02-08,Heavyweight,Justin Tafa,Juan Adams,fighter1
2020-02-08,Featherweight,Dan Ige,Mirsad Bektic,fighter1
2020-02-08,Heavyweight,Derrick Lewis,Ilir Latifi,fighter1
2020-02-08,Middleweight,Trevin Giles,James Krause,fighter1
2020-02-08,Women's Flyweight,Lauren Murphy,Andrea Lee,fighter1
2020-02-08,Welterweight,Khaos Williams,Alex Morono,fighter1
2020-02-08,Bantamweight,Mario Bautista,Miles Johns,fighter1
2020-02-08,Bantamweight,Domingo Pilarte,Journey Newson,No contest
2020-02-08,Bantamweight,Andre Ewell,Jonathan Martinez,fighter1
2020-02-08,Featherweight,Youssef Zalal,Austin Lingo,fighter1
2020-01-25,Heavyweight,Curtis Blaydes,Junior Dos Santos,fighter1
2020-01-25,Welterweight,Michael Chiesa,Rafael Dos Anjos,fighter1
2020-01-25,Flyweight,Alex Perez,Jordan Espinosa,fighter1
2020-01-25,Women's Strawweight,Angela Hill,Hannah Cifers,fighter1
2020-01-25,Light Heavyweight,Jamahal Hill,Darko Stosic,fighter1
2020-01-25,Middleweight,Bevon Lewis,Dequan Townsend,fighter1
2020-01-25,Featherweight,Arnold Allen,Nik Lentz,fighter1
2020-01-25,Women's Flyweight,Justine Kish,Lucie Pudilova,fighter1
2020-01-25,Bantamweight,Montel Jackson,Felipe Colares,fighter1
2020-01-25,Women's Bantamweight,Sara McMann,Lina Lansberg,fighter1
2020-01-25,Bantamweight,Brett Johns,Tony Gravely,fighter1
2020-01-25,Featherweight,Herbert Burns,Nate Landwehr,fighter1
2020-01-18,Welterweight,Conor McGregor,Donald Cerrone,fighter1
2020-01-18,Women's Bantamweight,Holly Holm,Raquel Pennington,fighter1
2020-01-18,Heavyweight,Aleksei Oleinik,Maurice Greene,fighter1
2020-01-18,Bantamweight,Brian Kelleher,Ode Osbourne,fighter1
2020-01-18,Lightweight,Diego Ferreira,Anthony Pettis,fighter1
2020-01-18,Women's Flyweight,Roxanne Modafferi,Maycee Barber,fighter1
2020-01-18,Featherweight,Sodiq Yusuff,Andre Fili,fighter1
2020-01-18,Flyweight,Askar Askarov,Tim Elliott,fighter1
2020-01-18,Lightweight,Drew Dober,Nasrat Haqparast,fighter1
2020-01-18,Light Heavyweight,Aleksa Camur,Justin Ledet,fighter1
2020-01-18,Women's Flyweight,Sabina Mazo,JJ Aldrich,fighter1
2019-12-21,Featherweight,Chan Sung Jung,Frankie Edgar,fighter1
2019-12-21,Light Heavyweight,Volkan Oezdemir,Aleksandar Rakic,fighter1
2019-12-21,Featherweight,Charles Jourdain,Dooho Choi,fighter1
2019-12-21,Light Heavyweight,Da Woon Jung,Mike Rodriguez,fighter1
2019-12-21,Middleweight,JunYong Park,Marc-Andre Barriault,fighter1
2019-12-21,Bantamweight,Kyung Ho Kang,Pingyuan Liu,fighter1
2019-12-21,Heavyweight,Ciryl Gane,Tanner Boser,fighter1
2019-12-21,Featherweight,SeungWoo Choi,Suman Mokhtarian,fighter1
2019-12-21,Lightweight,Omar Morales,Dong Hyun Ma,fighter1
2019-12-21,Flyweight,Alexandre Pantoja,Matt Schnell,fighter1
2019-12-21,Bantamweight,Raoni Barcelos,Said Nurmagomedov,fighter1
2019-12-21,Women's Strawweight,Amanda Lemos,Miranda Granger,fighter1
2019-12-21,Bantamweight,Alatengheili,Ryan Benoit,fighter1
2019-12-14,Welterweight,Kamaru Usman,Colby Covington,fighter1
2019-12-14,Featherweight,Alexander Volkanovski,Max Holloway,fighter1
2019-12-14,Women's Bantamweight,Amanda Nunes,Germaine de Randamie,fighter1
2019-12-14,Bantamweight,Marlon Moraes,Jose Aldo,fighter1
2019-12-14,Bantamweight,Petr Yan,Urijah Faber,fighter1
2019-12-14,Welterweight,Geoff Neal,Mike Perry,fighter1
2019-12-14,Women's Bantamweight,Irene Aldana,Ketlen Vieira,fighter1
2019-12-14,Middleweight,Omari Akhmedov,Ian Heinisch,fighter1
2019-12-14,Welterweight,Matt Brown,Ben Saunders,fighter1
2019-12-14,Featherweight,Chase Hooper,Daniel Teymur,fighter1
2019-12-14,Flyweight,Brandon Moreno,Kai Kara-France,fighter1
2019-12-14,Women's Flyweight,Jessica Eye,Viviane Araujo,fighter1
2019-12-14,Middleweight,Punahele Soriano,Oskar Piechota,fighter1
2019-12-07,Heavyweight,Jairzinho Rozenstruik,Alistair Overeem,fighter1
2019-12-07,Women's Strawweight,Marina Rodriguez,Cynthia Calvillo,Draw
2019-12-07,Heavyweight,Ben Rothwell,Stefan Struve,fighter1
2019-12-07,Women's Bantamweight,Aspen Ladd,Yana Santos,fighter1
2019-12-07,Bantamweight,Cody Stamann,Song Yadong,Draw
2019-12-07,Bantamweight,Rob Font,Ricky Simon,fighter1
2019-12-07,Welterweight,Tim Means,Thiago Alves,fighter1
2019-12-07,Featherweight,Billy Quarantillo,Jacob Kilburn,fighter1
2019-12-07,Featherweight,Bryce Mitchell,Matt Sayles,fighter1
2019-12-07,Lightweight,Joe Solecki,Matt Wiman,fighter1
2019-12-07,Women's Strawweight,Virna Jandiroba,Mallory Martin,fighter1
2019-12-07,Middleweight,Makhmud Muradov,Trevor Smith,fighter1
2019-11-16,Light Heavyweight,Jan Blachowicz,Jacare Souza,fighter1
2019-11-16,Light Heavyweight,Mauricio Rua,Paul Craig,Draw
2019-11-16,Lightweight,Charles Oliveira,Jared Gordon,fighter1
2019-11-16,Middleweight,Andre Muniz,Antonio Arroyo,fighter1
2019-11-16,Middleweight,Wellington Turman,Markus Perez,fighter1
2019-11-16,Welterweight,James Krause,Sergio Moraes,fighter1
2019-11-16,Featherweight,Ricardo Ramos,Eduardo Garagorri,fighter1
2019-11-16,Lightweight,Francisco Trinaldo,Bobby Green,fighter1
2019-11-16,Welterweight,Randy Brown,Warlley Alves,fighter1
2019-11-16,Featherweight,Douglas Silva de Andrade,Renan Barao,fighter1
2019-11-16,Women's Flyweight,Ariane Lipski,Isabela de Padua,fighter1
2019-11-16,Women's Bantamweight,Tracy Cortez,Vanessa Melo,fighter1
2019-11-09,Featherweight,Zabit Magomedsharipov,Calvin Kattar,fighter1
2019-11-09,Heavyweight,Alexander Volkov,Greg Hardy,fighter1
2019-11-09,Welterweight,Danny Roberts,Zelim Imadaev,fighter1
2019-11-09,Light Heavyweight,Ed Herman,Khadis Ibragimov,fighter1
2019-11-09,Welterweight,Anthony Rocco Martin,Ramazan Emeev,fighter1
2019-11-09,Light Heavyweight,Shamil Gamzatov,Klidson Abreu,fighter1
2019-11-09,Light Heavyweight,Magomed Ankalaev,Dalcha Lungiambula,fighter1
2019-11-09,Welterweight,Rustam Khabilov,Sergey Khandozhko,fighter1
2019-11-09,Middleweight,Karl Roberson,Roman Kopylov,fighter1
2019-11-09,Welterweight,David Zawada,Abubakar Nurmagomedov,fighter1
2019-11-09,Lightweight,Roosevelt Roberts,Alexander Yakovlev,fighter1
2019-11-09,Women's Bantamweight,Pannie Kianzad,Jessica-Rose Clark,fighter1
2019-11-09,Bantamweight,Davey Grant,Grigory Popov,fighter1
2019-11-02,Welterweight,Jorge Masvidal,Nate Diaz,fighter1
2019-11-02,Middleweight,Darren Till,Kelvin Gastelum,fighter1
2019-11-02,Welterweight,Stephen Thompson,Vicente Luque,fighter1
2019-11-02,Heavyweight,Derrick Lewis,Blagoy Ivanov,fighter1
2019-11-02,Lightweight,Kevin Lee,Gregor Gillespie,fighter1
2019-11-02,Light Heavyweight,Corey Anderson,Johnny Walker,fighter1
2019-11-02,Featherweight,Shane Burgos,Makwan Amirkhani,fighter1
2019-11-02,Middleweight,Edmen Shahbazyan,Brad Tavares,fighter1
2019-11-02,Heavyweight,Jairzinho Rozenstruik,Andrei Arlovski,fighter1
2019-11-02,Women's Flyweight,Katlyn Chookagian,Jennifer Maia,fighter1
2019-11-02,Welterweight,Lyman Good,Chance Rencountre,fighter1
2019-11-02,Featherweight,Hakeem Dawodu,Julio Arce,fighter1
2019-10-26,Welterweight,Demian Maia,Ben Askren,fighter1
2019-10-26,Lightweight,Stevie Ray,Michael Johnson,fighter1
2019-10-26,Lightweight,Beneil Dariush,Frank Camacho,fighter1
2019-10-26,Heavyweight,Ciryl Gane,Don'Tale Mayes,fighter1
2019-10-26,Welterweight,Muslim Salikhov,Laureano Staropoli,fighter1
2019-10-26,Women's Strawweight,Randa Markos,Ashley Yoder,fighter1
2019-10-26,Lightweight,Rafael Fiziev,Alex White,fighter1
2019-10-26,Featherweight,Movsar Evloev,Enrique Barzola,fighter1
2019-10-26,Heavyweight,Sergei Pavlovich,Maurice Greene,fighter1
2019-10-26,Women's Strawweight,Loma Lookboonmee,Aleksandra Albu,fighter1
2019-10-26,Heavyweight,Raphael Pessoa,Jeff Hughes,fighter1
2019-10-18,Light Heavyweight,Dominick Reyes,Chris Weidman,fighter1
2019-10-18,Featherweight,Yair Rodriguez,Jeremy Stephens,fighter1
2019-10-18,Heavyweight,Greg Hardy,Ben Sosoli,No contest
2019-10-18,Lightweight,Joe Lauzon,Jonathan Pearce,fighter1
2019-10-18,Women's Flyweight,Maycee Barber,Gillian Robertson,fighter1
2019-10-18,Middleweight,Darren Stewart,Deron Winn,fighter1
2019-10-18,Featherweight,Charles Rosa,Manny Bermudez,fighter1
2019-10-18,Women's Flyweight,Molly McCann,Diana Belbita,fighter1
2019-10-18,Featherweight,Sean Woodson,Kyle Bochniak,fighter1
2019-10-18,Bantamweight,Randy Costa,Boston Salmon,fighter1
2019-10-18,Welterweight,Sean Brady,Court McGee,fighter1
2019-10-18,Middleweight,Brendan Allen,Kevin Holland,fighter1
2019-10-18,Heavyweight,Tanner Boser,Daniel Spitz,fighter1
2019-10-12,Women's Strawweight,Joanna Jedrzejczyk,Michelle Waterson-Gomez,fighter1
2019-10-12,Featherweight,Cub Swanson,Kron Gracie,fighter1
2019-10-12,Welterweight,Niko Price,James Vick,fighter1
2019-10-12,Women's Strawweight,Amanda Ribas,Mackenzie Dern,fighter1
2019-10-12,Lightweight,Matt Frevola,Luis Pena,fighter1
2019-10-12,Middleweight,Eryk Anders,Gerald Meerschaert,fighter1
2019-10-12,Light Heavyweight,Ryan Spann,Devin Clark,fighter1
2019-10-12,Lightweight,Mike Davis,Thomas Gifford,fighter1
2019-10-12,Welterweight,Alex Morono,Max Griffin,fighter1
2019-10-12,Flyweight,Deiveson Figueiredo,Tim Elliott,fighter1
2019-10-12,Bantamweight,Marlon Vera,Andre Ewell,fighter1
2019-10-12,Welterweight,Miguel Baeza,Hector Aldana,fighter1
2019-10-12,Middleweight,Marvin Vettori,Andrew Sanchez,fighter1
2019-10-12,Women's Flyweight,JJ Aldrich,Lauren Mueller,fighter1
2019-10-05,Middleweight,Israel Adesanya,Robert Whittaker,fighter1
2019-10-05,Lightweight,Dan Hooker,Al Iaquinta,fighter1
2019-10-05,Heavyweight,Serghei Spivac,Tai Tuivasa,fighter1
2019-10-05,Welterweight,Dhiego Lima,Luke Jumeau,fighter1
2019-10-05,Heavyweight,Yorgan De Castro,Justin Tafa,fighter1
2019-10-05,Welterweight,Jake Matthews,Rostem Akman,fighter1
2019-10-05,Welterweight,Callan Potter,Maki Pitolo,fighter1
2019-10-05,Lightweight,Brad Riddell,Jamie Mullarkey,fighter1
2019-10-05,Women's Featherweight,Megan Anderson,Zarah Fairn,fighter1
2019-10-05,Women's Flyweight,Ji Yeon Kim,Nadia Kassem,fighter1
2019-10-05,Bantamweight,Khalid Taha,Bruno Silva,No contest
2019-09-28,Middleweight,Jared Cannonier,Jack Hermansson,fighter1
2019-09-28,Lightweight,Mark Madsen,Danilo Belluardo,fighter1
2019-09-28,Welterweight,Gilbert Burns,Gunnar Nelson,fighter1
2019-09-28,Light Heavyweight,Ion Cutelaba,Khalil Rountree Jr.,fighter1
2019-09-28,Light Heavyweight,Ovince Saint Preux,Michal Oleksiejczuk,fighter1
2019-09-28,Welterweight,Nicolas Dalby,Alex Oliveira,fighter1
2019-09-28,Middleweight,John Phillips,Alen Amedovski,fighter1
2019-09-28,Middleweight,Makhmud Muradov,Alessio Di Chirico,fighter1
2019-09-28,Welterweight,Ismail Naurdiev,Siyar Bahadurzada,fighter1
2019-09-28,Featherweight,Giga Chikadze,Brandon Davis,fighter1
2019-09-28,Women's Bantamweight,Lina Lansberg,Macy Chiasson,fighter1
2019-09-28,Lightweight,Marc Diakiese,Lando Vannata,fighter1
2019-09-28,Bantamweight,Jack Shore,Nohelin Hernandez,fighter1
2019-09-21,Featherweight,Yair Rodriguez,Jeremy Stephens,No contest
2019-09-21,Women's Strawweight,Carla Esparza,Alexa Grasso,fighter1
2019-09-21,Flyweight,Brandon Moreno,Askar Askarov,Draw
2019-09-21,Women's Bantamweight,Irene Aldana,Vanessa Melo,fighter1
2019-09-21,Featherweight,Steven Peterson,Martin Bravo,fighter1
2019-09-21,Bantamweight,Jose Quinonez,Carlos Huachin,fighter1
2019-09-21,Featherweight,Kyle Nelson,Marco Polo Reyes,fighter1
2019-09-21,Women's Strawweight,Angela Hill,Ariane Carnelossi,fighter1
2019-09-21,Flyweight,Sergio Pettis,Tyson Nam,fighter1
2019-09-21,Light Heavyweight,Paul Craig,Vinicius Moreira,fighter1
2019-09-21,Women's Bantamweight,Bethe Correia,Sijara Eubanks,fighter1
2019-09-21,Lightweight,Claudio Puelles,Marcos Mariano,fighter1
2019-09-14,Lightweight,Justin Gaethje,Donald Cerrone,fighter1
2019-09-14,Light Heavyweight,Glover Teixeira,Nikita Krylov,fighter1
2019-09-14,Heavyweight,Todd Duffee,Jeff Hughes,No contest
2019-09-14,Welterweight,Tristan Connelly,Michel Pereira,fighter1
2019-09-14,Middleweight,Uriah Hall,Antonio Carlos Junior,fighter1
2019-09-14,Light Heavyweight,Misha Cirkunov,Jimmy Crute,fighter1
2019-09-14,Heavyweight,Augusto Sakai,Marcin Tybura,fighter1
2019-09-14,Bantamweight,Miles Johns,Cole Smith,fighter1
2019-09-14,Bantamweight,Hunter Azure,Brad Katona,fighter1
2019-09-14,Featherweight,Chas Skelly,Jordan Griffin,fighter1
2019-09-14,Bantamweight,Louis Smolka,Ryan MacDonald,fighter1
2019-09-14,Lightweight,Austin Hubbard,Kyle Prepolec,fighter1
2019-09-07,Lightweight,Khabib Nurmagomedov,Dustin Poirier,fighter1
2019-09-07,Lightweight,Paul Felder,Edson Barboza,fighter1
2019-09-07,Lightweight,Islam Makhachev,Davi Ramos,fighter1
2019-09-07,Heavyweight,Curtis Blaydes,Shamil Abdurakhimov,fighter1
2019-09-07,Lightweight,Diego Ferreira,Mairbek Taisumov,fighter1
2019-09-07,Women's Flyweight,Joanne Wood,Andrea Lee,fighter1
2019-09-07,Featherweight,Zubaira Tukhugov,Lerone Murphy,Draw
2019-09-07,Women's Bantamweight,Sarah Moras,Liana Jojua,fighter1
2019-09-07,Lightweight,Ottman Azaitar,Teemu Packalen,fighter1
2019-09-07,Welterweight,Belal Muhammad,Takashi Sato,fighter1
2019-09-07,Welterweight,Muslim Salikhov,Nordine Taleb,fighter1
2019-09-07,Middleweight,Omari Akhmedov,Zak Cummings,fighter1
2019-09-07,Lightweight,Don Madge,Fares Ziam,fighter1
2019-08-31,Women's Strawweight,Zhang Weili,Jessica Andrade,fighter1
2019-08-31,Welterweight,Li Jingliang,Elizeu Zaleski dos Santos,fighter1
2019-08-31,Flyweight,Kai Kara-France,Mark De La Rosa,fighter1
2019-08-31,Welterweight,Song Kenan,Derrick Krantz,fighter1
2019-08-31,Women's Flyweight,Mizuki, Wu Yanan,fighter1
2019-08-31,Middleweight,Anthony Hernandez,JunYong Park,fighter1
2019-08-31,Bantamweight,Sumudaerji,Andre Soukhamthath,fighter1
2019-08-31,Light Heavyweight,Da Woon Jung,Khadis Ibragimov,fighter1
2019-08-31,Lightweight,Damir Ismagulov,Thiago Moises,fighter1
2019-08-31,Bantamweight,Alatengheili,Batgerel Danaa,fighter1
2019-08-31,Women's Bantamweight,Karol Rosa,Lara Procopio,fighter1
2019-08-17,Heavyweight,Stipe Miocic,Daniel Cormier,fighter1
2019-08-17,Welterweight,Nate Diaz,Anthony Pettis,fighter1
2019-08-17,Middleweight,Paulo Costa,Yoel Romero,fighter1
2019-08-17,Featherweight,Sodiq Yusuff,Gabriel Benitez,fighter1
2019-08-17,Middleweight,Derek Brunson,Ian Heinisch,fighter1
2019-08-17,Lightweight,Khama Worthy,Devonte Smith,fighter1
2019-08-17,Bantamweight,Cory Sandhagen,Raphael Assuncao,fighter1
2019-08-17,Lightweight,Drakkar Klose,Christos Giagos,fighter1
2019-08-17,Catch Weight,Casey Kenney,Manny Bermudez,fighter1
2019-08-17,Women's Strawweight,Hannah Cifers,Jodie Esquibel,fighter1
2019-08-17,Bantamweight,Kyung Ho Kang,Brandon Davis,fighter1
2019-08-17,Women's Flyweight,Sabina Mazo,Shana Dobson,fighter1
2019-08-10,Women's Flyweight,Valentina Shevchenko,Liz Carmouche,fighter1
2019-08-10,Welterweight,Vicente Luque,Mike Perry,fighter1
2019-08-10,Featherweight,Eduardo Garagorri,Humberto Bandenay,fighter1
2019-08-10,Light Heavyweight,Volkan Oezdemir,Ilir Latifi,fighter1
2019-08-10,Middleweight,Rodolfo Vieira,Oskar Piechota,fighter1
2019-08-10,Featherweight,Enrique Barzola,Bobby Moffett,fighter1
2019-08-10,Welterweight,Gilbert Burns,Aleksei Kunchenko,fighter1
2019-08-10,Heavyweight,Ciryl Gane,Raphael Pessoa,fighter1
2019-08-10,Women's Strawweight,Marina Rodriguez,Tecia Torres,fighter1
2019-08-10,Flyweight,Rogerio Bontorin,Raulian Paiva,fighter1
2019-08-10,Bantamweight,Chris Gutierrez,Geraldo de Freitas,fighter1
2019-08-10,Lightweight,Alex Da Silva,Kazula Vargas,fighter1
2019-08-10,Women's Flyweight,Veronica Hardy,Polyana Viana,fighter1
2019-08-03,Welterweight,Colby Covington,Robbie Lawler,fighter1
2019-08-03,Lightweight,Jim Miller,Clay Guida,fighter1
2019-08-03,Lightweight,Nasrat Haqparast,Joaquim Silva,fighter1
2019-08-03,Middleweight,Gerald Meerschaert,Trevin Giles,fighter1
2019-08-03,Lightweight,Scott Holtzman,Dong Hyun Ma,fighter1
2019-08-03,Light Heavyweight,Kennedy Nzechukwu,Darko Stosic,fighter1
2019-08-03,Welterweight,Mickey Gall,Salim Touahri,fighter1
2019-08-03,Women's Flyweight,Antonina Shevchenko,Lucie Pudilova,fighter1
2019-08-03,Flyweight,Matt Schnell,Jordan Espinosa,fighter1
2019-08-03,Women's Flyweight,Lauren Murphy,Mara Romero Borella,fighter1
2019-08-03,Welterweight,Claudio Silva,Cole Williams,fighter1
