,event_date,event_name,weight_class,fighter1,fighter2,favourite,underdog,favourite_odds,underdog_odds,outcome,method,round,fighter1_height,fighter1_curr_weight,fighter1_dob,fighter1_reach,fighter1_stance,fighter1_sig_strikes_landed_pm,fighter1_sig_strikes_accuracy,fighter1_sig_strikes_absorbed_pm,fighter1_sig_strikes_defended,fighter1_takedown_avg_per15m,fighter1_takedown_accuracy,fighter1_takedown_defence,fighter1_submission_avg_attempted_per15m,fighter2_height,fighter2_curr_weight,fighter2_dob,fighter2_reach,fighter2_stance,fighter2_sig_strikes_landed_pm,fighter2_sig_strikes_accuracy,fighter2_sig_strikes_absorbed_pm,fighter2_sig_strikes_defended,fighter2_takedown_avg_per15m,fighter2_takedown_accuracy,fighter2_takedown_defence,fighter2_submission_avg_attempted_per15m,events_extract_ts,odds_extract_ts,fighter_extract_ts
4523,2014-07-16,UFC Fight Night: Cowboy vs Miller,Lightweight,Joe Proctor,Justin Salas,,,,,fighter1,KO/TKO              Punch,2,177.8,70.30676,1985-08-10,182.88,Orthodox,3.39,0.36,3.93,0.59,0.0,0.0,0.7,1.8,172.72,70.30676,1982-03-13,177.8,Southpaw,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4524,2014-07-16,UFC Fight Night: Cowboy vs Miller,Flyweight,John Lineker,Alptekin Ozkilic,,,,,fighter1,KO/TKO              Punch,3,160.02,61.23492,1990-06-12,170.18,Orthodox,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,165.1,56.699,1986-03-27,165.1,Orthodox,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4525,2014-07-16,UFC Fight Night: Cowboy vs Miller,Featherweight,Lucas Martins,Alex White,,,,,fighter1,KO/TKO              Punch,3,182.88,65.77083999999999,1988-11-11,182.88,Southpaw,2.87,0.35,4.14,0.6,0.0,0.0,0.76,0.5,182.88,70.30676,1988-10-22,180.34,Southpaw,3.76,0.42,3.07,0.6,0.92,0.28,0.71,0.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4526,2014-07-16,UFC Fight Night: Cowboy vs Miller,Lightweight,Gleison Tibau,Pat Healy,,,,,fighter1,U-DEC,3,177.8,70.30676,1983-10-07,180.34,Southpaw,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,182.88,70.30676,1983-07-20,182.88,Orthodox,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4527,2014-07-16,UFC Fight Night: Cowboy vs Miller,Women's Bantamweight,Leslie Smith,Jessamyn Duke,,,,,fighter1,KO/TKO              Punch,1,175.26,61.23492,1982-08-17,167.64000000000001,Orthodox,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0,180.34,61.23492,1986-06-24,185.42000000000002,Orthodox,4.83,0.53,4.43,0.57,1.27,0.36,0.5,1.9,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4528,2014-07-16,UFC Fight Night: Cowboy vs Miller,Bantamweight,Aljamain Sterling,Hugo Viana,,,,,fighter1,KO/TKO              Punches,3,170.18,61.23492,1989-07-31,180.34,Orthodox,4.73,0.52,2.41,0.58,1.97,0.24,0.45,0.8,167.64000000000001,61.23492,1982-09-26,170.18,Orthodox,3.05,0.38,3.2,0.57,0.22,0.06,0.5,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4529,2014-07-16,UFC Fight Night: Cowboy vs Miller,Lightweight,Yosdenis Cedeno,Jerrod Sanders,,,,,fighter1,KO/TKO,1,172.72,70.30676,1985-02-12,175.26,Orthodox,1.64,0.29,1.6,0.67,0.0,0.0,0.31,0.3,172.72,61.23492,1979-10-01,182.88,Orthodox,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4530,2014-07-16,UFC Fight Night: Cowboy vs Miller,Women's Strawweight,Claudia Gadelha,Tina Lahdemaki,,,,,fighter1,U-DEC,3,162.56,52.16308,1988-12-07,160.02,Orthodox,3.31,0.41,4.57,0.57,3.03,0.42,0.58,0.7,157.48,52.16308,1988-05-28,,Orthodox,1.93,0.2,4.67,0.57,0.0,0.0,0.16,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4531,2014-07-06,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Featherweight,Frankie Edgar,BJ Penn,,,,,fighter1,KO/TKO              Punches,3,167.64000000000001,61.23492,1981-10-16,172.72,Orthodox,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3,175.26,70.30676,1978-12-13,177.8,Orthodox,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4532,2014-07-06,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Light Heavyweight,Corey Anderson,Matt Van Buren,,,,,fighter1,KO/TKO              Punches,1,190.5,92.98636,1989-09-22,200.66,Orthodox,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0.0,195.58,92.98636,1986-06-12,,,7.73,0.45,6.82,0.49,0.0,0.0,0.5,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4533,2014-07-06,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Middleweight,Eddie Gordon,Dhiego Lima,,,,,fighter1,KO/TKO              Punches,1,182.88,83.91452,1983-07-22,193.04,Orthodox,2.03,0.32,2.57,0.6,1.93,0.83,0.63,0.0,187.96,77.11064,1989-01-31,190.5,Orthodox,3.12,0.39,3.88,0.58,1.26,0.34,0.73,0.6,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4534,2014-07-06,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Heavyweight,Derrick Lewis,Guto Inocente,,,,,fighter1,KO/TKO              Punches,1,190.5,117.93392,1985-02-07,200.66,Orthodox,2.6,0.5,2.59,0.41,0.59,0.28,0.52,0.0,190.5,92.98636,1986-05-29,,Orthodox,4.13,0.66,2.92,0.54,0.67,0.33,0.66,0.7,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4535,2014-07-06,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Flyweight,Dustin Ortiz,Justin Scoggins,,,,,fighter1,S-DEC,3,165.1,56.699,1988-12-25,165.1,Orthodox,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,170.18,56.699,1992-05-02,167.64000000000001,Southpaw,3.56,0.51,2.16,0.55,3.42,0.63,0.82,0.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4536,2014-07-06,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Lightweight,Kevin Lee,Jesse Ronson,,,,,fighter1,S-DEC,3,175.26,77.11064,1992-09-04,195.58,Orthodox,3.88,0.42,3.6,0.5,3.18,0.43,0.75,0.8,177.8,70.30676,1985-12-24,177.8,Southpaw,3.54,0.47,3.39,0.57,0.46,0.28,0.57,0.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4537,2014-07-06,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Bantamweight,Leandro Issa,Jumabieke Tuerxun,,,,,fighter1,SUB              Armbar,3,170.18,61.23492,1983-09-19,175.26,Orthodox,2.08,0.37,3.17,0.58,2.38,0.22,0.5,1.2,170.18,61.23492,1986-04-17,,Orthodox,1.6,0.28,3.08,0.59,0.47,0.11,0.66,0.9,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4538,2014-07-06,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Lightweight,Adriano Martins,Juan Manuel Puig,,,,,fighter1,KO/TKO              Punch,1,177.8,70.30676,1982-12-16,182.88,Southpaw,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,175.26,65.77083999999999,1989-04-23,,Orthodox,4.91,0.23,7.17,0.51,0.0,0.0,0.0,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4539,2014-07-06,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Light Heavyweight,Patrick Walsh,Daniel Spohn,,,,,fighter1,U-DEC,3,180.34,83.91452,1988-11-28,,,2.03,0.19,2.83,0.64,3.0,0.54,1.0,1.5,193.04,92.98636,1984-10-12,200.66,Southpaw,2.42,0.49,1.6,0.53,0.0,0.0,0.28,2.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4540,2014-07-06,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Catch Weight,Sarah Moras,Alexis Dufresne,,,,,fighter1,U-DEC,3,170.18,61.23492,1988-04-30,170.18,Orthodox,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8,175.26,61.23492,1990-08-31,,Orthodox,1.33,0.27,3.33,0.6,1.5,0.5,0.5,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4541,2014-07-06,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,Light Heavyweight,Robert Drysdale,Keith Berish,,,,,No contest,Overturned,1,190.5,92.98636,1981-10-05,,Orthodox,0.0,0.0,0.0,0.0,7.32,1.0,0.0,21.9,182.88,92.98636,1985-11-14,,Orthodox,3.58,0.36,4.81,0.62,1.76,0.4,0.0,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4542,2014-07-05,UFC 175: Weidman vs Machida,Middleweight,Chris Weidman,Lyoto Machida,,,,,fighter1,U-DEC,5,187.96,83.91452,1984-06-17,198.12,Orthodox,2.98,0.43,3.27,0.5,3.6,0.43,0.65,0.8,185.42000000000002,83.91452,1978-05-30,187.96,Southpaw,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4543,2014-07-05,UFC 175: Weidman vs Machida,Women's Bantamweight,Ronda Rousey,Alexis Davis,,,,,fighter1,KO/TKO              Punches,1,170.18,61.23492,1987-02-01,167.64000000000001,Orthodox,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,167.64000000000001,61.23492,1984-10-04,172.72,Orthodox,4.63,0.49,4.45,0.54,0.95,0.44,0.34,0.7,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4544,2014-07-05,UFC 175: Weidman vs Machida,Middleweight,Uriah Hall,Thiago Santos,,,,,fighter1,U-DEC,3,182.88,83.91452,1984-07-31,200.66,Orthodox,3.23,0.48,3.85,0.54,0.54,0.38,0.64,0.1,187.96,92.98636,1984-01-07,193.04,Orthodox,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4545,2014-07-05,UFC 175: Weidman vs Machida,Bantamweight,Russell Doane,Marcus Brimage,,,,,fighter1,S-DEC,3,170.18,61.23492,1986-08-13,177.8,Orthodox,1.75,0.4,1.68,0.53,2.11,0.45,0.52,0.8,162.56,61.23492,1985-04-06,180.34,Southpaw,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4546,2014-07-05,UFC 175: Weidman vs Machida,Bantamweight,Urijah Faber,Alex Caceres,,,,,fighter1,SUB              Rear Naked Choke,3,167.64000000000001,61.23492,1979-05-14,170.18,Orthodox,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,177.8,65.77083999999999,1988-06-20,185.42000000000002,Southpaw,4.16,0.5,2.93,0.63,0.56,0.68,0.64,0.7,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4547,2014-07-05,UFC 175: Weidman vs Machida,Welterweight,Kenny Robertson,Ildemar Alcantara,,,,,fighter1,U-DEC,3,177.8,77.11064,1984-02-14,187.96,Orthodox,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,187.96,83.91452,1982-11-18,198.12,Orthodox,1.93,0.38,2.63,0.5,2.0,0.68,0.81,0.9,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4548,2014-07-05,UFC 175: Weidman vs Machida,Middleweight,Bruno Santos,Chris Camozzi,,,,,fighter1,S-DEC,3,175.26,83.91452,1987-07-17,,Orthodox,1.18,0.46,2.27,0.56,3.0,0.37,0.66,0.3,187.96,83.91452,1986-11-20,190.5,Orthodox,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4549,2014-07-05,UFC 175: Weidman vs Machida,Bantamweight,Rob Font,George Roop,,,,,fighter1,KO/TKO              Punch,1,172.72,61.23492,1987-06-25,180.34,Orthodox,5.71,0.45,3.7,0.57,0.96,0.37,0.46,0.4,185.42000000000002,61.23492,1981-11-10,182.88,Orthodox,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4550,2014-07-05,UFC 175: Weidman vs Machida,Middleweight,Luke Zachrich,Guilherme Vasconcelos,,,,,fighter1,U-DEC,3,187.96,83.91452,1981-12-19,187.96,Orthodox,4.56,0.32,4.46,0.62,0.74,0.33,0.8,0.0,182.88,83.91452,1986-03-23,,Orthodox,3.27,0.29,4.4,0.7,0.0,0.0,0.0,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4551,2014-07-05,UFC 175: Weidman vs Machida,Middleweight,Kevin Casey,Bubba Bush,,,,,No contest,Overturned              Elbows,1,180.34,83.91452,1981-06-15,195.58,Southpaw,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,182.88,83.91452,1985-07-24,,Orthodox,0.63,0.55,7.01,0.25,2.82,0.5,0.6,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4552,2014-06-28,UFC Fight Night: Swanson vs Stephens,Featherweight,Cub Swanson,Jeremy Stephens,,,,,fighter1,U-DEC,5,172.72,65.77083999999999,1983-11-02,177.8,Orthodox,4.7,0.5,3.84,0.59,1.09,0.52,0.61,0.4,175.26,65.77083999999999,1986-05-25,180.34,Orthodox,3.17,0.4,3.05,0.58,1.16,0.38,0.65,0.4,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4553,2014-06-28,UFC Fight Night: Swanson vs Stephens,Welterweight,Kelvin Gastelum,Nicholas Musoke,,,,,fighter1,U-DEC,3,175.26,77.11064,1991-10-24,180.34,Southpaw,3.63,0.41,3.31,0.58,1.0,0.3,0.62,0.1,182.88,77.11064,1986-04-05,190.5,Orthodox,3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4554,2014-06-28,UFC Fight Night: Swanson vs Stephens,Middleweight,Cezar Ferreira,Andrew Craig,,,,,fighter1,U-DEC,3,185.42000000000002,83.91452,1985-02-15,198.12,Southpaw,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,185.42000000000002,77.11064,1986-01-15,193.04,Orthodox,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4555,2014-06-28,UFC Fight Night: Swanson vs Stephens,Featherweight,Ricardo Lamas,Hacran Dias,,,,,fighter1,U-DEC,3,172.72,65.77083999999999,1982-05-21,180.34,Orthodox,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9,172.72,70.30676,1984-06-16,175.26,Orthodox,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4556,2014-06-28,UFC Fight Night: Swanson vs Stephens,Middleweight,Clint Hester,Antonio Braga Neto,,,,,fighter1,S-DEC,3,187.96,92.98636,1986-11-21,195.58,Orthodox,3.36,0.42,3.44,0.56,1.02,0.35,0.6,0.0,190.5,83.91452,1987-10-29,195.58,Orthodox,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4557,2014-06-28,UFC Fight Night: Swanson vs Stephens,Lightweight,Joe Ellenberger,James Moontasri,,,,,fighter1,S-DEC,3,175.26,70.30676,1985-03-28,182.88,Orthodox,1.62,0.47,3.45,0.48,3.17,0.4,0.0,1.1,177.8,77.11064,1988-04-10,180.34,Switch,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4558,2014-06-28,UFC Fight Night: Swanson vs Stephens,Lightweight,Diego Ferreira,Colton Smith,,,,,fighter1,SUB              Rear Naked Choke,1,175.26,70.30676,1985-01-18,187.96,Orthodox,4.66,0.37,3.42,0.56,0.71,0.22,0.63,0.7,182.88,70.30676,1987-08-14,180.34,Orthodox,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4559,2014-06-28,UFC Fight Night: Swanson vs Stephens,Bantamweight,Cody Gibson,Johnny Bedford,,,,,fighter1,KO/TKO              Punch,1,177.8,61.23492,1987-09-11,180.34,Orthodox,4.75,0.45,4.73,0.55,1.35,0.35,0.64,0.3,177.8,61.23492,1983-01-06,180.34,Orthodox,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4560,2014-06-28,UFC Fight Night: Swanson vs Stephens,Middleweight,Marcelo Guimaraes,Andy Enz,,,,,fighter1,S-DEC,3,182.88,83.91452,1983-06-25,185.42000000000002,Orthodox,4.67,0.51,4.41,0.62,1.99,0.13,0.0,0.0,190.5,83.91452,1991-08-15,198.12,Orthodox,3.51,0.23,5.32,0.57,0.0,0.0,0.58,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4561,2014-06-28,UFC Fight Night: Swanson vs Stephens,Flyweight,Ray Borg,Shane Howell,,,,,fighter1,SUB              Rear Naked Choke,1,162.56,61.23492,1993-08-04,160.02,Orthodox,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,172.72,56.699,1983-11-28,,Orthodox,1.27,0.32,2.55,0.42,0.0,0.0,0.2,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4562,2014-06-28,UFC Fight Night: Swanson vs Stephens,Heavyweight,Aleksei Oleinik,Anthony Hamilton,,,,,fighter1,SUB              Scarf Hold,1,187.96,108.86207999999999,1977-06-20,203.2,Orthodox,3.29,0.48,3.8,0.44,1.82,0.46,0.37,1.9,195.58,117.93392,1980-04-14,193.04,Orthodox,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4563,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,Middleweight,Nate Marquardt,James Te Huna,,,,,fighter1,SUB              Armbar,1,182.88,83.91452,1979-04-20,187.96,Orthodox,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,187.96,83.91452,1981-09-29,190.5,Orthodox,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4564,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,Heavyweight,Jared Rosholt,Soa Palelei,,,,,fighter1,U-DEC,3,187.96,120.20188,1986-08-04,190.5,Orthodox,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,193.04,120.20188,1977-07-12,205.74,Orthodox,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4565,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,Featherweight,Charles Oliveira,Hatsu Hioki,,,,,fighter1,SUB              Anaconda Choke,2,177.8,70.30676,1989-10-17,187.96,Orthodox,3.54,0.53,3.19,0.51,2.32,0.4,0.55,2.7,180.34,65.77083999999999,1983-07-18,185.42000000000002,Orthodox,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4566,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,Welterweight,Robert Whittaker,Mike Rhodes,,,,,fighter1,U-DEC,3,182.88,83.91452,1990-12-20,185.42000000000002,Orthodox,4.47,0.42,3.39,0.6,0.85,0.39,0.82,0.0,185.42000000000002,77.11064,1989-12-04,187.96,Orthodox,3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4567,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,Lightweight,Jake Matthews,Dashon Johnson,,,,,fighter1,SUB              Triangle Choke,3,180.34,77.11064,1994-08-19,185.42000000000002,Orthodox,3.27,0.45,2.33,0.6,1.71,0.41,0.61,0.7,170.18,65.77083999999999,1988-01-25,,Orthodox,1.01,0.69,3.83,0.35,0.85,0.33,0.63,0.8,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4568,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,Flyweight,Richie Vaculik,Roldan Sangcha'an,,,,,fighter1,U-DEC,3,167.64000000000001,56.699,1983-06-19,175.26,Orthodox,3.69,0.46,4.09,0.57,3.0,0.45,0.31,1.0,162.56,56.699,1990-12-04,,Orthodox,2.71,0.46,2.15,0.51,1.94,0.6,0.68,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4569,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,Welterweight,Vik Grujic,Chris Indich,,,,,fighter1,KO/TKO              Punch,1,180.34,77.11064,1977-02-06,185.42000000000002,Orthodox,2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4,177.8,77.11064,1987-04-22,,,1.31,0.3,4.32,0.43,0.75,0.5,0.5,1.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4570,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,Welterweight,Neil Magny,Rodrigo de Lima,,,,,fighter1,KO/TKO              Punch,2,190.5,77.11064,1987-08-03,203.2,Orthodox,3.45,0.46,2.4,0.53,2.22,0.4,0.55,0.3,170.18,70.30676,1991-03-12,,Orthodox,1.29,0.33,5.5,0.32,2.66,0.36,0.0,1.3,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4571,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,Featherweight,Dan Hooker,Ian Entwistle,,,,,fighter1,KO/TKO              Elbows,1,182.88,70.30676,1990-02-13,190.5,Switch,5.08,0.48,4.76,0.51,0.79,0.34,0.8,0.4,165.1,61.23492,1986-11-19,,Orthodox,0.11,0.07,7.36,0.31,0.0,0.0,0.0,12.1,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4572,2014-06-28,UFC Fight Night: Te Huna vs Marquardt,Light Heavyweight,Gian Villante,Sean O'Connell,,,,,fighter1,S-DEC,3,190.5,104.32616,1985-08-18,193.04,Orthodox,4.38,0.44,5.47,0.55,0.45,0.23,0.83,0.0,185.42000000000002,92.98636,1983-09-02,187.96,Orthodox,5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4573,2014-06-14,UFC 174: Johnson vs Bagautinov,Flyweight,Demetrious Johnson,Ali Bagautinov,,,,,fighter1,U-DEC,5,160.02,56.699,1986-08-13,167.64000000000001,Orthodox,3.43,0.54,1.66,0.67,3.35,0.56,0.65,0.5,162.56,56.699,1985-06-10,165.1,Orthodox,2.85,0.42,3.09,0.52,2.51,0.36,0.65,0.3,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4574,2014-06-14,UFC 174: Johnson vs Bagautinov,Welterweight,Rory MacDonald,Tyron Woodley,,,,,fighter1,U-DEC,3,182.88,77.11064,1989-07-22,193.04,Orthodox,3.75,0.42,2.8,0.62,1.77,0.47,0.88,0.4,175.26,77.11064,1982-04-07,187.96,Orthodox,2.36,0.48,2.76,0.54,1.06,0.4,0.87,0.4,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4575,2014-06-14,UFC 174: Johnson vs Bagautinov,Light Heavyweight,Ryan Bader,Rafael Cavalcante,,,,,fighter1,U-DEC,3,187.96,92.98636,1983-06-07,187.96,Orthodox,2.82,0.43,1.39,0.71,3.37,0.44,0.8,0.4,185.42000000000002,92.98636,1980-04-14,187.96,Orthodox,2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4576,2014-06-14,UFC 174: Johnson vs Bagautinov,Heavyweight,Andrei Arlovski,Brendan Schaub,,,,,fighter1,S-DEC,3,190.5,108.86207999999999,1979-02-04,195.58,Orthodox,3.78,0.45,3.2,0.57,0.39,0.36,0.76,0.2,193.04,111.13004,1983-03-18,198.12,Orthodox,2.92,0.37,2.22,0.57,2.32,0.46,0.72,0.4,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4577,2014-06-14,UFC 174: Johnson vs Bagautinov,Light Heavyweight,Ovince Saint Preux,Ryan Jimmo,,,,,fighter1,KO/TKO,2,190.5,92.98636,1983-04-08,203.2,Southpaw,2.71,0.47,3.14,0.46,1.15,0.38,0.66,0.5,185.42000000000002,92.98636,1981-11-27,185.42000000000002,Orthodox,3.12,0.66,2.77,0.46,0.45,0.28,0.87,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4578,2014-06-14,UFC 174: Johnson vs Bagautinov,Welterweight,Kiichi Kunimoto,Daniel Sarafian,,,,,fighter1,SUB              Rear Naked Choke,1,177.8,77.11064,1981-05-01,180.34,Orthodox,1.87,0.44,3.92,0.41,1.59,0.2,0.28,0.3,175.26,83.91452,1982-08-21,185.42000000000002,Orthodox,2.23,0.46,3.1,0.58,0.36,0.07,0.53,0.7,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4579,2014-06-14,UFC 174: Johnson vs Bagautinov,Women's Bantamweight,Valerie Letourneau,Elizabeth Phillips,,,,,fighter1,S-DEC,3,170.18,52.16308,1983-04-29,172.72,Orthodox,4.51,0.37,5.4,0.58,0.77,0.45,0.66,0.3,167.64000000000001,61.23492,1986-08-20,165.1,Orthodox,2.6,0.33,3.07,0.58,0.75,0.25,0.53,0.2,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4580,2014-06-14,UFC 174: Johnson vs Bagautinov,Bantamweight,Yves Jabouin,Mike Easton,,,,,fighter1,U-DEC,3,170.18,61.23492,1979-05-30,172.72,Orthodox,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1,167.64000000000001,61.23492,1984-01-25,177.8,Southpaw,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4581,2014-06-14,UFC 174: Johnson vs Bagautinov,Lightweight,Tae Hyun Bang,Kajan Johnson,,,,,fighter1,KO/TKO              Punch,3,175.26,70.30676,1983-04-15,180.34,Switch,2.72,0.38,2.07,0.66,0.49,0.33,0.57,0.5,180.34,70.30676,1984-04-21,190.5,Orthodox,2.47,0.42,1.59,0.64,1.54,0.37,0.62,0.2,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
4582,2014-06-14,UFC 174: Johnson vs Bagautinov,Bantamweight,Michinori Tanaka,Roland Delorme,,,,,fighter1,U-DEC,3,165.1,61.23492,1990-10-04,170.18,Orthodox,1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2,175.26,61.23492,1983-12-18,180.34,Orthodox,2.28,0.44,4.32,0.4,2.51,0.34,0.42,1.6,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
