,event_date,event_name,weight_class,fighter1,fighter2,favourite,underdog,favourite_odds,underdog_odds,outcome,method,round,fighter1_height,fighter1_curr_weight,fighter1_dob,fighter1_reach,fighter1_stance,fighter1_sig_strikes_landed_pm,fighter1_sig_strikes_accuracy,fighter1_sig_strikes_absorbed_pm,fighter1_sig_strikes_defended,fighter1_takedown_avg_per15m,fighter1_takedown_accuracy,fighter1_takedown_defence,fighter1_submission_avg_attempted_per15m,fighter2_height,fighter2_curr_weight,fighter2_dob,fighter2_reach,fighter2_stance,fighter2_sig_strikes_landed_pm,fighter2_sig_strikes_accuracy,fighter2_sig_strikes_absorbed_pm,fighter2_sig_strikes_defended,fighter2_takedown_avg_per15m,fighter2_takedown_accuracy,fighter2_takedown_defence,fighter2_submission_avg_attempted_per15m,events_extract_ts,odds_extract_ts,fighter_extract_ts
578,2022-08-13,UFC Fight Night: Vera vs. Cruz,Middleweight,Gerald Meerschaert,Bruno Silva,Bruno Silva,Gerald Meerschaert,1.34,3.75,fighter1,SUB              Guillotine Choke,3,185.42000000000002,83.91452,1987-12-18,195.58,Southpaw,3.3,0.44,3.5,0.53,2.01,0.37,0.34,1.5,,,,,,,,,,,,,,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
579,2022-08-13,UFC Fight Night: Vera vs. Cruz,Catch Weight,Angela Hill,Loopy Godinez,,,,,fighter1,U-DEC,3,160.02,52.16308,1985-01-12,162.56,Orthodox,5.46,0.49,4.97,0.61,0.54,0.29,0.76,0.1,157.48,52.16308,1993-09-06,154.94,Orthodox,4.03,0.5,3.52,0.62,3.82,0.47,0.82,1.3,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
580,2022-08-13,UFC Fight Night: Vera vs. Cruz,Heavyweight,Martin Buday,Lukasz Brzeski,Martin Buday,Lukasz Brzeski,1.33,3.75,fighter1,S-DEC,3,193.04,120.20188,1991-11-11,195.58,Orthodox,5.62,0.52,5.4,0.55,0.3,0.5,1.0,0.3,193.04,107.047712,1992-05-17,198.12,Orthodox,5.08,0.48,3.46,0.57,0.64,0.5,0.42,0.6,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
581,2022-08-13,UFC Fight Night: Vera vs. Cruz,Women's Flyweight,Nina Nunes,Cynthia Calvillo,Cynthia Calvillo,Nina Nunes,1.56,2.7,fighter1,S-DEC,3,165.1,56.699,1985-12-03,162.56,Orthodox,4.39,0.45,3.47,0.55,0.24,0.33,0.73,0.5,162.56,52.16308,1987-07-13,162.56,Orthodox,4.41,0.38,4.12,0.64,1.8,0.44,0.77,0.8,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
582,2022-08-13,UFC Fight Night: Vera vs. Cruz,Lightweight,Gabriel Benitez,Charlie Ontiveros,Gabriel Benitez,Charlie Ontiveros,1.29,4.0,fighter1,KO/TKO              Punches,1,172.72,70.30676,1988-06-15,180.34,Southpaw,4.79,0.41,4.05,0.65,0.27,0.5,0.58,1.1,187.96,70.30676,1991-07-04,187.96,Switch,1.89,0.41,5.86,0.31,0.0,0.0,0.3,0.0,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
583,2022-08-13,UFC Fight Night: Vera vs. Cruz,Flyweight,Tyson Nam,Ode Osbourne,Ode Osbourne,Tyson Nam,inf,inf,fighter1,KO/TKO              Punch,1,170.18,56.699,1983-10-06,172.72,Orthodox,3.87,0.33,4.97,0.65,0.0,0.0,0.87,0.0,170.18,56.699,1992-01-09,185.42000000000002,Southpaw,3.74,0.39,4.41,0.45,1.37,0.27,0.68,0.3,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
584,2022-08-13,UFC Fight Night: Vera vs. Cruz,Catch Weight,Josh Quinlan,Jason Witt,Josh Quinlan,Jason Witt,1.36,3.5,fighter1,KO/TKO              Punch,1,182.88,77.11064,1993-02-06,182.88,Orthodox,3.68,0.41,5.97,0.5,0.84,0.12,0.6,0.0,177.8,77.11064,1986-11-07,177.8,Orthodox,2.15,0.44,2.54,0.52,6.9,0.48,1.0,0.9,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
585,2022-08-13,UFC Fight Night: Vera vs. Cruz,Bantamweight,Youssef Zalal,Da'Mon Blackshear,,,,,Draw,M-DEC,3,177.8,61.23492,1996-09-04,182.88,Switch,2.75,0.48,1.75,0.64,2.14,0.31,0.6,1.1,177.8,61.23492,1994-08-12,182.88,Switch,4.28,0.47,4.09,0.48,2.34,0.37,0.66,0.8,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
586,2022-08-06,UFC Fight Night: Santos vs. Hill,Light Heavyweight,Jamahal Hill,Thiago Santos,Jamahal Hill,Thiago Santos,1.38,3.85,fighter1,KO/TKO              Elbows,4,193.04,92.98636,1991-05-19,200.66,Southpaw,7.31,0.54,3.35,0.47,0.0,0.0,0.73,0.0,187.96,92.98636,1984-01-07,193.04,Orthodox,3.72,0.48,2.57,0.53,0.88,0.33,0.65,0.1,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
587,2022-08-06,UFC Fight Night: Santos vs. Hill,Welterweight,Geoff Neal,Vicente Luque,Vicente Luque,Geoff Neal,1.62,2.8,fighter1,KO/TKO              Punches,3,180.34,77.11064,1990-08-28,190.5,Southpaw,5.22,0.5,5.6,0.58,0.51,0.44,0.87,0.1,180.34,77.11064,1991-11-27,190.5,Orthodox,5.17,0.52,5.15,0.52,1.04,0.6,0.62,0.7,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
588,2022-08-06,UFC Fight Night: Santos vs. Hill,Heavyweight,Mohammed Usman,Zac Pauga,Zac Pauga,Mohammed Usman,1.36,3.4,fighter1,KO/TKO              Punch,2,187.96,108.408488,1989-04-01,200.66,Orthodox,0.92,0.27,2.62,0.51,1.46,0.15,0.0,0.0,187.96,92.98636,1988-02-25,193.04,Orthodox,4.44,0.62,2.72,0.57,0.42,0.09,1.0,0.0,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
589,2022-08-06,UFC Fight Night: Santos vs. Hill,Women's Flyweight,Juliana Miller,Brogan Walker,Juliana Miller,Brogan Walker,1.74,2.2,fighter1,KO/TKO              Elbows,3,170.18,56.699,1996-05-07,167.64000000000001,Orthodox,3.31,0.45,4.75,0.32,1.84,0.44,0.0,1.8,162.56,56.699,1988-08-02,170.18,Switch,2.04,0.3,3.7,0.47,0.0,0.0,0.11,0.0,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
590,2022-08-06,UFC Fight Night: Santos vs. Hill,Heavyweight,Serghei Spivac,Augusto Sakai,,,,,fighter1,KO/TKO              Punches,2,190.5,117.93392,1995-01-24,198.12,Orthodox,3.54,0.49,3.79,0.49,4.56,0.64,0.7,0.5,190.5,120.20188,1991-05-09,195.58,Orthodox,4.6,0.49,3.83,0.48,0.23,0.4,0.56,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
591,2022-08-06,UFC Fight Night: Santos vs. Hill,Lightweight,Terrance McKinney,Erick Gonzalez,Terrance McKinney,Erick Gonzalez,1.12,8.5,fighter1,SUB              Rear Naked Choke,1,177.8,70.30676,1994-09-15,185.42000000000002,Switch,4.03,0.51,2.51,0.45,3.56,0.36,0.85,1.0,180.34,70.30676,1992-01-20,190.5,Orthodox,2.4,0.36,8.08,0.4,6.0,0.55,0.5,0.0,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
592,2022-08-06,UFC Fight Night: Santos vs. Hill,Middleweight,Michal Oleksiejczuk,Sam Alvey,Michal Oleksiejczuk,Sam Alvey,1.25,6.2,fighter1,KO/TKO              Punch,1,182.88,83.91452,1995-02-22,187.96,Southpaw,5.12,0.5,4.17,0.62,0.76,0.44,0.48,0.0,187.96,83.91452,1986-05-06,190.5,Southpaw,3.28,0.44,3.63,0.52,0.06,0.14,0.82,0.1,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
593,2022-08-06,UFC Fight Night: Santos vs. Hill,Welterweight,Bryan Battle,Takashi Sato,Bryan Battle,Takashi Sato,1.45,3.7,fighter1,KO/TKO              Kick,1,185.42000000000002,77.11064,1994-09-21,195.58,Orthodox,4.47,0.54,4.0,0.4,0.79,0.2,0.38,0.4,177.8,77.11064,1990-06-09,185.42000000000002,Southpaw,2.21,0.41,3.73,0.44,0.76,0.37,0.6,0.0,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
594,2022-08-06,UFC Fight Night: Santos vs. Hill,Women's Strawweight,Cory McKenna,Miranda Granger,Cory McKenna,Miranda Granger,1.53,2.76,fighter1,SUB              Von Flue Choke,2,160.02,52.16308,1999-07-11,147.32,Orthodox,3.01,0.4,3.22,0.48,2.04,0.56,0.71,0.5,170.18,52.16308,1992-04-13,172.72,Orthodox,2.79,0.47,2.57,0.57,0.0,0.0,0.33,0.0,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
595,2022-08-06,UFC Fight Night: Santos vs. Hill,Women's Bantamweight,Mayra Bueno Silva,Stephanie Egger,Mayra Bueno Silva,Stephanie Egger,2.15,2.5,fighter1,SUB              Armbar,1,167.64000000000001,61.23492,1991-08-22,167.64000000000001,Orthodox,4.16,0.54,4.71,0.57,0.35,0.5,0.68,1.6,167.64000000000001,56.699,1988-08-12,172.72,Orthodox,1.93,0.53,2.08,0.53,3.04,0.4,0.5,0.8,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
596,2022-07-30,UFC 277: Pena vs. Nunes 2,Women's Bantamweight,Amanda Nunes,Julianna Pena,Amanda Nunes,Julianna Pena,1.41,3.3,fighter1,U-DEC,5,172.72,61.23492,1988-05-30,175.26,Orthodox,4.55,0.51,2.62,0.57,2.73,0.54,0.82,0.7,167.64000000000001,61.23492,1989-08-19,175.26,Orthodox,3.16,0.47,2.3,0.5,1.94,0.55,0.23,0.8,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
597,2022-07-30,UFC 277: Pena vs. Nunes 2,Flyweight,Brandon Moreno,Kai Kara-France,Brandon Moreno,Kai Kara-France,1.5,2.8,fighter1,KO/TKO              Kick,3,170.18,56.699,1993-12-07,177.8,Orthodox,3.8,0.43,3.4,0.56,1.73,0.45,0.64,0.5,162.56,56.699,1993-03-26,175.26,Orthodox,4.57,0.39,3.24,0.65,0.63,0.33,0.88,0.0,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
598,2022-07-30,UFC 277: Pena vs. Nunes 2,Heavyweight,Sergei Pavlovich,Derrick Lewis,,,,,fighter1,KO/TKO              Punches,1,190.5,116.573144,1992-05-13,213.36,Southpaw,8.72,0.49,4.33,0.57,0.0,0.0,0.75,0.0,190.5,117.93392,1985-02-07,200.66,Orthodox,2.6,0.5,2.59,0.41,0.59,0.28,0.52,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
599,2022-07-30,UFC 277: Pena vs. Nunes 2,Flyweight,Alexandre Pantoja,Alex Perez,Alexandre Pantoja,Alex Perez,1.64,2.7,fighter1,SUB              Neck Crank,1,165.1,56.699,1990-04-16,170.18,Orthodox,4.41,0.48,3.81,0.51,1.75,0.44,0.66,1.0,167.64000000000001,56.699,1992-03-21,165.1,Orthodox,4.67,0.48,3.14,0.6,2.84,0.44,0.77,1.3,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
600,2022-07-30,UFC 277: Pena vs. Nunes 2,Light Heavyweight,Magomed Ankalaev,Anthony Smith,Magomed Ankalaev,Anthony Smith,1.21,5.6,fighter1,KO/TKO              Punches,2,190.5,92.98636,1992-06-02,190.5,Orthodox,3.55,0.52,2.15,0.59,0.99,0.29,0.86,0.0,193.04,92.98636,1988-07-26,193.04,Orthodox,3.16,0.48,4.45,0.46,0.52,0.28,0.48,0.7,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
601,2022-07-30,UFC 277: Pena vs. Nunes 2,Welterweight,Alex Morono,Matthew Semelsberger,,,,,fighter1,U-DEC,3,180.34,77.11064,1990-08-16,182.88,Orthodox,5.2,0.42,4.14,0.57,0.29,0.2,0.5,0.4,185.42000000000002,77.11064,1992-11-23,190.5,Switch,4.06,0.43,4.36,0.55,1.02,0.58,0.5,0.1,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
602,2022-07-30,UFC 277: Pena vs. Nunes 2,Lightweight,Drew Dober,Rafael Alves,Drew Dober,Rafael Alves,1.61,2.9,fighter1,KO/TKO              Punch,3,172.72,70.30676,1988-10-19,177.8,Southpaw,4.48,0.39,4.5,0.51,0.69,0.17,0.56,0.1,172.72,70.30676,1990-11-14,172.72,Orthodox,1.85,0.48,3.3,0.58,0.29,0.25,0.44,1.5,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
603,2022-07-30,UFC 277: Pena vs. Nunes 2,Heavyweight,Don'Tale Mayes,Hamdy Abdelwahab,,,,,No contest,Overturned,3,198.12,117.93392,1992-01-16,205.74,Orthodox,3.39,0.43,3.73,0.44,0.89,0.46,0.56,0.0,187.96,119.748288,1993-01-22,182.88,Southpaw,3.87,0.52,3.13,0.59,3.0,0.75,0.0,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
604,2022-07-30,UFC 277: Pena vs. Nunes 2,Lightweight,Drakkar Klose,Rafa Garcia,Drakkar Klose,Rafa Garcia,1.5,2.87,fighter1,U-DEC,3,175.26,70.30676,1988-03-09,177.8,Orthodox,4.38,0.55,3.44,0.52,1.8,0.3,0.69,0.0,170.18,70.30676,1994-08-05,177.8,Orthodox,4.19,0.42,4.21,0.61,3.61,0.44,0.79,0.3,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
605,2022-07-30,UFC 277: Pena vs. Nunes 2,Welterweight,Michael Morales,Adam Fugitt,Michael Morales,Adam Fugitt,1.17,6.0,fighter1,KO/TKO              Punch,3,182.88,77.11064,1999-06-24,200.66,Orthodox,5.17,0.48,3.54,0.48,1.66,0.45,0.91,0.0,185.42000000000002,77.11064,1989-01-12,195.58,Southpaw,4.3,0.54,5.13,0.48,3.43,0.33,0.5,0.0,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
606,2022-07-30,UFC 277: Pena vs. Nunes 2,Women's Bantamweight,Joselyne Edwards,Ji Yeon Kim,Joselyne Edwards,Ji Yeon Kim,1.83,2.15,fighter1,S-DEC,3,172.72,61.23492,1995-09-29,177.8,Orthodox,4.71,0.52,3.36,0.5,1.0,0.33,0.64,0.3,170.18,56.699,1989-10-18,182.88,Orthodox,5.37,0.36,5.41,0.56,0.0,0.0,0.5,0.1,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
607,2022-07-30,UFC 277: Pena vs. Nunes 2,Light Heavyweight,Nicolae Negumereanu,Ihor Potieria,,,,,fighter1,KO/TKO              Knees,2,182.88,92.98636,1994-09-04,198.12,Orthodox,3.58,0.41,5.56,0.39,1.02,0.28,0.62,0.0,190.5,92.98636,1996-05-29,190.5,Southpaw,4.44,0.56,5.52,0.42,0.0,0.0,0.33,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
608,2022-07-30,UFC 277: Pena vs. Nunes 2,Welterweight,Orion Cosce,Blood Diamond,,,,,fighter1,U-DEC,3,180.34,77.11064,1994-07-15,180.34,Switch,2.77,0.53,4.02,0.44,1.92,0.4,0.61,0.0,180.34,77.11064,1988-07-10,193.04,Switch,3.12,0.55,2.17,0.48,0.0,0.0,0.73,0.0,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
609,2022-07-23,UFC Fight Night: Blaydes vs. Aspinall,Heavyweight,Curtis Blaydes,Tom Aspinall,Tom Aspinall,Curtis Blaydes,1.74,2.35,fighter1,KO/TKO,1,193.04,120.20188,1991-02-18,203.2,Orthodox,3.56,0.49,1.89,0.59,5.93,0.53,0.33,0.0,195.58,116.119552,1993-04-11,198.12,Orthodox,7.65,0.66,2.9,0.65,3.7,1.0,1.0,1.9,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
610,2022-07-23,UFC Fight Night: Blaydes vs. Aspinall,Middleweight,Jack Hermansson,Chris Curtis,Jack Hermansson,Chris Curtis,1.95,1.96,fighter1,U-DEC,3,185.42000000000002,83.91452,1988-06-10,195.58,Orthodox,5.13,0.44,3.69,0.55,1.66,0.29,0.75,0.4,177.8,83.91452,1987-07-15,190.5,Orthodox,5.36,0.5,6.3,0.54,0.0,0.0,0.92,0.0,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
611,2022-07-23,UFC Fight Night: Blaydes vs. Aspinall,Lightweight,Paddy Pimblett,Jordan Leavitt,Paddy Pimblett,Jordan Leavitt,1.41,3.5,fighter1,SUB              Rear Naked Choke,2,177.8,70.30676,1995-01-03,185.42000000000002,Orthodox,4.19,0.46,3.48,0.41,0.97,0.25,0.56,2.4,175.26,70.30676,1995-06-02,180.34,Southpaw,2.64,0.6,1.93,0.56,2.31,0.26,0.3,1.2,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
612,2022-07-23,UFC Fight Night: Blaydes vs. Aspinall,Light Heavyweight,Nikita Krylov,Alexander Gustafsson,Nikita Krylov,Alexander Gustafsson,1.53,2.8,fighter1,KO/TKO              Punch,1,190.5,92.98636,1992-03-07,195.58,Orthodox,4.38,0.55,2.47,0.44,2.29,0.38,0.53,1.4,195.58,92.98636,1987-01-15,200.66,Orthodox,4.03,0.4,3.53,0.51,1.53,0.39,0.83,0.4,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
613,2022-07-23,UFC Fight Night: Blaydes vs. Aspinall,Women's Flyweight,Molly McCann,Hannah Goldy,Molly McCann,Hannah Goldy,1.25,5.0,fighter1,KO/TKO              Spinning Back Elbow,1,162.56,56.699,1990-05-04,157.48,Orthodox,5.68,0.49,4.9,0.63,1.65,0.35,0.43,0.5,162.56,52.16308,1992-05-18,154.94,Orthodox,5.78,0.46,4.95,0.51,0.56,0.18,0.55,0.3,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
614,2022-07-23,UFC Fight Night: Blaydes vs. Aspinall,Light Heavyweight,Volkan Oezdemir,Paul Craig,Volkan Oezdemir,Paul Craig,1.75,2.32,fighter1,U-DEC,3,187.96,92.98636,1989-09-19,190.5,Orthodox,4.59,0.47,3.92,0.55,0.57,0.33,0.8,0.1,190.5,83.91452,1987-11-27,193.04,Orthodox,2.57,0.46,2.85,0.46,1.91,0.23,0.42,1.7,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
615,2022-07-23,UFC Fight Night: Blaydes vs. Aspinall,Lightweight,Ludovit Klein,Mason Jones,Mason Jones,Ludovit Klein,1.26,4.7,fighter1,U-DEC,3,170.18,70.30676,1995-02-22,182.88,Southpaw,3.49,0.54,3.53,0.53,1.52,0.45,0.83,0.0,177.8,70.30676,1995-04-26,187.96,Orthodox,5.61,0.44,4.94,0.46,3.16,0.45,0.8,0.0,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
616,2022-07-23,UFC Fight Night: Blaydes vs. Aspinall,Lightweight,Marc Diakiese,Damir Hadzovic,Marc Diakiese,Damir Hadzovic,1.29,4.5,fighter1,U-DEC,3,177.8,70.30676,1993-03-16,185.42000000000002,Orthodox,2.69,0.4,2.73,0.53,3.32,0.44,0.68,0.0,175.26,70.30676,1986-08-08,177.8,Orthodox,3.36,0.48,3.26,0.62,0.78,0.55,0.34,0.2,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
617,2022-07-23,UFC Fight Night: Blaydes vs. Aspinall,Featherweight,Nathaniel Wood,Charles Rosa,Nathaniel Wood,Charles Rosa,1.19,5.5,fighter1,U-DEC,3,167.64000000000001,65.77083999999999,1993-05-08,175.26,Orthodox,6.24,0.49,4.35,0.57,1.7,0.54,0.76,0.5,175.26,65.77083999999999,1986-08-24,175.26,Switch,3.08,0.36,3.86,0.47,1.67,0.35,0.38,1.0,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
618,2022-07-23,UFC Fight Night: Blaydes vs. Aspinall,Featherweight,Jonathan Pearce,Makwan Amirkhani,Jonathan Pearce,Makwan Amirkhani,1.69,2.65,fighter1,KO/TKO              Punches,2,182.88,65.77083999999999,1992-05-01,180.34,Switch,6.11,0.55,3.66,0.55,5.74,0.56,0.59,0.8,177.8,65.77083999999999,1988-11-08,182.88,Southpaw,1.33,0.44,2.98,0.46,3.96,0.43,0.35,1.1,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
619,2022-07-23,UFC Fight Night: Blaydes vs. Aspinall,Flyweight,Muhammad Mokaev,Charles Johnson,Muhammad Mokaev,Charles Johnson,1.24,5.1,fighter1,U-DEC,3,170.18,56.699,2000-07-30,177.8,Orthodox,1.14,0.54,0.87,0.61,7.34,0.53,0.0,1.3,175.26,56.699,1991-01-10,177.8,Switch,4.23,0.52,3.75,0.54,0.23,0.14,0.54,0.2,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
620,2022-07-23,UFC Fight Night: Blaydes vs. Aspinall,Lightweight,Jai Herbert,Kyle Nelson,Jai Herbert,Kyle Nelson,1.37,3.48,fighter1,U-DEC,3,185.42000000000002,70.30676,1988-05-13,195.58,Orthodox,2.69,0.41,3.15,0.45,0.2,0.1,0.57,0.0,180.34,65.77083999999999,1991-04-20,180.34,Switch,3.46,0.44,4.56,0.52,1.15,0.2,0.73,0.7,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
621,2022-07-23,UFC Fight Night: Blaydes vs. Aspinall,Women's Flyweight,Victoria Leonardo,Mandy Bohm,Mandy Bohm,Victoria Leonardo,1.91,2.0,fighter1,U-DEC,3,165.1,56.699,1990-02-16,162.56,Orthodox,3.27,0.39,4.7,0.46,1.6,0.27,0.71,0.0,170.18,56.699,1989-07-30,180.34,Orthodox,2.51,0.45,3.24,0.6,0.72,0.18,0.75,0.7,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
622,2022-07-23,UFC Fight Night: Blaydes vs. Aspinall,Welterweight,Nicolas Dalby,Claudio Silva,Nicolas Dalby,Claudio Silva,1.49,3.05,fighter1,U-DEC,3,180.34,77.11064,1984-11-16,187.96,Orthodox,3.93,0.43,3.39,0.52,1.18,0.31,0.62,0.1,180.34,77.11064,1982-09-06,180.34,Southpaw,2.48,0.42,3.0,0.46,2.85,0.26,0.44,1.1,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
623,2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,Featherweight,Yair Rodriguez,Brian Ortega,Brian Ortega,Yair Rodriguez,1.57,2.7,fighter1,KO/TKO,1,180.34,65.77083999999999,1992-10-06,180.34,Orthodox,4.63,0.46,4.07,0.51,0.73,0.28,0.59,0.7,172.72,65.77083999999999,1991-02-21,175.26,Switch,4.19,0.38,6.66,0.49,0.95,0.23,0.56,1.2,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
624,2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,Women's Strawweight,Amanda Lemos,Michelle Waterson-Gomez,,,,,fighter1,SUB              Guillotine Choke,2,162.56,52.16308,1987-05-22,165.1,Southpaw,3.54,0.55,4.66,0.42,0.82,0.55,0.55,0.8,160.02,52.16308,1986-01-06,157.48,Orthodox,3.63,0.46,4.01,0.51,1.4,0.33,0.72,0.7,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
625,2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,Welterweight,Li Jingliang,Muslim Salikhov,Muslim Salikhov,Li Jingliang,1.7,2.36,fighter1,KO/TKO              Punches,2,182.88,77.11064,1988-03-20,180.34,Orthodox,4.46,0.42,3.84,0.57,1.25,0.41,0.6,0.0,180.34,77.11064,1984-06-09,177.8,Orthodox,3.37,0.51,2.91,0.62,1.31,0.4,0.73,0.0,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
626,2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,Flyweight,Matt Schnell, Sumudaerji,,,,,fighter1,SUB              Triangle Choke,2,172.72,56.699,1990-01-15,177.8,Orthodox,4.24,0.39,4.46,0.55,0.63,0.44,0.46,1.1,,,,,,,,,,,,,,2023-09-21 02:02:55.178363,,2023-09-20 21:50:56.958211
627,2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,Featherweight,Shane Burgos,Charles Jourdain,Shane Burgos,Charles Jourdain,1.6,2.6,fighter1,M-DEC,3,180.34,65.77083999999999,1991-03-19,190.5,Orthodox,7.4,0.52,6.78,0.56,0.43,0.44,0.91,0.4,175.26,65.77083999999999,1995-11-27,175.26,Switch,5.78,0.49,4.3,0.57,0.1,0.16,0.48,0.4,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
628,2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,Women's Flyweight,Lauren Murphy,Miesha Tate,Miesha Tate,Lauren Murphy,1.5,2.8,fighter1,U-DEC,3,165.1,56.699,1983-07-27,170.18,Orthodox,4.05,0.39,5.25,0.55,1.03,0.25,0.69,0.1,167.64000000000001,61.23492,1986-08-18,165.1,Orthodox,2.61,0.44,3.1,0.51,1.88,0.29,0.55,1.3,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
629,2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,Middleweight,Punahele Soriano,Dalcha Lungiambula,Punahele Soriano,Dalcha Lungiambula,1.44,3.3,fighter1,KO/TKO              Punch,2,180.34,83.91452,1992-11-22,182.88,Southpaw,4.04,0.45,4.22,0.48,0.9,0.4,0.3,0.0,172.72,83.91452,1987-07-31,193.04,Orthodox,3.07,0.45,3.93,0.52,2.14,0.45,0.77,0.0,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
630,2022-07-16,UFC Fight Night: Ortega vs. Rodriguez,Bantamweight,Ricky Simon,Jack Shore,Jack Shore,Ricky Simon,1.59,2.64,fighter1,SUB              Arm Triangle,2,167.64000000000001,61.23492,1992-08-31,175.26,Orthodox,3.01,0.44,3.23,0.62,5.84,0.5,0.75,0.4,172.72,61.23492,1995-02-06,180.34,Orthodox,3.84,0.58,2.2,0.57,3.42,0.4,0.79,0.7,2023-09-21 02:02:55.178363,2023-12-28 11:40:25.898186,2023-09-20 21:50:56.958211
